SN_HC_BEARING_INTVL,SN_EOR_FK,INTERVAL_NAME,TOP_MD,BOTTOM_MD,HYDROCARBON_TYPE_CD
-65620,-115382,22300' Sand,22320,22440.0,G
-65621,-115382,22500' Sand,22490,22602.0,G
-62155,-116112,KE-1 Sand,7920,7950.0,O
-62575,-115506,Big A Sand,13818,13995.0,B
-78192,-133871,Subsalt,19964,19978.0,G
-78193,-133871,M-8A,20388,20572.0,G
-78343,-133871,M-14 Stringer,25499,25528.0,O
-78195,-133871,M-8B,21052,21099.0,O
-78196,-133871,M-12A,22894,22902.0,O
-78197,-133871,M-13C1,24496,24546.0,O
-78198,-133871,M-14A,24573,24628.0,O
-78199,-133871,M-14A1,24700,24730.0,O
-78200,-133871,M-14D1,26602,26689.0,O
-78201,-133871,M-15A,27106,27390.0,O
-78202,-133871,M-19A,29296,29307.0,O
-78344,-133871,M-14B,25650,25779.0,O
-87947,-150328,M-21A_10,29412,29479.0,O
-87948,-150328,M-21A_20,29486,29507.0,O
-87949,-150328,M-21B,29592,29705.0,O
-62086,-115420,7500 Sand,9450,9566.0,B
-62084,-115510,FX Sand,9040,9078.0,G
-62085,-115510,HA Sand,9916,9962.0,G
-62918,-116143,H-14 Sand,12830,12893.0,B
-62919,-116143,H-10 Sand,12408,12469.0,B
-62921,-116143,G-16 Sand,11474,11545.0,B
-62923,-116143,H-20 Sand,13278,13360.0,B
-62920,-116143,H-6 Sand,12050,12082.0,B
-62922,-116143,G-12 Sand,10462,10550.0,B
-64088,-116065,K J Sand,10912,10934.0,O
-64089,-116065,KK Sand,11028,11040.0,O
-64172,-118731,HB-1 Sand,3984,4170.0,O
-65295,-119654,HB-1 Sand,2910,3150.0,O
-64816,-118380,5000' SAND,5014,5064.0,G
-64819,-118380,6000' AB SAND,6502,6600.0,O
-64837,-118380,6250' SAND,7086,7220.0,O
-70234,-119013,KA Sand,9953,9998.0,O
-70233,-119013,JR Sand,9590,9614.0,O
-71149,-119013,JC Sand,8535,8560.0,O
-65279,-119282,D-5,7258,7287.0,B
-65280,-119282,D-12,7711,7755.0,O
-65277,-119282,B-20L,5921,5957.0,G
-65278,-119282,C-1,6054,6115.0,O
-64753,-119183,S-1,1795,1805.0,G
-64754,-119183,S-2,1820,1840.0,O
-64755,-119183,S-3,1875,1905.0,O
-64756,-119183,2000',2080,2105.0,O
-64757,-119183,TA Upper Sand,2280,2330.0,O
-64758,-119183,HB-3 ,4200,4240.0,O
-64759,-119183,HB-4,4740,4840.0,O
-63627,-117449,Ang (B) 1,5690,5744.0,O
-63628,-117449,Ang (B) 1A,5785,5801.0,O
-63629,-117449,Cris Sub 1,6153,6210.0,G
-63631,-117449,Tex (P) 1,7200,7268.0,G
-63630,-117449,Cris Sub 3,6466,6600.0,G
-63632,-117449,Tex (P) 2,7370,7426.0,O
-63381,-117369,H Sand,4460,4468.0,O
-63382,-117369,I Sand,4515,4590.0,O
-63383,-117369,K Sand,4690,4800.0,O
-64091,-116984,N-8 Sand,7636,7660.0,O
-72311,-128331,"""12,500 Upper"" Sand",12612,12624.0,G
-98782,-169330,11500' sand,11592,11620.0,O
-98664,-169391,10000' Sand,10276,10292.0,O
-98665,-169391,9850' Sand,10100,10125.0,O
-98663,-169391,BF 2A Sand,10742,10774.0,G
-95819,-165409,G RC Sand,9682,9854.0,B
-65659,-118990,TP-9B-FB-7N,12636,12760.0,O
-65660,-118990,TP-9A,12496,12510.0,O
-54533,-103724,"7050,G",7182,7272.0,O
-54532,-103724,POST GLOB,7790,8110.0,O
-63984,-117690,B-3A,15804,15876.0,B
-63985,-117690,B-3B,16042,16128.0,B
-64996,-119350,B-3B,16033,16042.0,B
-63671,-117649,F30 Sand,9558,9594.0,O
-63672,-117649,F40 Sand,9708,9764.0,O
-63673,-117649,F45 Sand,9833,10092.0,O
-64652,-118440,Show #1,9280,9390.0,G
-64653,-118440,Show #2,9470,9570.0,G
-64654,-118440,Salt,9570,10080.0,G
-64655,-118440,Show #3,9775,9810.0,G
-64656,-118440,Show #4,10034,10075.0,G
-64456,-117633,R1 sand 2,23561,23584.0,O
-64457,-117633,HC sand 2,24114,24122.0,O
-64458,-117633,HC sand 3,24464,24550.0,O
-64459,-117633,T sand,24504,24551.0,G
-64460,-117633,R1 sand 1,23439,23504.0,O
-64461,-117633,R2C sand,23606,24124.0,O
-64462,-117633,U sand,25740,25891.0,O
-65519,-118099,Gas Sand Stringer NO. 1,11755,11761.0,G
-65520,-118099,Gas Sand Strnger NO. 2,15776,15781.0,G
-64873,-117970,No Name,19850,19920.0,G
-64872,-117970,No Name,19480,19505.0,G
-64874,-117970,No Name,20010,20012.0,G
-64875,-117970,No Name,20980,20994.0,O
-64876,-117970,No Name,22350,22356.0,G
-64877,-117970,J-0.5,22990,23027.0,G
-64806,-117892,Upper Tex X sand,17046,17190.0,G
-63824,-117767,C11a Sand,7941,7962.0,G
-63825,-117767,C11b Sand,8025,8058.0,O
-117763,-200206,1900 Sand,1960,1988.0,G
-105270,-177351,"B-60,70,D1",13006,13313.0,O
-104582,-176292,"B-40,50,D1B",9900,10706.0,O
-104602,-176292,"B-60,70,D1A",11256,11556.0,O
-103706,-175071,B-60,9726,9800.0,O
-103707,-175071,B-50,8734,9144.0,O
-105642,-176249,B-5,7100,7182.0,G
-104341,-175511,B-40,8124,8194.0,O
-104342,-175511,B-50,8349,8576.0,O
-97126,-167431,"B-40, 50, B",7328,7582.0,O
-97127,-167431,"B-40, 50, B3",7702,7806.0,O
-105271,-177293,"B-40,50,B3A",7898,8390.0,O
-105267,-177329,"B-40,50,D1A",12817,13823.0,O
-105272,-177294,B45C/D/67B3,9398,9910.0,O
-105643,-177352,B-5,8372,8660.0,G
-96819,-166454,B-50,10620,10800.0,G
-96820,-166454,B-60,11760,12002.0,O
-21375,-23515,MM7 Main Sand,16710,16780.0,G
-21376,-23515,MM9 Middle Sand,14394,14434.0,G
-95767,-164841,BUL-4 Sand,9753,9761.0,G
-1379,-1471,F ,8416,8448.0,G
-66579,-121208,E Sand,7940,7986.0,G
-74057,-131409,H Sand,8651,8731.0,G
-7571,-7950,BN-1,9572,9630.0,G
-7572,-7950,Lentic 1,8806,8834.0,G
-10370,-12485,Lentic 2,8910,8921.0,G
-29902,-50837,BULIMINELLA 1 H,10810,10923.0,G
-77350,-138208,C-1,6093,6129.0,G
-77351,-138208,5700' SAND,6270,6328.0,G
-77352,-138208,C-5,6393,6406.0,G
-77353,-138208,C-7,6561,6598.0,O
-63215,-114170,FC Sand ,5360,5408.0,O
-63216,-114170,FC-1 Sand ,5508,5520.0,O
-63217,-114170,FE Sand ,5770,5839.0,O
-3613,-3797,BF-2A,7580,7599.0,G
-3614,-3797,BF-2,7460,7481.0,G
-3610,-3797,D-4,9010,9113.0,G
-3611,-3797,D-2A,8441,8558.0,G
-3612,-3797,D-1,8284,8419.0,G
-3650,-3797,D-5,9356,9386.0,G
-26779,-44586,LENTIC 1 GD,7110,7123.0,G
-29202,-46547,BN-1 Sand,6716,6755.0,G
-29203,-46547,Lower BN-1 Sand,6848,6866.0,G
-105286,-177331,"B-40,50,CB",7488,8715.0,O
-105251,-177292,"B-40,50,D1",11160,11240.0,O
-105252,-177292,"B-40,50,D1",9802,9930.0,O
-105266,-177210,"B-40,50,D1E",11878,12716.0,O
-104681,-176299,B-40,11001,11304.0,O
-104682,-176299,B-50,11518,11902.0,O
-105243,-176573,"B-40,50,A",8286,8756.0,O
-1031,-1704,B-80,12447,12470.0,G
-1030,-1704,B-70,11160,11205.0,O
-1028,-1704,"B-40, 50, B1",9095,9837.0,O
-1029,-1704,B-60,10467,10585.0,O
-103368,-174307,"B-40,50,B4",8450,8782.0,O
-104581,-176398,B-40,9686,9906.0,O
-104601,-176398,B-50,10512,10780.0,O
-105433,-177353,"B-40,50,B4",8820,9356.0,B
-105434,-177353,B-80,12024,12056.0,O
-60101,-112964,FG Upper,10412,10436.0,G
-65877,-119451,J/K RA,17486,17556.0,O
-54868,-105775,P-15 Sand,4294,4304.0,G
-98943,-169638,2500' Sand,2575,2605.0,B
-98963,-169638,2100' Sand,2120,2135.0,B
-117450,-199255,E-1 Sand,14104,14116.0,G
-77510,-133386,FA,6460,6500.0,G
-100981,-172253,7000' Sand,7552,7952.0,O
-60925,-114149,GI-1,9041,9060.0,G
-33005,-57039,AB-7/2 Sand,6312,6370.0,G
-36746,-64086,Upper Ang B-1,5600,5612.0,G
-65977,-120155,Trim A-14,5300,5314.0,G
-36286,-61577,LENT 2,11100,11180.0,O
-1881,-1808,TRIM A-14,7408,7450.0,G
-1882,-1808,TRIM A-16,7688,7710.0,O
-1884,-1808,ANG B-2,8120,8190.0,B
-1887,-1808,ANG B-5L,8635,8750.0,O
-1880,-1808,TRIM A-13,7215,7300.0,G
-1883,-1808,ANG B-1,7825,8025.0,B
-1888,-1808,ANG B-7,9138,9215.0,B
-1885,-1808,ANG B-4,8370,8480.0,O
-1886,-1808,ANG B-5,8552,8620.0,O
-93593,-160820,Lime Green,18030,18216.0,O
-60122,-112743,J6 SAND POD B,9680,9880.0,O
-52963,-99642,H Sand,8700,8812.0,G
-41592,-74840,FC Sand,9212,9234.0,G
-41593,-74840,FA Sand,8828,8838.0,G
-56425,-107695,FB Sand,9055,9090.0,G
-65762,-119870,EI Sand,8468,8484.0,G
-22557,-34668,BM 4.0 Sand ,7320,7406.0,G
-22558,-34668,BM 3.0 Sand ,6922,6928.0,G
-5204,-4231,D-9 Sand,10535,10565.0,O
-5306,-5321,C-08RD,7640,7646.0,O
-31423,-53208,"""H"" Sand",9882,9904.0,G
-115956,-197753,D-9,11290,11313.0,G
-115957,-197753,D-7/D-8,11160,11242.0,G
-115958,-197753,D-6,10864,10898.0,G
-115959,-197753,D-5,10712,10744.0,G
-93753,-161503,D-2L,10722,10790.0,G
-93754,-161503,D-2,10200,10343.0,G
-93755,-161503,B-7,9567,9587.0,G
-93756,-161503,B-3,8904,8930.0,G
-119074,-201017,E-2 NFF/ANFF,11604,11610.0,O
-119073,-201017,E-2 NFF/ANFF,11662,11684.0,O
-102002,-173723,G-3A/6,15555,15674.0,O
-102003,-173723,G-3/6,15360,15382.0,O
-102004,-173723,G-1A/6,14586,14606.0,O
-92670,-160235,J1/K1,17067,17476.0,O
-95868,-165168,S10 A-2 Sand,17250,17335.0,O
-95869,-165168,S10 B Sand,17472,17614.0,O
-29642,-48387,CP-27,14912,14954.0,G
-42231,-76138,CP-24,14758,14772.0,G
-46388,-84463,CP-21,14070,14078.0,G
-94414,-161043,G-3 RBC Sand,8580,8670.0,B
-94415,-161043,I RBC Sand,9655,9680.0,B
-30244,-51257,6400 Sand,6440,6445.0,G
-30243,-51257,8900' Sand,8894,8902.0,G
-30247,-51257,9100' Sand,9126,9141.0,G
-30249,-51257,9500 L Sand,9550,9558.0,G
-30250,-51257,9800 U Sand,9952,9994.0,G
-30251,-51257,9800 L Sand,10030,10054.0,G
-30245,-51257,6700' Sand,6716,6724.0,G
-30246,-51257,6900' Sand,6928,6946.0,G
-30248,-51257,9500' U Sand,9381,9391.0,G
-41171,-75590,9400' Sand,9379,9390.0,G
-48373,-89174,UPPER ROB L Sand,7277,7287.0,O
-8317,-8856,8000' Sand ,8221,8252.0,G
-8319,-8856,8200' Sand,8634,8642.0,G
-8320,-8856,8700' Sand,9100,9122.0,G
-8321,-8856,8900' Sand,9350,9448.0,G
-8323,-8856,9200' Sand,9642,9730.0,G
-8324,-8856,9700' Sand,10321,10400.0,G
-8327,-8856,10200' Sand,10751,10790.0,G
-8314,-8856,7200' Sand,7404,7423.0,G
-8322,-8856,9100' Sand,9586,9598.0,G
-8325,-8856,9900' Sand,10529,10550.0,G
-8326,-8856,10000'  Sand,10580,10610.0,G
-8313,-8856,6600' Sand,6923,6934.0,G
-8315,-8856,7400' Sand,7575,7588.0,G
-8316,-8856,7900' Sand,8054,8078.0,G
-8318,-8856,8100' Sand,8547,8592.0,G
-30383,-50494,C-6 Sand,10668,10790.0,G
-51057,-89539,FQ Sand,5650,5738.0,O
-67801,-123751,GC Sand,5886,5942.0,O
-89907,-154343,BN-6 FB1,11268,11296.0,O
-89908,-154343,Lower BN-5,11156,11176.0,O
-89909,-154343,BN-4,10940,11030.0,O
-85326,-148571,PL 1-6A,12269,12279.0,G
-85327,-148571,PL1-5B,12130,12150.0,G
-56540,-108219,LL-6 Sand,8986,9026.0,G
-103142,-174870,LL-15,9246,9296.0,O
-103143,-174870,00-10,12420,12460.0,G
-36506,-65809,Lentic 1-1 Sand,7075,7187.0,G
-16572,-22793,Ang B-2,8206,8240.0,G
-98062,-168817,Ang B-4 ,8680,8720.0,G
-98063,-168817,Ang B-4A,8804,8838.0,G
-98064,-168817,Ang B-5,8972,8990.0,G
-64951,-117937,H8/9/10,6422,6542.0,G
-64952,-117937,AMPH B,5670,5720.0,G
-64953,-117937,H-6,6350,6358.0,G
-41451,-75202,D9S E,11197,11215.0,B
-52323,-94441,GF-7 Sand,5234,5300.0,O
-52324,-94441,TA-1 Sand,7256,7378.0,G
-118462,-198896,TA-2,7596,7638.0,G
-42053,-76455,Amp 3,13760,13850.0,G
-67860,-123638,Amp 1,13464,13521.0,G
-4149,-3407,LD,11666,11694.0,O
-4147,-3407,LC,11548,11558.0,O
-4148,-3407,LB,11484,11500.0,O
-5035,-3407,LA,11442,11461.0,O
-81749,-140476,I Sand,14002,14006.0,G
-81748,-140476,G Sand,12677,12686.0,G
-81750,-140476,L Top,14370,14480.0,G
-116000,-197640,C-8 FB-IH,13030,13074.0,G
-116001,-197640,C-12 FB-IE,14029,14136.0,G
-116002,-197640,C-17 FB-IE,16464,16488.0,G
-74565,-131724,C-3 SAND,8530,8571.0,G
-74567,-131724,C-8 SAND,9018,9046.0,G
-74569,-131724,D-2,9477,9734.0,O
-74571,-131724,D-10,10468,10512.0,O
-74566,-131724,C-5 SAND,8720,8856.0,G
-74568,-131724,D-1,9322,9378.0,O
-74570,-131724,D-7,10242,10270.0,O
-99961,-170813,B-5,10350,10714.0,O
-99945,-170827,B-65,10462,10508.0,O
-38048,-66735,38 sand,10390,10450.0,G
-74405,-131217,D-65,12229,12370.0,G
-96040,-165431,D-70A,12620,12700.0,O
-54529,-100427,"Y-20/40, E-2",9942,10010.0,O
-54531,-100427,"X-20, E-1",9440,9650.0,G
-54530,-100427,"Y-20/40, E-2",10144,10232.0,O
-54535,-99700,X-20,8680,9274.0,O
-54536,-99700,Y-60,9798,9946.0,O
-67901,-123574,Postglob F,6950,7094.0,O
-60442,-113035,M-4 Sand,15310,15358.0,B
-88231,-153873,7750' Sand,8283,8388.0,O
-88232,-153873,7875' Sand,8449,8458.0,G
-88233,-153873,7900' Sand,8492,8497.0,O
-88234,-153873,8450' Sand,9252,9300.0,B
-88235,-153873,8550' Sand,9379,9402.0,G
-88236,-153873,8700' Sand,9616,9632.0,B
-88227,-153873,9000' Sand,10365,10710.0,G
-88228,-153873,8750' Sand,9764,9836.0,B
-88229,-153873,8250' Sand,8935,8986.0,B
-88230,-153873,7700' Sand,8188,8252.0,B
-101586,-171650,K 2 I,10627,10707.0,G
-101587,-171633,K2 IV,10420,10475.0,G
-56870,-109245,MK-2 SAND,10092,10164.0,G
-72206,-129989,MF-1 Sand,7610,7614.0,G
-95850,-164070,MN5 FB1 Sand,11250,11280.0,G
-45483,-81311,MN-10,13247,13304.0,G
-46287,-81311,MN-11,13540,13565.0,G
-66923,-121819,MN-9L Sand,13014,13032.0,G
-69020,-124510,MN-5 FB-2 Sand,12040,12064.0,G
-92934,-159666,MN-12,13670,13720.0,G
-59097,-111257,M2 B1,10171,10181.0,G
-79164,-141256,JK Sand,9377,9393.0,O
-93270,-161303,JK SD,8458,8467.0,G
-26701,-40123,NJ B2,12577,12583.0,O
-26702,-40123,NG B2,12464,12474.0,O
-26703,-40123,NS B2,12941,12964.0,G
-26704,-40123,NE B2,12377,12397.0,O
-92833,-160230,M56 C,9746,9756.0,G
-92832,-160230,M50 C,9324,9331.0,G
-48972,-91800,Tex (W)-2 Sand,9295,9322.0,G
-101064,-172448,DISC121A,7176,7183.0,G
-101065,-172448,A3,6712,6786.0,G
-101066,-172448,A2,6564,6577.0,G
-101067,-172448,Bul(1)-7e,5588,5632.0,G
-101068,-172448,Bul(1)-5e,5318,5328.0,G
-101861,-173603,PL 1,9416,9430.0,O
-101862,-173603,A-16 STRAY,7662,7703.0,O
-101881,-173603,PL 9-15,8646,8692.0,O
-84774,-148733,T RH,8043,8050.0,O
-84485,-148016,T Zone,8964,9014.0,O
-84486,-148016,O Zone,7728,7814.0,G
-78626,-140132,I1 FBB Sand,7100,7233.0,O
-78627,-140132,I2 FF Sand,7270,7290.0,O
-78628,-140132,K FBB2 Sand,7796,7848.0,G
-78629,-140132,L12 FBB2 Sand,8757,8804.0,O
-5449,-5382,Siph D-3,5634,5656.0,O
-5450,-5382,Siph D-4,5703,5782.0,O
-40650,-66556,4250 Sand,4623,4641.0,O
-60762,-114012,4070 / 4100,4347,4447.0,O
-106121,-178160,Lower Miocene,4555,4561.0,O
-105485,-177114,SIPH D-5,5780,5792.0,O
-88447,-152454,Q/R,24128,24747.0,O
-22238,-30313,LK2 Sand,7995,8060.0,O
-58018,-110146,"""EJ"" Sand",5056,5062.0,G
-25620,-37812,Rob C ,5630,5773.0,G
-25699,-38442,9100 Sand,9867,10021.0,G
-26999,-44845,M-4,7021,7025.0,G
-27000,-44845,M-2b,6497,6500.0,G
-25299,-37430,M-5b,7383,7391.0,O
-25300,-37430,M-3a,6844,6852.0,O
-24729,-37431,M-9 Sand,7415,7446.0,O
-28119,-37069,H/I RA,17153,17218.0,O
-25880,-37973,B6 Sand,13594,13624.0,G
-46168,-83945,B3 Sand ,12690,12706.0,G
-24278,-36348,Sand #01,17870,17937.0,G
-24279,-36348,Sand #02,18706,18722.0,G
-24280,-36348,S Sand,18856,18923.0,G
-30865,-36592,Not named,21758,21765.0,O
-30867,-36592,Not named,19510,19555.0,O
-30863,-36592,Not named,22310,22575.0,O
-30864,-36592,Not named,21979,21986.0,O
-30866,-36592,Not named,20610,20620.0,O
-25781,-38191,D-9,11439,11472.0,O
-25783,-38191,D-10 Lower,11594,11628.0,O
-25784,-38191,D12 RBSU,11914,11993.0,O
-25779,-38191,D-7,11192,11228.0,O
-25780,-38191,D-9 Stray,11376,11410.0,O
-25782,-38191,D10 EB,11555,11583.0,B
-24638,-36409,Ang B - 7200 ' Sand,7658,7756.0,O
-25379,-37391,5000' Sand,4902,4940.0,G
-7289,-6205,J,9504,9540.0,G
-7290,-6205,H,9348,9379.0,G
-56446,-108351,EPH-J Sand,6628,6634.0,G
-64285,-118436,EPH-C Sand,5676,5680.0,G
-7291,-6579,HN,7001,7080.0,B
-7294,-6579,GS,6194,6378.0,G
-7295,-6579,FI,5235,5246.0,G
-7293,-6579,HD,6575,6640.0,O
-7296,-6579,FG,5108,5173.0,G
-6417,-6393,7400' Sand,12710,12895.0,G
-6418,-6393,2900' Sand,3242,3284.0,G
-7653,-7688,C1 Sand,18338,18355.0,G
-7654,-7688,C2 Sand,18440,18474.0,G
-7655,-7688,D Sand,18629,18825.0,G
-7656,-7688,E Sand,19063,19078.0,G
-7505,-6598,OC Sand,10051,10112.0,G
-7506,-6598,OG Sand,10145,10152.0,G
-7507,-6598,Unnamed Sand,12222,12228.0,G
-9824,-8314,Amp 4.1,13492,13580.0,O
-9822,-8314,Amp 1A,12761,12831.0,G
-9823,-8314,Amp 3,13284,13346.0,O
-7933,-6698,Upper Sand,8955,9010.0,B
-7934,-6698,Lower Sand,12230,12370.0,B
-85320,-149039,B-4 Sand,4016,4044.0,G
-85321,-149039,C-4 RC Sand,7454,7510.0,G
-85363,-148914,C4 D Sand,7056,7080.0,G
-85364,-148914,C6 RD Sand,7204,7222.0,G
-85365,-148914,C12 RD Sand,8073,8083.0,O
-85366,-148912,G03 E Sand,9902,9907.0,G
-4252,-3716,F Sand,9868,9960.0,B
-14245,-18421,E-8 Sand,8984,8996.0,B
-6740,-6718,9800' Sand,10280,10311.0,B
-93150,-160900,10400 R,10402,10436.0,O
-93151,-160900,10700R,10790,10798.0,O
-71534,-124926,M8 D,12371,12384.0,G
-71535,-124926,N6 D2D,13228,13242.0,G
-71536,-124926,O RA,13848,13858.0,G
-117475,-199616,LJ B-6,11367,11379.0,G
-117476,-199616,LR B-12,11579,11587.0,G
-24778,-32932,JA Sand,12530,12555.0,G
-35387,-62000,HG Sand,10560,10570.0,G
-96449,-166172,GN Sand,9670,9684.0,G
-101902,-172921,JA#1,9791,9800.0,O
-101903,-172921,JE 1,9996,10000.0,O
-101905,-172921,JE 1,9968,9984.0,O
-101904,-172921,JA#1,9770,9776.0,O
-13965,-19099,IS/IT,8110,8147.0,O
-40971,-70447,HG Sand,6628,6634.0,G
-99022,-169648,"A-1,C-1",13061,13085.0,G
-95337,-163987,10800,12375,12415.0,G
-81376,-143531,N Sand,13705,13785.0,G
-84783,-148443,Upper N Sand,13530,13630.0,G
-104021,-175669,P Sand,14950,15160.0,O
-104022,-175669,M Sand,13207,13233.0,G
-83349,-141441,G-1 stray,10224,10270.0,O
-83344,-141441,F-2,8928,8992.0,O
-83345,-141441,F-5,9595,9716.0,O
-83346,-141441,F-6,9790,9876.0,O
-83347,-141441,F-7,9984,10057.0,O
-83348,-141441,G-1,10132,10209.0,O
-83350,-141441,G-2,10410,10438.0,G
-83343,-141441,F-1 stray,8752,8794.0,O
-54968,-105980,"Marg A ""A""",13760,13787.0,G
-101510,-172127,Marg A (A&B LOBES),13770,14060.0,G
-101511,-172127,MARG A,14249,14270.0,G
-58699,-111189,9200 SAND,9778,9804.0,G
-58702,-111189,9500 SAND,10158,10172.0,G
-58703,-111189,9600 SAND,10492,10521.0,O
-58698,-111189,9000 SAND,9557,9576.0,G
-58700,-111189,9300 SAND,9911,9921.0,G
-58701,-111189,9400 SAND,10054,10066.0,G
-20501,-27448,3550' Sand,3550,3582.0,G
-57173,-109522,D 7 SAND,9120,9220.0,O
-57170,-109522,C 5  SAND,7937,8079.0,G
-57171,-109522,C 8 SAND,8210,8236.0,G
-57172,-109522,C 2B SAND,8591,8652.0,O
-57174,-109522,D 10 SAND,9374,9401.0,O
-58527,-111072,Miocene5850' Sand,7232,7246.0,G
-85423,-148829,Miocene Stray Sand,6650,6668.0,G
-6039,-5772,"F-20, A",7910,7918.0,G
-105654,-177677,6400',6306,6326.0,G
-105655,-177677,6150 SAND,6056,6070.0,O
-105656,-177677,6950,6822,6834.0,O
-118255,-198670,Middle M,10720,10834.0,B
-118256,-198670,MM Ra1,10936,10995.0,B
-41411,-75206,"""6000"" Sand",5976,5980.0,G
-105710,-177713,6150 SAND,7608,7628.0,G
-63423,-112876,2700 Sand,2816,2836.0,G
-109163,-182473,U/M MRA1,5690,6068.0,O
-109164,-182473,UK RA3,4490,4612.0,O
-95859,-164932,K-1 RA,12734,12811.0,G
-95860,-164932,J-8 ,12468,12484.0,G
-95861,-164932,PL-9,9268,9278.0,G
-95862,-164932,PL-7,8165,8178.0,G
-112986,-194973,6600' Sand,7963,9369.0,O
-2081,-2075,B-20 Sand,2950,2953.0,G
-74346,-132158,13 RB,9880,9888.0,B
-74347,-132158,15 RB,10584,10604.0,O
-74348,-132158,12 RB,9040,9098.0,O
-74345,-132158,B50 RB,4544,4554.0,G
-55212,-106081,E-9 Sand,6082,6110.0,G
-55213,-106081,E-10 Sand,6410,6476.0,G
-55214,-106081,F-1 Sand,6594,6734.0,G
-55215,-106081,F-2 Sand,6918,6938.0,G
-55216,-106081,F-4 Sand,7218,7240.0,G
-55217,-106081,F-5 Sand,7305,7562.0,G
-55218,-106081,G-1 Sand,7782,7962.0,G
-55219,-106081,H2B Sand,8442,8496.0,G
-55220,-106081,I-4 Sand,10022,10048.0,G
-55221,-106081,J2A Sand,10535,10564.0,G
-55222,-106081,K-1 Sand,11356,11540.0,G
-55211,-106081,E-8 Sand,5714,5778.0,G
-61674,-114737,MJ RA Sand,11442,11456.0,G
-94643,-163060,NK,12410,12500.0,G
-94644,-163060,LI,10792,10828.0,O
-61367,-114743,I2,16063,16111.0,O
-34185,-58987,A-7 Sand,8912,8924.0,G
-55972,-107495,A-5 Sand,7856,7866.0,G
-65214,-119679,A-4 Sand,7610,7630.0,G
-81966,-144544,Cib Op 7 Sand,11826,11882.0,G
-64552,-118388,6300' Sand,6184,6191.0,O
-64572,-118388,7100' Sand,6980,6998.0,B
-64573,-118388,7800' Sand,7660,7725.0,O
-104405,-176171,N RD,5624,6950.0,O
-52423,-95060,Stray FB-B7 Sand,8105,8111.0,G
-11525,-12557,Amph E-2 Sand,7775,7786.0,G
-17735,-24000,Cris (M-3),7158,7168.0,G
-47897,-87272,Pilo 15 Sand,6746,6752.0,G
-43821,-78524,Cris M-3 Sand,7118,7130.0,G
-57734,-109965,Pilo 10 Sand ,5890,5912.0,G
-2143,-2676,5950' Sand,7730,7784.0,G
-34726,-59307,5500' Sand,6954,7020.0,G
-44737,-80146,4400' Sand,5308,5460.0,G
-81184,-143766,5575' Sand,7436,7495.0,G
-86043,-145700,TW3 Sand,7500,7618.0,G
-95742,-164879,Rob M Sand,13828,13858.0,G
-71369,-128437,HS Sand,8240,8260.0,B
-98925,-169145,IS Sand,10046,10062.0,B
-98926,-169145,IM-FB Sand,9540,9580.0,B
-55446,-94745,DISC,12410,12438.0,G
-62755,-114242,TEX (W)2,8860,8887.0,G
-74145,-132297,TEX (W)1,8674,8746.0,G
-64107,-115383,K Sand,14711,14738.0,O
-64108,-115383,K Sand,15088,15099.0,O
-64109,-115383,K Sand,15164,15179.0,O
-64110,-115383,K Sand,15338,15477.0,O
-116115,-196545,P-Sand,15384,15460.0,O
-3431,-2849,K RKK Sand ,5754,5770.0,O
-20714,-30846,D RKK Sand,2838,2870.0,O
-45564,-84069,CAM Sand,12462,12470.0,G
-10922,-13300,Big A Upper C,13176,13216.0,G
-22517,-33610,"Big A ""A"" Sand",11744,11820.0,G
-58658,-111085,L-1 Sand,9554,9596.0,B
-95556,-164157,L-7A Sand,10568,10648.0,B
-9541,-10321,Tex L-1 Sand,5940,5960.0,G
-34846,-62141,"""DISC 1""Sand",4062,4068.0,G
-59278,-111714,"""Disc 2"" Sand",4193,4200.0,G
-115255,-197580,J SAND,6138,6158.0,G
-6038,-7065,E-5,10084,10094.0,G
-4956,-4195,10800' Upper SD,12042,12205.0,G
-4955,-4195,10800' Lower SD ,12306,12370.0,G
-55487,-107217,10800' Lower SD,12308,12320.0,G
-6517,-5561,Cris Sub 9,8401,8442.0,O
-6518,-5561,Tex(P) ,10756,10850.0,G
-6519,-5561,Tex(P) 11A	,10940,11000.0,O
-6520,-5561,Tex(P) 14	,11990,12300.0,G
-6521,-5561,Tex(P) 15	,12626,12663.0,O
-5267,-4784,M57 Sand,9034,10005.0,G
-4675,-4417,QB-6C,8710,8800.0,G
-4673,-4417,QB-6A,8430,8471.0,G
-4674,-4417,QB-6B,8532,8660.0,G
-5705,-5122,Bul I(9) Lower Lobe,14719,14744.0,G
-5704,-5122,CS-5,6447,6455.0,G
-5706,-5122,Bul i (10),14839,14908.0,O
-43794,-75912,Tex 1-A Sand,12317,12488.0,G
-6768,-5747,AMP 7,12980,13100.0,O
-6767,-5747,AMP 6,12640,12800.0,O
-15114,-14348,Middle Miocene,21120,21175.0,O
-15115,-14348,Middle Miocene,21275,21285.0,O
-15116,-14348,Middle Miocene,21440,21485.0,O
-15118,-14348,Middle Miocene,22980,23280.0,O
-15105,-14348,Late Miocene,18840,18870.0,O
-15120,-14348,Middle Miocene,24186,24202.0,O
-15106,-14348,Late Miocene,19910,20140.0,O
-15107,-14348,Middle Miocene,20610,20630.0,O
-15117,-14348,Middle Miocene,22925,22945.0,O
