SN_HC_BEARING_INTVL,SN_EOR_FK,INTERVAL_NAME,TOP_MD,BOTTOM_MD,HYDROCARBON_TYPE_CD
-16412,-19179,C-20,10844,10872.0,G
-16413,-19179,C-24,11112,11140.0,G
-16414,-19179,D-1,11250,11394.0,G
-16415,-19179,D-2 Stray,11520,11572.0,G
-16416,-19179,D-4,11985,12040.0,G
-16417,-19179,D-5B,12415,12620.0,G
-15592,-20904,F-1A,7314,7360.0,B
-48732,-90255,F-1LB,7138,7142.0,B
-57632,-109953,F-1LA,7076,7088.0,O
-66479,-121024,F-1U,6999,7041.0,G
-66480,-121024,E-8,6893,6971.0,O
-66481,-121024,E-6,6707,6774.0,G
-66482,-121024,E-4,6544,6606.0,G
-66483,-121024,C-1A,6151,6192.0,O
-15090,-19001,3000' Sand,3250,3255.0,B
-63666,-117108,7300,8310,8340.0,O
-63667,-117108,7000,7820,7870.0,O
-18656,-23480,Stray,16049,16084.0,G
-15672,-19200,CP 34,12684,12740.0,G
-16012,-21183,Pay Interval #1,27009,27272.0,O
-16434,-21163,Zone Beta,16110,16150.0,G
-16432,-21163,Zone A,15070,15140.0,G
-16433,-21163,Zone Alpha,16010,16070.0,G
-16435,-21163,Zone Gamma,17570,17750.0,G
-16437,-21163,Zone Delta,17850,18010.0,G
-32685,-50501,Lentic Sand,10941,10990.0,G
-58525,-110851,Lentic Sand,11060,11070.0,G
-61713,-115197,AB-12 Sand,8525,8535.0,G
-61714,-115197,AB-10 Sand,7952,7962.0,G
-73926,-132293,AB9 Sand,7744,7770.0,G
-15125,-19120,R Sand,15520,15604.0,G
-15126,-19120,U Sand,16436,16487.0,G
-21840,-20221,L-10 Sand,9042,9082.0,O
-20140,-25461,12600' Sand,12778,12855.0,G
-90887,-157068,8700' Sand,8701,8793.0,G
-85651,-149192,9200' Sand,9262,9296.0,G
-41911,-73364,Miocene Stray Sand,21850,21900.0,O
-41912,-73364,DD Sand,24060,24125.0,O
-49393,-89417,M9,24062,24132.0,O
-49392,-89417,M6,21851,21906.0,G
-49394,-89417,M10,24184,24711.0,O
-41913,-73364,Top EE/FF Sand,24230,24700.0,O
-15285,-19999,1288' Sand,1288,1302.0,G
-15286,-19999,1370' Sand,1372,1382.0,G
-20160,-21648,14000' Sand,14074,14159.0,G
-16632,-19539,E A Lentic,7376,7458.0,G
-15266,-19539,Trim A,2834,2900.0,G
-16943,-19520,AA-2 Sand,18010,18050.0,G
-16933,-19520,4070' Sand,4578,4600.0,O
-16934,-19520,4100' Sand,4622,4715.0,O
-16935,-19520,4200' Sand,4734,4764.0,O
-16936,-19520,4250' Sand,4778,4955.0,O
-16937,-19520,4600' Sand,5216,5262.0,O
-16938,-19520,4700' Sand,5280,5395.0,O
-16939,-19520,4800' Sand,5421,5522.0,O
-16940,-19520,Siph D-2 Sand,5552,5701.0,O
-16941,-19520,Siph D-3 Sand,5724,5750.0,O
-16942,-19520,Siph D-4 Sand,5789,5896.0,O
-16192,-20465,"14,100' Sand",14980,15411.0,B
-18779,-26505,D-10,11660,11695.0,O
-18780,-26505,D-14,11980,12070.0,O
-18781,-26505,D-16,12136,12221.0,O
-15753,-19859,24 Sand,10050,10166.0,G
-14925,-19699,Lower Orange,9180,9250.0,G
-17796,-19900,Marg A 3 Sand,13290,13425.0,G
-17856,-20079,G4 Sand,12405,12431.0,G
-38832,-70127,G-3 Sand,12033,12041.0,G
-52843,-97976,MP-2A Sand,10675,10690.0,G
-53363,-97976,MO-10 Sand,10442,10458.0,G
-105321,-175833,I-1 STRAY RC,9874,9892.0,G
-22157,-22630,"O2, RC",25862,26047.0,O
-16438,-20683,J1,15276,15336.0,O
-16439,-20683,J2,15396,15408.0,O
-16436,-20683,I2,13940,13945.0,O
-18220,-24117,G-3 Sand,6206,6208.0,G
-18222,-24117,Cris 3 B,6438,6470.0,G
-18215,-24117,B6 Sand,3652,3695.0,G
-18218,-24117,G-1 Sand,6046,6057.0,G
-18219,-24117,G-2 Sand,6098,6151.0,G
-18221,-24117,Cris 3 A,6313,6387.0,G
-18216,-24117,Ang B-3,5199,5213.0,G
-18217,-24117,G Sand,5770,5960.0,G
-107241,-178269,CS-2 Sand ,5776,5806.0,G
-15112,-21008,CX3,15370,15425.0,O
-15113,-21008,Lower Eocene Reservoir,15054,15130.0,O
-16892,-21288,TA 9 Sand,14520,14620.0,G
-15992,-21588,Ang B-5,5625,5680.0,O
-18015,-24017,E5 Sand,8096,8101.0,G
-57953,-110518,E-1 Sand,8008,8036.0,G
-15445,-22413,D1,8642,8649.0,O
-15446,-22413,D2,8706,8790.0,O
-15469,-22413,D6,9182,9227.0,O
-15470,-22413,D7,9280,9298.0,O
-15471,-22413,D8,9494,9524.0,O
-17252,-21971,KK Sand ,16584,16660.0,G
-18835,-24763,4600' Sand,4834,4904.0,G
-18836,-24763,4800' Sand,5079,5242.0,G
-18837,-24763,5000' Sand,5343,5478.0,G
-19477,-23474,H Sand,7326,7334.0,G
-19478,-23474,G Sand,7258,7288.0,G
-20441,-22874,M3 (2),15085,15099.0,G
-20442,-22874,M3 (3),15193,15216.0,G
-20443,-22874,M8,16803,16903.0,O
-20444,-22874,M9A,17357,17419.0,O
-20445,-22874,M9C,17629,18230.0,O
-20446,-22874,M10,18311,18455.0,O
-20440,-22874,M3 (1),14874,14959.0,G
-34325,-45465,M9,17700,18050.0,O
-34326,-45465,M9X/M10,18320,18456.0,O
-18296,-22994,Big A,9228,9236.0,B
-18297,-22994,Tex L,11052,11106.0,B
-18298,-22994,Disc 12,9972,10040.0,B
-23221,-23558,M10,17838,17887.0,O
-25962,-23558,M9A,17055,17169.0,B
-23220,-23558,M9X,17702,17838.0,O
-20934,-25501,K-1 Sand,12614,12624.0,G
-19959,-24019,15400' Sand,15989,16102.0,G
-19659,-23716,IC Sand,7495,7628.0,O
-17955,-25140,PA-1 Sand,10684,10764.0,G
-19197,-29630,PA-1 Sand ,10710,10814.0,G
-17956,-25140,PA-2 Sand,10540,11126.0,G
-17313,-23815,9700' Sand,9565,9820.0,B
-17312,-23815,9200' Sand,8651,8830.0,B
-17314,-23815,10300' Sand,11377,11453.0,G
-17315,-23815,10300' L Sand,11470,11508.0,B
-27359,-23299,M10,18775,18850.0,O
-18377,-23465,7920' Sand,8060,8085.0,G
-18378,-23465,9000' Sand,9647,9670.0,G
-18376,-23465,7700' Sand,7784,7812.0,G
-18375,-23465,7350' Sand,7364,7388.0,G
-18815,-23696,Lentic 1 SD,7505,7643.0,G
-19138,-25041,GG Sand,16154,16200.0,G
-19781,-30477,Calc mac 1 sand (CM1 Sand,15844,15877.0,O
-19782,-30477,PaB1,16016,16044.0,O
-18716,-23557,5700' Sand,5974,6006.0,G
-18935,-24580,H Sand,11430,11464.0,O
-18936,-24580,SA-14 Sand,13330,13572.0,B
-19639,-28526,6050' FB-M2 Sand,9099,9393.0,G
-18457,-23895,AB-4 Sand,5973,5991.0,G
-18458,-23895,AB-5 Sand,6095,6115.0,G
-18456,-23895,AB-2 Sand,5763,5833.0,G
-17957,-25022,900' Sand,920,965.0,G
-17958,-25022,1350' Sand,1380,1385.0,G
-18095,-24540,M-15 Sand,28740,29200.0,G
-23378,-24522,M-2 Sand,20480,20690.0,O
-23379,-24522,                   O Sand,21504,21720.0,O
-18777,-24480,4200' Sand,6160,6294.0,G
-27479,-41016,M8 Sand,13212,13359.0,O
-19924,-26574,D-10,11976,11989.0,O
-19922,-26574,D-9A,11894,11918.0,O
-19923,-26574,D-9B,11929,11946.0,O
-19926,-26574,E-1,12268,12297.0,O
-19927,-26574,E-3,12624,12697.0,B
-19928,-26574,E-5,12786,12803.0,O
-19925,-26574,D-11,12009,12056.0,O
-19919,-26574,D-2A,11123,11135.0,G
-19920,-26574,D-4,11422,11427.0,G
-19921,-26574,D-7,11710,11757.0,B
-19739,-25025,TA-11,7980,8200.0,G
-19602,-25025,TA-10 ,7710,7840.0,G
-19779,-26679,Middle Cib Op,11284,11329.0,B
-18755,-25060,G-3 Sand,11448,11629.0,G
-18756,-25060,G-4 Sand,11723,11800.0,G
-20159,-25603,9800 Sand,10493,10619.0,G
-19038,-25800,G Sand,9628,9648.0,G
-19039,-25800,H Sand,9728,9740.0,G
-23739,-30254,S Sand,18510,18800.0,G
-18855,-25983,GD Sand,5880,5886.0,G
-20360,-25867,10500' SAND SEG 100,13094,13192.0,O
-20361,-25867,10200' SAND SEG 890,12480,12750.0,O
-48552,-89275,10200' Sand Seg 890,12606,12718.0,O
-22378,-32440,H3,8068,8098.0,G
-22379,-32440,21 Sand,8460,8508.0,G
-22380,-32440,21L Sand,8578,8710.0,G
-22381,-32440,25 Sand,9254,9260.0,G
-22382,-32440,27 Sand,10016,10060.0,G
-19278,-26659,D-7 Stray,12812,12823.0,O
-24938,-34767,Upper Big Hum,10870,10940.0,G
-24939,-34767,Middle Big Hum,12090,12110.0,G
-17975,-26543,900' Sand,920,965.0,G
-17976,-26543,1350' Sand,1380,1385.0,G
-20141,-27783,CM-15,10910,10985.0,G
-20142,-27783,#2 Marker Sand,11340,11418.0,G
-20143,-27783,CM-15A,11515,11600.0,G
-20582,-28043,Dicoaster broweri,15815,15883.0,B
-64065,-117523,C Mac Sand,15813,16006.0,G
-20648,-27944,M15A,24609,24787.0,O
-20649,-27944,M21A_10,26613,26669.0,O
-20650,-27944,M21A_20,26705,26715.0,O
-20651,-27944,M21B_40,26869,26907.0,O
-21897,-30687,O  Sand,11981,12146.0,O
-89327,-152732,F4 Sand,7200,7300.0,O
-17995,-26738,900' Sand,920,965.0,G
-17996,-26738,1350' Sand,1380,1385.0,G
-19217,-26979,900' Sand,1210,2386.0,G
-60152,-112310,6640' Sand,6915,6955.0,O
-20994,-27703,G4 Sand,14630,14646.0,G
-56869,-108945,"10,370' Stray Sand",13430,13468.0,G
-24999,-37371,Rob M-1 Sand,16730,16907.0,G
-21842,-28766,Rob M Lower Sand,16731,16906.0,G
-21844,-28766,Rob L Sand,11150,11190.0,G
-21295,-28586,Rob M Lwr  ,16068,16093.0,G
-35866,-64588,Rob M Upr,15639,15789.0,G
-25119,-41517,10450' Sand,10443,10452.0,G
-25120,-41517,10500' Sand,10600,10625.0,G
-25118,-41517,5600' Sand,5849,5907.0,G
-23681,-37710,Marg A 5 Sand,14361,14506.0,G
-28239,-31693,Pink BH5.0L,18999,19088.0,O
-28240,-31693,Pink BH6.5L,19860,20010.0,O
-28241,-31693,Pink BH6.5LL,20240,20392.0,O
-29363,-44764,M56,17912,17931.0,G
-20874,-28430,UPL-1A,6872,6941.0,G
-20875,-28430,UPL-2A,9070,9080.0,G
-20876,-28430,UPL-2B Upper,9414,9424.0,G
-20877,-28430,UPL-3A,10650,11076.0,G
-19879,-28768,Gas Show ,20060,20120.0,G
-19880,-28768,Gas Show,20260,20300.0,G
-19881,-28768,Gas Show,20360,20400.0,G
-21957,-30229,PLG MKR Sand,8150,8420.0,G
-21958,-30229,C1 Sand,10079,10228.0,G
-30843,-47470,Lower J,8049,8156.0,O
-30844,-47470,DQ-3,8380,8457.0,O
-26282,-33127,H Sand,15158,15389.0,B
-20421,-28627,5600' Sand,6552,6577.0,G
-19499,-27983,900' Sand,950,1130.0,G
-19500,-27983,1300' Sand,1364,1372.0,G
-49134,-89418,M8,25346,25372.0,O
-49136,-89418,M10,26450,26690.0,O
-49135,-89418,M9,26338,26400.0,O
-21878,-32810,4900' Sand,6176,6283.0,G
-21877,-32810,4100' Sand,5027,5080.0,G
-19517,-28428,900' Sand,950,1130.0,G
-19518,-28428,1300' Sand,1364,1372.0,G
-20320,-28566,C1D SAND,11054,11082.0,O
-20321,-28566,C1C SAND,10900,10920.0,O
-56072,-107957,C1C Lower Sand ,10894,10922.0,O
-59872,-112740,6640' Sand,6951,6990.0,O
-22037,-28946,Tex W 3,11910,12120.0,B
-21174,-28163,LQ,14418,14454.0,G
-33044,-56957,LD,13566,13612.0,G
-36367,-63729,KT,13168,13185.0,G
-45604,-81105,KQ,12920,12980.0,G
-41672,-74680,KS,13029,13138.0,G
-61773,-114728,KQ Middle Sand,12812,12834.0,G
-68760,-124053,KQ Upper Sand,12748,12756.0,G
-76166,-134095,KD Sand,11806,11826.0,G
-22787,-30318,R2 sand,21100,21214.0,G
-22788,-30318,R3 sand,21238,21318.0,G
-22785,-30318,Q sand,18987,19089.0,O
-22786,-30318,R1 sand,20870,21084.0,B
-22760,-29326,L Green Bice,18910,18960.0,O
-22761,-29326,Amber,19628,19712.0,O
-22762,-29326,Tungsten,21576,21690.0,O
-22763,-29326,Upper Gold,22150,22220.0,O
-22765,-29326,Upper Pyrite,23064,23220.0,O
-22764,-29326,Silver,22855,22990.0,O
-22758,-29326,U Green Bice,18640,18705.0,O
-19558,-28429,900' Sand,950,1130.0,G
-19559,-28429,1300' Sand,1364,1372.0,G
-19899,-28508,"Marg ""A"" (8350' Sand)",8196,8233.0,G
-19900,-28508,"Marg ""A"" Lower",8353,8372.0,G
-19901,-28508,"Marg ""A-2"" Stray",8790,8816.0,G
-19902,-28508,"Marg ""A-2"" (8950' Sand)",8889,8903.0,G
-22257,-30926,L-1 Sand,5470,5512.0,G
-22259,-30926,L-5 Sand,6536,6592.0,G
-22258,-30926,L-2 Sand,5669,5725.0,G
-23238,-33611,G-5 Sand,10877,10957.0,G
-23239,-33611,LP-2 Sand,11920,11991.0,G
-23240,-33611,Upper 12050' Sand,12459,12470.0,G
-23241,-33611,Middle 12050' Sand,12484,12494.0,O
-59202,-111665,Upper 12050' Sand,12460,12465.0,G
-59203,-111665,12050' Sand,12483,12492.0,G
-100601,-171707,Tex-8 Sand,11315,11347.0,G
-100602,-171707,G-10 Sand,11598,11604.0,G
-20813,-30047,C-13 Sand,11443,11453.0,G
-22058,-30088,Tex W,9225,9258.0,G
-22060,-30088,Big Hum,9604,9760.0,G
-22057,-30088,6750 Sand,6740,6755.0,G
-22059,-30088,Stray Sand,9510,9520.0,G
-21520,-30010,Bul 0 Sand,11044,11106.0,G
-20735,-30319,F2 Sand,8076,8090.0,O
-20733,-30319,E Sand,7319,7387.0,O
-20734,-30319,F Sand,7889,7960.0,O
-20736,-30319,G Sand,8104,8125.0,G
-20737,-30319,H Sand,8170,8266.0,O
-22722,-30067,Buliminella 1,12505,12531.0,B
-81623,-143381,Buliminella1,12502,12522.0,G
-22098,-34927,PL1-3 Sand,6920,6948.0,G
-22099,-34927,PL1-2 Sand,6676,6706.0,O
-22097,-34927,PL1-8 Sand,8135,8190.0,G
-22357,-32710,9300' Sand,9950,9978.0,G
-57493,-110080,9000' Sand,9472,9484.0,G
-51397,-93432,J-5 Sd FB S2E,16680,16710.0,G
-55708,-107046,J-4A Sd FB S2E,16283,16350.0,G
-23558,-33046,M55,21318,21505.0,O
-26225,-40996,Gyro 9 Sand,11150,11150.0,G
-26226,-40996,"Cris ""A"" Sand",12135,12135.0,G
-20380,-31645,Tex L Sand,10326,10370.0,G
-24038,-35970,Big A Sand,4061,4071.0,G
-22898,-34667,Big A Sand,4030,4137.0,G
-22861,-32402,I Sand,11895,11898.0,G
-22862,-32402,I-1A Sand,11992,12001.0,G
-22858,-32402,H-8 Sand,11762,11772.0,G
-22859,-32402,H-10 Sand,11810,11820.0,O
-22860,-32402,H-12 Sand,11830,11857.0,O
-22863,-32402,I-2 Sand,12109,12159.0,B
-22864,-32402,I-4 Sand,12239,12243.0,O
-22865,-32402,I-6 Sand,12290,12331.0,O
-22866,-32402,J Sand,12672,12710.0,O
-22867,-32402,J-4 Sand,12820,12839.0,G
-22790,-31387,BN1 Sand,12078,12169.0,G
-22791,-31387,BN2 Sand,12300,12330.0,G
-22040,-31329,UPL-3D,8084,8135.0,G
-22038,-31329,UPL-2A,6814,6853.0,G
-22039,-31329,UPL-2B,7073,7090.0,G
-22840,-31288,PLA,17716,17772.0,G
-22841,-31288,PLA 2,17952,18034.0,G
-22842,-31288,PLB,18235,18407.0,O
-22843,-31288,PLB 2,18576,18620.0,O
-22844,-31288,PLC,18750,18958.0,O
-22845,-31288,PLD,19502,19508.0,O
-22839,-31288,Upper PLA,17426,17457.0,G
-22846,-31288,PLE Upper,20675,20702.0,O
-22847,-31288,PLE Lower,20898,20922.0,O
-23640,-35209,M26 Sand,2961,2975.0,G
-26039,-34466, Middle James Sand,16220,16270.0,G
-23324,-34388,3300,8103,8150.0,G
-23323,-34388,3150,7936,7958.0,G
-23326,-34388,3650,8558,8589.0,G
-23320,-34388,1800,6370,6388.0,G
-23321,-34388,2800,7400,7501.0,G
-23318,-34388,2800 UT,4230,4448.0,G
-23319,-34388,2900 UT,4608,4673.0,G
-23322,-34388,3000,7809,7825.0,G
-23325,-34388,3500,8335,8407.0,G
-23327,-34388,3800,8748,8770.0,O
-23798,-35487,7900' Sand,9410,9490.0,O
-23478,-34289,8600' Sand,9764,9821.0,G
-22217,-32986,850' Sand,827,835.0,G
-22218,-32986,1500' Sand,2070,2703.0,G
-30905,-50797,Cris K-1,17998,18186.0,G
-30906,-50797,Cris K-2,18693,18862.0,G
-30908,-50797,CC-4,21758,21938.0,G
-30903,-50797,Big A-2,14853,14898.0,G
-30904,-50797,Big A-3,14970,15140.0,G
-30907,-50797,Cris K-3,19028,19237.0,G
-30909,-50797,CC-5,22100,22580.0,G
-23060,-33286,RM-2 Sand,8980,8992.0,G
-23061,-33286,RM-3 Sand,9068,9072.0,G
-23062,-33286,Gyro 9 Sand,10710,10754.0,G
-23058,-33286,RL-6 Sand,8736,8765.0,G
-23059,-33286,RM-1 Sand,8908,8933.0,G
-23078,-33206,UPL-3D Sand,7536,7560.0,G
-28499,-45264,JP Sand,9797,9809.0,O
-28500,-45264,JQ Sand,9876,9888.0,O
-28503,-45264,KM Sand,10936,10957.0,O
-29542,-45264,KS Sand,11333,11341.0,O
-28502,-45264,KD Sand,10328,10358.0,B
-28501,-45264,KA Sand,10174,10214.0,O
-22849,-33886,NO Lwr Sand,14955,14976.0,O
-23278,-34447,10200,10482,10592.0,G
-23279,-34447,10000,10357,10410.0,G
-23280,-34447,9900,10240,10304.0,G
-68520,-123777,8000,8343,8352.0,B
-26320,-33947,Operc 2.3,18140,18210.0,G
-26321,-33947,Gyro 1,19791,19840.0,G
-26319,-33947,RL 11.5,15898,16100.0,G
-25360,-35527,Pliocene Black,14046,14138.0,B
-25361,-35527,Pliocene Orange,15211,15268.0,B
-25365,-35527,Q2,16561,16681.0,B
-25367,-35527,R2,16869,16966.0,B
-25362,-35527,P1,15691,15801.0,B
-25363,-35527,P2,15908,15962.0,B
-25364,-35527,Q1,16469,16553.0,B
-25366,-35527,R1,16767,16806.0,B
-25368,-35527,S1,17112,17145.0,B
-25619,-34588,RobC,5607,5747.0,G
-24802,-35627,H4 Sand,12552,12577.0,O
-24803,-35627,H8 Sand,12790,12800.0,O
-24804,-35627,H10 Sand,12844,12913.0,O
-24805,-35627,I1 Sand,13099,13164.0,O
-24801,-35627,H2 Sand,12450,12482.0,O
-24559,-35789,6500 Sand,6764,7204.0,O
-33223,-56197,8000' Lower Sand,9770,9790.0,G
-42091,-76653,8000' Sand Upper,9704,9740.0,G
-82103,-143935,L-6A Sand,6852,6910.0,G
-23018,-34589,Angulogerina B 7200' Sand,7628,7772.0,G
-23918,-35727,800' Sand,1878,2567.0,G
-24818,-36168,LH-19 Sand,13012,13078.0,G
-49772,-92325,LH-18,12794,12829.0,G
-118573,-201119,LH-14,12678,12682.0,G
-118593,-201119,LH-16,12724,12732.0,G
-23458,-35188,Basal Nebrasken 2nd Sand,11008,11110.0,G
-23638,-34947,N1 Sand,13150,13266.0,G
-23639,-34947,O Sand,14380,14604.0,O
-25560,-35988,FJ Sand,9464,9610.0,G
-25559,-35988,FG Sand,9367,9426.0,G
-24566,-36022,DJ Sand,5182,5199.0,G
-24567,-36022,DQ Sand,5713,5800.0,G
-24568,-36022,EE Sand,6302,6331.0,G
-24569,-36022,EI Sand,6540,6570.0,G
-24603,-36022,DG Lower Sand,5001,5014.0,G
-24562,-36022,BU Sand,3858,3930.0,G
-24563,-36022,DA Sand,4361,4432.0,G
-24602,-36022,DG   Sand,4931,4975.0,G
-28762,-49350,M40/M50,14110,14510.0,O
-35246,-61496,M40,14111,14210.0,O
-24358,-35868,10300 Sand,12654,12784.0,G
-27100,-45344,9200' Sand,10063,10195.0,O
-27101,-45344,9400' Sand,10330,10486.0,O
-27102,-45344,9700' Sand,10858,10866.0,O
-23778,-35969,B-3,8743,8800.0,G
-23779,-35969,B-5,8805,8900.0,G
-88587,-152593,B-5 Sand,8818,8833.0,O
-26639,-36028,Lentic 1,13100,13295.0,G
-26341,-36730,K4 Sand,24334,24354.0,O
-26342,-36730,K6-Retrograde Gas On Wtr,24433,24706.0,G
-26340,-36730,G8,21484,21498.0,O
-26343,-36730,L6,25312,25414.0,O
-26344,-36730,N1-Oil on Wtr,25652,25733.0,O
-26339,-36730,G4,21316,21364.0,O
-25279,-35848,"Miocene ""NK"" Sand",14964,14980.0,G
-24728,-36113,N2 Sand,10814,10840.0,O
-24726,-36113,N Sand,10553,10624.0,O
-24727,-36113,N1 Sand,10683,10759.0,B
-22784,-36169,8600 Sand,9764,9790.0,G
-28199,-40626,PL-1 Sand,13217,13885.0,G
-26379,-44283,M17 Sand,3660,3859.0,G
-24178,-37129,AMP 6,14260,14358.0,O
-24179,-37129,AMP 7 ,14719,15329.0,O
-23862,-36208,3650 Sand,4142,4194.0,G
-23863,-36208,3800 Sand,4292,4334.0,O
-29482,-46627,Lentic GE Sand,6027,6050.0,G
-29483,-46627,Lentic GF Sand,6144,6172.0,G
-34607,-37390,Unnamed Sand,22406,22420.0,G
-27001,-39366,K Sand,19090,19590.0,O
-27002,-39366,L Sand,19590,19925.0,O
-27003,-39366,M Sand,19925,20110.0,O
-26959,-36632,J2 Sand,16292,16342.0,O
-26960,-36632,Stray,16160,16168.0,O
-26961,-36632,Stray ,16094,16100.0,O
-24959,-36770,M9,16923,18020.0,O
-24960,-36770,M10,18020,18156.0,O
-36626,-60672,M9C1,17180,17530.0,O
-36627,-60672,M9C2,17680,17910.0,O
-26019,-37169,P-1-2a Sand,7575,7761.0,G
-28159,-39903,L-1 Sand,11590,11680.0,G
-28160,-39903,M Sand ,12952,12975.0,G
-25959,-37811,OE Sand,10580,10750.0,G
-25960,-37811,OH Sand,10780,11050.0,O
-25961,-37811,QH Sand,14130,14260.0,O
-38129,-64490,QM Sand,14130,14260.0,O
-30943,-49510,6500' SAND,10040,10093.0,O
-30945,-49510,6400' SAND,9872,9928.0,G
-30946,-49510,5000' SAND,7148,7326.0,G
-30947,-49510,4500' T SAND,6606,6660.0,G
-30944,-49510,6500' U SAND,9974,10013.0,O
-26220,-38963,Lower GO Sand,7716,7836.0,G
-26219,-38963,Upper GO Sand,7580,7708.0,G
-78604,-135447,GO Sand,7594,7834.0,G
-26440,-38520,4450' ms sand,15300,15384.0,G
-24918,-39002,2800,3804,3902.0,G
-24921,-39002,3500,4927,5034.0,G
-24919,-39002,3000,4235,4241.0,G
-24920,-39002,3300,4573,4596.0,G
-25519,-39343,7900'  ,8020,8116.0,B
-24978,-40625,M71,17275,17478.0,G
-25201,-40625,M67,17880,17958.0,G
-25205,-40625,M58,18540,18607.0,G
-25206,-40625,M57,18958,19005.0,G
-25200,-40625,M68,17686,17771.0,G
-25202,-40625,M66,18049,18200.0,G
-25203,-40625,M62,18281,18302.0,G
-25204,-40625,M60,18354,18399.0,G
-25207,-40625,M57 Lam,19058,19103.0,O
-25208,-40625,M55 Lam,19237,19310.0,O
-25209,-40625,M55,19319,19594.0,O
-25210,-40625,M54,19650,19813.0,O
-25211,-40625,M53,19980,20057.0,O
-25979,-40065,B-85 Sand,9075,9148.0,G
-25982,-40065,B-105A Sand,9520,9574.0,G
-25980,-40065,B-90 Sand,9208,9280.0,G
-25981,-40065,B-95 Sand,9398,9418.0,G
-25983,-40065,B-105 B/C Sand,9604,9680.0,G
-27139,-39443,PL1 Sand,12928,13445.0,G
-77691,-138495,PL1 Sand,12950,13094.0,G
-26619,-41598,M2 Sand,11314,11372.0,G
-26620,-41598,M3 Sand,11453,11471.0,G
-27943,-42559,1800' Sand,1972,2001.0,G
-27944,-42559,7800' Sand,7856,7878.0,G
-27945,-42559,Text 6D,16389,16570.0,G
-29242,-50313,Ang B-1 Sand,7892,7966.0,B
-31663,-50513,4600' Sand,4836,4863.0,G
-31664,-50513,C-2 Sand,9340,9402.0,G
-31665,-50513,C-3 Sand,9581,9654.0,G
-31666,-50513,C-5 Sand,9676,9770.0,G
-31667,-50513,C-6 Sand,9840,9864.0,G
-28743,-40811,F-9 Sand,10992,11060.0,B
-28744,-40811,F-6 Sand,10550,10616.0,B
-28745,-40811,F-4 Sand,10456,10488.0,B
-28746,-40811,E-8 Sand,10152,10256.0,B
-28747,-40811,E-4 Sand,10070,10073.0,B
-27059,-42138,A25,5688,5701.0,G
-27060,-42138,A 30,5930,5954.0,G
-27061,-42138,A 35,6100,6137.0,G
-27064,-42138,C 50,10684,10794.0,O
-27062,-42138,C 30,10430,10448.0,G
-27063,-42138,C 35,10458,10470.0,O
-28259,-41918,S2,17532,17605.0,G
-26759,-41679,S1,2390,2404.0,O
-26760,-41679,S2,2438,2454.0,O
-26761,-41679,S3,2570,2596.0,O
-26762,-41679,S4,2670,2808.0,O
-26763,-41679,2000,2924,2966.0,O
-26764,-41679,HB3,5020,5050.0,O
-26765,-41679,HB4,5472,5560.0,O
-29462,-47587,L-1 Sand,9914,9962.0,G
-29463,-47587,L-3 Sand,10021,10045.0,G
-29464,-47587,M-2 Sand,10419,10504.0,G
-31343,-53688,7400' Sand,11324,11334.0,O
-31344,-53688,7500' Sand,11430,11446.0,O
-31345,-53688,7600' Sand,11584,11620.0,O
-33645,-57922,H Sand,5077,5132.0,G
-44216,-80525,Ho Sand,5014,5024.0,G
-25622,-41556,NO Sand,16030,16090.0,G
-25623,-41556,OF Sand,17070,17085.0,G
-26119,-41556,OH Sand,17760,17920.0,G
-26120,-41556,OI Sand,17972,18070.0,G
-29342,-50656,BS-58B Sand,11119,11154.0,O
-29783,-50656,BS-58A Sand,11050,11066.0,O
-28080,-43622,IT Sand,10741,10746.0,G
-28081,-43622,JP/JQ/JR Sand,11412,11494.0,O
-28082,-43622,KA Sand,11714,11728.0,O
-28083,-43622,KB Sand,11828,11844.0,G
-28084,-43622,KD Sand,11885,11937.0,B
-27799,-41859,"Pliocene 12,000' Sand",14276,14397.0,G
-29962,-47211,Cris R,16862,16877.0,O
-33986,-48488,F-4 Sand,11690,11724.0,G
-33985,-48488,E-8 Sand,11345,11400.0,G
-36227,-63848,D-1 Sand,10584,10596.0,G
-36228,-63848,E-6 Sand,11274,11302.0,G
-36229,-63848,F-8 Sand,12100,12115.0,G
-36230,-63848,G-2 Sand,13410,13470.0,G
-36231,-63848,G-4 Sand,13816,13850.0,G
-36232,-63848,G-5 Sand,14146,14200.0,G
-36233,-63848,G-7 Sand,14298,14312.0,G
-36234,-63848,G-10 Sand,14708,14838.0,G
-27910,-43121,UPL 1,5260,5325.0,G
-27911,-43121,UPL 2,5990,6012.0,G
-27912,-43121,UPL 2A,6242,6382.0,G
-34886,-62124,UPL 1A,5264,5312.0,G
-32363,-51236,H-3 Sand,8706,8730.0,G
-55666,-106680,H-1 Upper,5707,5748.0,G
-64713,-118959,H-2 Upper,6564,6690.0,G
-61974,-115446,H-2 Lower,6816,6937.0,G
-41412,-73301,"12,100' Sand",12136,12154.0,G
-88527,-153954,"11,600' Sand",11642,11658.0,G
-28942,-43520,8200' Sand,8676,8704.0,G
-28943,-43520,8400' Sand,8844,8870.0,G
-27739,-44564,CC-6,11555,11592.0,B
-38737,-68846,L- 4 Sand,10647,10668.0,G
-38738,-68846,P Sand,11625,11662.0,O
-63663,-117934,O Sand,11530,11540.0,G
