SN_EOR_FK,GEO_MARKER_NAME,TOP_MD
-174162,IM L-4,8751.0
-6619,NE,13262.0
-6619,MS,12988.0
-3714,LD Sand,11703.0
-3714,OH Sand,12800.0
-3714,LH Sand,11971.0
-144668,AO Sand,5957.0
-144669,Ao Sand,6123.0
-192738,B2 Sand,10800.0
-193714,9600 RB Sand,11707.0
-173472,HB-8,7206.0
-173472,CN-2,7744.0
-173472,CN-1RC,7458.0
-173473,CN-1RC,7732.0
-173473,HB-8RC,7458.0
-173473,HB-7RA,7398.0
-170435,JJ,8900.0
-170435,LP,11119.0
-170435,JO,9162.0
-170435,LK,10915.0
-170435,LN,11021.0
-160229,M56 A ,8702.0
-160229,M54 A,8548.0
-160229,M50 A,8359.0
-160228,M54 B,8562.0
-160228,M30,6650.0
-133979,M56 B,8744.0
-133979,M54 B,8634.0
-160362,M56 B,8744.0
-160362,M54 B,8634.0
-136716,M54 B,8640.0
-160232,M54 B Sand,8640.0
-137427,J,11600.0
-137427,J2 RA,11656.0
-148758,J,11600.0
-148758,J2 RA,11656.0
-140594,10100 SD Sand,13488.0
-192713,10100 SD Sand,13488.0
-160231,M56 Sand,9772.0
-160231,M56 Upper,9738.0
-160231,M54 C,9567.0
-160231,M50 C,9364.0
-160231,M48 C,8836.0
-123080,9100 FB4,9883.0
-123080,8600/U/L8900,9565.0
-123080,9400,9410.0
-157350,11400 Sand,12830.0
-157350,12000 Sand,13416.0
-157350,U9600 Sand,10926.0
-157593,12000' RAA Sd,14598.0
-157593,10100' RAA ,12246.0
-117064,JA FBA,10660.0
-117064,KE Sand,11806.0
-123216,F4 RA,8542.0
-123216,G,8917.0
-123216,HSD RA,9380.0
-109884,J Sand,7802.0
-109884,J-4 Sand,8112.0
-109884,J-5 Sand,8216.0
-109884,I-2 Sand,7618.0
-172798,HN,11039.0
-172798,GG,10024.0
-2185,Big. hum. 2 Sand,8664.0
-120524,GS-COMB,12083.0
-136457,AB4 B2 SAND,5886.0
-136457,AB3 B1 SAND,4898.0
-168781,AB-9 Sand,10355.0
-168783,TA-3 ,2556.0
-168783,AB-2 ,6807.0
-168783,AB-4,7174.0
-168810,Abg B-2 Sand,4820.0
-168810,Abg B-1 Sand,4190.0
-168810,Trim A-9 Sand,3628.0
-168810,Trim A-7 Sand,3034.0
-168811,AB-2 Sand,7931.0
-168811,Trim A-1 Sand,1746.0
-168811,AB-4 Sand,8303.0
-168829,Ang B-9 Sand,8032.0
-2888,none,
-115788,QB 6A-2 Sand,7288.0
-115789,QB 6A-1 Sand,6056.0
-115791,QB 6A-1 Sand,7236.0
-115792,QB 6A-1 Sand,5236.0
-115796,QB 6A-1 Sand,6260.0
-115797,QB-22 Sand,6164.0
-115799,QA-7 Sand,4775.0
-115799,QA-5 Sand,4351.0
-115801,QB 6A-1 Sand,5981.0
-115802,QB 6A-1 Sand,5193.0
-115803,QB 6A-1 Sand,5851.0
-116543,AB-3 Sand,5596.0
-116543,AB-1-2 Sand,5128.0
-164376,AB-3 Sand,5506.0
-164376,AB-1-2 Sand,5128.0
-164376,AB-4 Sand,5596.0
-130932,AB 1FBII,5233.0
-164377,AB1 FBII,5233.0
-160800,AB12FBII,5702.0
-118014,AB12FBIA Sand,6610.0
-164332,AB12FB1A,6610.0
-164335,4300 SD,4306.0
-164335,TA-2,3156.0
-164335,TA-1,2850.0
-164335,2400' Sand,2411.0
-164337,AB-12 ,7245.0
-164337,AB-1,7070.0
-147761,AB 3FBIA,5716.0
-147761,AB 4FB1A,5802.0
-164290,AB-4 FB-1A ,5802.0
-164290,AB-3 FB-1A,5716.0
-147460,AB-1,5404.0
-147460,AB12FBIA,5544.0
-164291,AB-12 FB-1A,5544.0
-164291,AB-1,5404.0
-147743,AB 4FBIB,6268.0
-147743,AB 3FBIA,6108.0
-164292,AB-4 ,6268.0
-164292,AB-3,6108.0
-147481,AB 3FBIA,5843.0
-147481,AB 4FBIA,6152.0
-147481,AB 3FBIA,5872.0
-164293,AB-4 FB-1A,6109.0
-164293,AB-3 FB-1A,5843.0
-147718,AB 1FBIB,6786.0
-164295,AB-1 FB-IB ,6786.0
-147700,AB 3FBIA,5828.0
-147700,AB 3FBIA,5886.0
-147700,AB 4FBIA,6030.0
-164297,AB-4 FB-1A,6030.0
-164297,AB-3 FB-1A,5828.0
-147441,AB 1FBIA,6160.0
-147441,AB 1FBIA,6122.0
-164307,AB-1 FB-IA,6122.0
-144909,H Sand,8717.0
-120997,I,9306.0
-120997,I2 RA,9936.0
-120997,G,8373.0
-146367,G,8373.0
-146367,I,9306.0
-146367,I2 RA,9936.0
-120999,F8 RA,7208.0
-120999,F9 RA,7384.0
-120999,I RA,9469.0
-146603,I RA,9469.0
-146603,F8 RA,7208.0
-146603,F9 RA,7384.0
-120998,HRB,8232.0
-120998,I RA,8610.0
-120998,I2 RA,8964.0
-113748,I Sand,10808.0
-113748,F-8 Sand,7488.0
-144912,F8 RA,7488.0
-144912,I RA,10808.0
-72695,PL 1/2 Sand,4665.0
-110540,PL 14/530 Sand,4778.0
-133246,PL 1-2 Sand,4344.0
-133246,PL 14/530 Sand,4732.0
-133246,PL 1-6 Sand,4924.0
-193793,P17 I,8995.0
-193793,P1-4 RG,8418.0
-193793,P-1-1,8082.0
-193794,P-1 11 O,9049.0
-194053,P1-11 Sand,7566.0
-194053,P1-10 Sand,7471.0
-172718,P1 11 L2,8581.0
-194054,P1 11 L2,8581.0
-194055,P1-11 Sand,8202.0
-194133,P1-11,8222.0
-172607,P1 11 O,8344.0
-194153,P1 11 O,8344.0
-194173,P18 H,8594.0
-194173,P16 RH,8408.0
-194173,P1 4 H,7892.0
-194193,P-1-7,8546.0
-194193,P-1-4,7900.0
-132133,P-1-11 Sand,7681.0
-132133,P-1-4 Sand,6678.0
-194213,P-1-4,6678.0
-194213,P1 11 L1,7471.0
-194233,P1 13 Z,8204.0
-172721,P1 4 H,7583.0
-194253,P1 4 H,7583.0
-135634,PL9-4,7713.0
-135633,P-1-2,8074.0
-135633,P-1-7,9406.0
-134889,P-1-1 L Sand,6879.0
-134880,P-1-2 Sand,6476.0
-134880,P-1-4 Sand,6898.0
-134880,P-1-7 Sand,7354.0
-134880,P-1-1 J Sand,7903.0
-134881,P-1-8 Sand,6913.0
-134881,P-1-11 Sand,7465.0
-134878,"P-1-4 ""C"" Sand",7006.0
-134884,"P-1-4 ""L"" Sand",6936.0
-134879,PL-9-3 Sand,5602.0
-139322,"PL-9-3 ""B"" Sand",5602.0
-134886,P-1-9 Sand,8264.0
-134886,P-1-10 Sand,8470.0
-134887,P-1-1 C Sand,6894.0
-135133,HK FBB,8245.0
-142622,HK FBB,8245.0
-135169,IP FBAE,10002.0
-135169,HI FBB,8772.0
-135169,JA FBAE,10188.0
-142620,HI FBB,8777.0
-142620,IP FBAE,10002.0
-135441,GO ID,6724.0
-142618,GO/ID,6724.0
-135442,JA FBAW,11394.0
-135442,GO/ID,8258.0
-135442,IP FBA,11094.0
-142377,GO/ID,8258.0
-142377,JA FBAW,11394.0
-142377,IP FBA,11094.0
-143241,HP FBBC,9510.0
-135130,HP FBA,9787.0
-135130,GO FBA,8612.0
-142619,HP FBA,9787.0
-142619,GO FBA,8612.0
-135443,GO/ID,9226.0
-135443,ID FBBW,11418.0
-135439,HK FBB,7779.0
-135439,HI FBB,7724.0
-135439,HP FBBE,8004.0
-142361,HK FBB,7779.0
-142361,HI FBB,7724.0
-142361,HP FBBE,8004.0
-140257,GO RBE,9310.0
-140257,HI FBC,10226.0
-142131,GO RBE,9310.0
-142131,HI FBC,10226.0
-64808,X-34 Sand,7946.0
-116855,UPL-3D,10930.0
-116855,UPL-2A,8186.0
-116855,UPL-1A,7140.0
-138315,Lentic H ,13216.0
-185233,Lower G Sand,7587.0
-185233,Upper G Sand,7481.0
-7280,Green,5846.0
-7280,Blue,6735.0
-7280,Red,5520.0
-7280,FN2,4880.0
-131871,B-30 RA,4287.0
-131871,B-40 RA,5144.0
-131871,B-50 RA,6130.0
-132549,C-6 B Sand,4836.0
-132549,E-2 Sand,6038.0
-132549,C-7 Sand,4935.0
-120006,A-5 Sand,10582.0
-120006,A-5 SEG100,10659.0
-124491,15000S400,15430.0
-181527,KN A-2,9292.0
-127142,F R8 Sand,6465.0
-127142,"C-3, R-1",5720.0
-194961,G4 A,7270.0
-196297,upper ang b-2,6354.0
-196297,lower ang b-2,6343.0
-131035,IS/IT,10437.0
-131035,IT#1,10453.0
-2243,JP Sand,10500.0
-2243,KA Sand A2,11498.0
-38134,G RWC,7668.0
-152233,PL9-3 Sand,7383.0
-152233,PL9-1 Sand,6450.0
-152233,PL6-1 Sand,4640.0
-152233,PL4-11 Sand,4158.0
-145883,FK 266-2 Sand,6285.0
-129095,CI Sand,4532.0
-129095,CH Sand,4240.0
-129095,BC Sand,2640.0
-31690,L-1 FB2,6890.0
-106758,TW-1,14938.0
-139867,Cib Carst Nile,11556.0
-138354,Cib Carst Nile,11556.0
-144056,Cib Carst Nile,11556.0
-11062,None Encountered,
-140373,None Encountered,
-151433,J Sand,8766.0
-151433,K Sand,9310.0
-112349,AB,1219.0
-112349,2335',3378.0
-112349,AC,1694.0
-139200,ABA Sand,1430.0
-139200,AB Sand,1238.0
-139200,AC Sand,1670.0
-117204,Brown Sand ,
-114495,M4 Sand,17222.0
-114495,M5 Sand,17264.0
-114495,M2 Sand,17102.0
-114495,M3 Sand,17169.0
-114495,M6 Sand,17390.0
-114495,M7.5 Sand,17634.0
-114495,M8 - 9 Sand,17709.0
-114495,M1 Sand,17042.0
-116276,SD 103 Sand,10124.0
-174828,D-3B,12906.0
-174828,D-4,13092.0
-134104,B-07 sand,8179.0
-134104,B-15 sand,8646.0
-134104,C-01 sand,8996.0
-134104,C-05 sand,9264.0
-134104,C-10 sand,9748.0
-134104,C-24 sand,10417.0
-147982,B-07 sand,8179.0
-147982,B-15 sand,8646.0
-147982,C-01 sand,8996.0
-147982,C-05 sand,9264.0
-147982,C-10 sand,9748.0
-147982,C-24 sand,10417.0
-158515,I-6&8 Sand,7648.0
-158515,K-2 Sand,8786.0
-158515,J-6 Sand,8280.0
-144104,EN J-13,8396.0
-144104,J-2,7988.0
-144104,EC,7418.0
-144104,H-10,7352.0
-144104,H,6972.0
-144104,EG 1-8,7790.0
-159200,I-8 Sand,7790.0
-159200,J-9 Sand,8266.0
-159200,J-10 Sand,8286.0
-159200,J-13 Sand,8396.0
-159200,J-2 Sand,7988.0
-159200,I Sand,7418.0
-159200,H-10 Sand,7352.0
-159200,H Sand,6974.0
-120404,5400 SFB,6194.0
-120404,6200,7090.0
-120404,5150,5866.0
-161607,GG A1,7045.0
-161607,FM,6374.0
-161547,GJ A12,8218.0
-145770,4650 SI,5080.0
-145770,3800,3988.0
-165517,Textularia L,11930.0
-165517,Gyroidina Scalata,13430.0
-165517,Cibicides Carstensi,14060.0
-71852,Pleistocene H. Selli,14500.0
-71852,Top Pliocene Disc Brouweri,17020.0
-71852,Top Miocene Disc B,19150.0
-201816,L20 SD Sand,9158.0
-138135,8600' SAND,10674.0
-152071,E-2 Sand,3078.0
-152071,E Sand,2834.0
-191196,D2 Sand,2490.0
-191196,E-2 Sand ,3078.0
-191196,E-1 Sand,2834.0
-165583,PL9-15 Channel 8,10797.0
-165583,PL9-15 Channel 9,10561.0
-179316,MA-2 Sand,13630.0
-179316,MA-1 Sand,13264.0
-31630,U-3A Sand,12602.0
-23255,pliocene,8020.0
-22114,H1 Sand,19974.0
-22114,H2 Sand,
-40464,ROBULUS E,
-40464,TEXTULARIA X,7350.0
-40464,BIGENERINA A,8535.0
-136057,BIGENERINA A,8535.0
-136057,ROBULUS E,
-136057,TEXTULARIA X,7350.0
-143466,7900' Sand,9600.0
-143466,U 7900' Sand,9426.0
-23017,PLB,17954.0
-23017,PLA,17530.0
-23017,PLC,18520.0
-22210,"11,500' Sand",
-22209,Tex L,8940.0
-22209,Discorbis 12,7250.0
-22209,Bigenerina A,6200.0
-22209,Bul 1,4750.0
-22412,Gephyrosapsa large,14575.0
-22412,Clipper reservoir (Dicoaster brouweri),15815.0
-22412,Canyon cut,15545.0
-22412,Calcidiscus macintyrei,15563.0
-22412,Glob Flex,
-22610,11000 SAND,
-22113,Hardy,5718.0
-22113,Bruiser,8341.0
-22113,Crusher,8754.0
-22414,QH-2,11277.0
-22414,QH,11164.0
-22414,9900',9915.0
-22414,QA,10806.0
-22414,10050',10104.0
-22414,Tex M Sand,
-22414,PD Sand,
-22414,QK/QM Sand,11742.0
-22414,RE Sand,12291.0
-22414,RL Sand,12725.0
-22414,12900' ,13300.0
-131154,QH Sand,11164.0
-141075,UpHole Sand 1,9915.0
-22169,RL-8,14181.0
-22169,RL-11 ,15269.0
-22169,RL-7.7,13937.0
-22031,17300,15524.0
-22031,17500 ,15741.0
-22031,17800,16040.0
-110642,R4,29538.0
-110642,Miocene,30060.0
-110642,U sand,30714.0
-110800,Q Sand,12248.0
-110702,S Sand,
-110805,Lwr J Sand,
-110805,J Sand,9300.0
-110920,Cib Carst Sand,12841.0
-110920,Tex L ,11633.0
-110920,Disc 12,10483.0
-110920,Big A,7900.0
-120642,Top Salt,9756.0
-120642,Base Salt,16751.0
-120642,Globorotalia fohsi fohsi,
-120642,Cibides opima,
-120642,"Amphistegina ""B""",
-113100,E-8,
-113100,E-3,
-113100,E-9UL,
-113100,E-9LL,
-113100,E-10,
-113100,C-1,6340.0
-113100,C-3,6550.0
-110938,AA Sand,16400.0
-110938,B Sand,17170.0
-110938,C Sand,17508.0
-110938,D Sand,
-130357,A Sand,16400.0
-130357,B Sand,17170.0
-130357,C Sand,17508.0
-111308,Rob M-1 Sand,11450.0
-111308,Rob M-5 Sand,
-110866,Lentic,11605.0
-129322,Middle Lentic,12169.0
-129322,Upper Lentic,11790.0
-130447,Middle Lentic ,12169.0
-130447,Upper Lentic,11790.0
-150309,Middle Lentic Perfs,12169.0
-150309,Upper Lentic Perfs,11790.0
-110802,Slump Zone,
-110802,9200 Sand,
-110802,Lam Sand,12023.0
-110802,Clean Dif Sand,
-110802,PS-50,
-110802,M72 Sand,16915.0
-110802,M58 Sand,
-110802,M57 Sand,18362.0
-110802,M55 Sand,18858.0
-110802,M54 Sand,19327.0
-110802,M53 Sand,
-111012,Lentic,
-139524,CS-10,
-139524,Tex P-2,
-139524,Tex P-3,
-141778,6050' Sand,7492.0
-139218,7000' Sand,6967.0
-139218,7050' Sand,7014.0
-139218,7100' Sand,7042.0
-139218,7150' Sand,7092.0
-139218,7175' Sand,7183.0
-139218,7200' Sand,7204.0
-139218,7300' Sand,7345.0
-139218,7600' Sand,7620.0
-139218,7800' Sand,7956.0
-139218,7900' Sand,8088.0
-139218,8100' Sand,8292.0
-139218,8200' Sand,8376.0
-145956,7050' Sand,7014.0
-145956,7150' Sand,7092.0
-145956,7600' L Sand,7620.0
-145956,8100' Sand,8292.0
-145956,7100' Sand,7042.0
-145956,7175' Sand,7183.0
-145956,7700' Sand,7758.0
-145956,7900' Sand,8088.0
-138555,TorX1_750fs,
-138555,SerX2_300fs,
-138758,Wilcox Pay Sand,
-138536,D Sand,5480.0
-138536,E Sand,5902.0
-138536,Stray Sand,5050.0
-138536,1-D Sand,5396.0
-148523,E Sand,5902.0
-138757,MM Sand,
-138757,PP Sand,
-138757,QQ Sand,
-138757,Disc 12 Sand,
-156061,RR Sand,20668.0
-140272,2000 Sand,
-140272,2500 Sand,2097.0
-140272,3200 Sand,2930.0
-140272,3400 Sand,3288.0
-140272,3700 UT Upper Sand,5150.0
-140272,3700 UT Lower Sand,5405.0
-140272,3700 DT Upper Sand,8226.0
-140272,3700 DT Lower Sand,8726.0
-139384,F-30,10093.0
-143122,H. SELLI,10316.0
-143122,AMP 2 TOP,16065.0
-143122,AMP 2 BASE,
-148303,Amp 2,16006.0
-139122,Top of Salt,11596.0
-139122,Fault - s800,18450.0
-139122,Base of Salt,15824.0
-139122,MPU,16850.0
-139122,M72 Sd Top,18252.0
-139122,M72 Sd Base,18280.0
-139122,M71 Sd Top,
-139122,M71 Sd Base,
-139122,M70 Sd Top,
-139122,M70 Sd Base,
-139122,M68 Sd Top,
-139122,M68 Sd Base,
-139122,M66 Sd Top (G.robusta / D. kugleri),18602.0
-139122,M66 Sd Base,18790.0
-139122,M60 Sd Top,19230.0
-139122,M60 Sd Base,19286.0
-139122,M58 Sd Top,19388.0
-139122,M58 Sd Base,19416.0
-139122,M57 Sd Top,19705.0
-139122,M57 Sd Base,19752.0
-139122,M55 Sd Top S.heteromorphus G.peripheroro,19947.0
-139122,M55 Sd Base,20291.0
-139122,M54 Sd Top,20365.0
-139122,M54 Sd Base,20385.0
-139122,M53 Sd Top,20629.0
-139122,M53 Sd Base,20732.0
-139120,Tex X Sand,
-139022,TP-10,
-139022,TP-15,9375.0
-139022,Bul 1-6,9933.0
-139789,U. Green ,
-139789,DS-1,
-139789,DS-3 ,
-139906,`P-2,
-139906,P-4,
-139906,P-6,5246.0
-139906,A-2,
-130934,AB Gas SAND,7101.0
-130934,AB12FBII,7180.0
-139926,TWIN SAND,17542.0
-109632,MI/E Sand,11872.0
-164286,A-24 Sand,7810.0
-10382,LENTICULINA 1,
-10382,BULIMINELLA 1,10780.0
-10382,TEXTULARIA X,13810.0
-10382,26 SAND,13915.0
-10382,27 SAND,14598.0
-10382,28 SAND,15095.0
-10382,30 SAND,15670.0
-9860,16100 Sand,
-9640,Big A-2L,
-9537,H4,4899.0
-9861,16100 Sand,
-16639,H2 Sand,4554.0
-9290,D Sand,8000.0
-11220,FE,5340.0
-11220,GB,6220.0
-11220,GH,6488.0
-11220,HD,7405.0
-11220,HO,7950.0
-10165,Marginulina A.,10090.0
-10165,Siph Davisi,11240.0
-10165,Lentic Hanseni,12700.0
-10165,L. Lentic Jeff,
-130293,Lentic H Sand,12704.0
-10300,Text X -V sand sequence,20499.0
-177505,BSF Sand,10904.0
-130098,8100,8954.0
-130098,8600,9376.0
-157191,8600 Sand,9376.0
-157191,8100 Sand,8954.0
-151253,A-1 Sd,8662.0
-151253,A-2 Sd,8028.0
-151253,A-5 Sd,9740.0
-151253,A-3 Lower Sd,8252.0
-151253,A-4 Sd,9284.0
-126179,H-2 Sand,10048.0
-148755,NK Sand,11396.0
-148755,NQ Sand,11530.0
-148755,OA Sand,11619.0
-176047,CN-1,7088.0
-176047,HB-8,6835.0
-176047,CN-2,7340.0
-178020,CN-2,7340.0
-178020,CN-1,7088.0
-178020,HB-8,6835.0
-117257,BUL 1-5,6730.0
-117257,TEX 2-2,5844.0
-74268,PO Sand,11474.0
-147114,PO Lower Sand,11580.0
-147114,PO Sand,11474.0
-203123,N4 Sand,12553.0
-203123,P Sand,13992.0
-130873,DG SEGB,5367.0
-130873,EH2 SEGB,6882.0
-119262,EB D,5052.0
-119262,FC D,5574.0
-119262,EA D,4945.0
-132568,"10,400' Sand",10787.0
-132568,B-22 Sand,10198.0
-132568,B-23 Sand,10454.0
-132568,B-21 Sand,9967.0
-5467,F-35,8760.0
-122390,Ang B-1,7382.0
-127371,T-1,8232.0
-125617,CIBOP11S,11349.0
-128495,MU FBA,13524.0
-128495,NL-FBA,14194.0
-95770,Lentic Stray Sand,8304.0
-95770,Upper Lentic Stray Sand,6978.0
-147844,Upper Lentic Sand,6996.0
-147844,Upper Lentic,8476.0
-158995,Lentic B Sand,8304.0
-158995,Upper Lentic B Sand,6996.0
-52838,CD,4827.0
-52838,CA,4440.0
-52838,E,5152.0
-52838,F,5332.0
-182385,F Sand,5332.0
-182385,E Sand,5152.0
-182385,CD Sand ,4827.0
-182385,CA Sand ,4440.0
-197128,C-3,7689.0
-197128,8D Upper Sand,8850.0
-153557,L2 RA,9750.0
-153557,M1,10101.0
-153557,N2,10236.0
-125279,O2,8956.0
-125279,OPP2 RA,8933.0
-153439,OPP2 RA,8933.0
-153439,O2,8956.0
-173082,M36 RH,14156.0
-173082,M37 RH,14350.0
-173082,M38 RRH,14555.0
-173809,M38 RRH,14555.0
-173809,M37 RH,14350.0
-173809,M36 RH,14156.0
-174299,LL-15 ,7852.0
-147075,TX-2A,13166.0
-147075,TX-2E,13614.0
-147075,TX-4,14289.0
-107483,Tex-W,13338.0
-149933,P-2,3652.0
-149933,P-4,3890.0
-149933,D-2,7661.0
-147561,5600' SAND,5966.0
-147561,6100' SAND,6244.0
-147561,6300' SAND,6379.0
-147561,6700' SAND,6779.0
-147561,6950' SAND,7066.0
-147561,7000' SAND,7114.0
-147561,7100' SAND,7342.0
-147561,7750' SAND,7948.0
-147561,7800' SAND,8008.0
-147561,7900' SAND,8121.0
-147561,7950' SAND,8193.0
-147561,8300' SAND,8640.0
-147561,8600' SAND,8748.0
-4033,C-1 Sand,9272.0
-4033,B-7 Sand,8418.0
-4033,B-13 Sand,8830.0
-76473,LP Sand,11330.0
-1264,Disc B,9950.0
-130352,,
-1265,TRIMOSINA A,
-1265,ANGULOGERINA B,4505.0
-1265,CS 3A SAND,4610.0
-1265,IN LENTICULINA 1 (top faulted out),5675.0
-1265,TP-1 SAND,6290.0
-3727,FG,6324.0
-3727,FH,6474.0
-3727,GC,7352.0
-3727,GD,7488.0
-3727,GA,6968.0
-3727,GB,7177.0
-3727,FJ,6583.0
-3727,FA,5347.0
-3727,FE,5786.0
-128118,FE Sand,5785.0
-1132,VM241-9300' SD,9158.0
-1132,Bulminella 1 - #1 SD,10664.0
-132889,Bulminella 1 - #1 SD,10664.0
-196262,RE-2,12180.0
-196262,D-2,12614.0
-196262,R-2,13466.0
-196262,R-3,13564.0
-11461,Bul 1 (8),13788.0
-3728,GB LWR,7235.0
-3728,GB LWR 2,7289.0
-3728,GC,7364.0
-3728,GD,7471.0
-3728,EC,4964.0
-3728,EG,5234.0
-3728,EI,5497.0
-3728,FA,5677.0
-3728,FG,6612.0
-3728,GA LWR,7083.0
-3728,GB,7204.0
-3728,GA,7032.0
-40004,MN-3 Sand,16246.0
-39082,M6SB,23652.0
-39082,M7SB,24414.0
-39082,M9SB,25824.0
-39082,M7,23794.0
-39082,DD,25543.0
-39082,EE,25735.0
-39082,M4,21716.0
-39023,"12,800' Sand",
-39442,4450 ms Sand,15183.0
-39022,L Sub O Sand,9916.0
-39022,L-1 Sand,10182.0
-39022,N-6 Sand,11568.0
-39022,O Sand,12086.0
-39444,D-4 Sand,11307.0
-39444,D-10 Sand,11913.0
-39444,D-12 Sand,12223.0
-42640,3/3A Sand,2092.0
-42640,RobC,5611.0
-41898,Discoaster loeblichii,19400.0
-41898,Catinaster mexicana,19430.0
-41898,Discoaster bollii,17600.0
-41898,Discoaster prepentaradiatus,17510.0
-41898,Discoaster A,17360.0
-41898,Ceratolithus acutus,17000.0
-41898,Sphenolithus abies B,16910.0
-41898,Top Of Salt,18079.0
-41898,Base Of Salt,19240.0
-44100,I-5 Sand,13819.0
-40836,Big A-1,14706.0
-134185,Big A-1,14706.0
-40837,Q Sand,
-40837,T Sand,
-40837,O-16 Sand,
-41296,Cris R,15747.0
-40265,"11,950' Sand",12860.0
-40265,"12,200' Sand",13140.0
-40265,"12,900' Sand ",
-40265,"13,300' Cris I Sand",
-39583,Trim A,2020.0
-41538,IN LENTICULINA 1,5017.0
-41538,BUCCELLA HANNAI,7180.0
-41538,BULIMINELLA 1,7350.0
-41538,IN TEXTULARIA X,8670.0
-41538,M SAND (UPTHROWN),9930.0
-41538,N SAND (UPTHROWN),
-41538,M SAND (DOWNTHROWN),12893.0
-124251,IN LENTICULINA 1,5017.0
-124251,BUCCELLA HANNAI,7180.0
-124251,BULIMINELLA 1,7350.0
-124251,IN TEXTULARIA X,8670.0
-124251,M SAND (UPTHROWN),9930.0
-124251,N SAND (UPTHROWN),
-124251,M SAND (DOWNTHROWN),12893.0
-173402,M Sand Lower,13134.0
-173402,M  Sand Upper,12892.0
-88976,S-3,10114.0
-88976,D-2,11117.0
-88976,D-10,12512.0
-88976,D-11A,
-88976,S-4,10375.0
-88976,S-4A,10422.0
-88976,S-4B,10521.0
-88976,D-3,11430.0
-88976,D-4,11564.0
-88976,D-7,11850.0
-88976,D-8,12198.0
-89415,Cib Op B,
-89415,Big A,
-91240,Dicoaster sanmiguelensis,20340.0
-91240,Sphenolithus heteromorphus,21780.0
-91240,Discoaster calculosus,22740.0
-89555,J-1 SAND,13350.0
-140595,J-1 Sand,13350.0
-89916,Top of Salt,8320.0
-89916,Bottom of Salt,19400.0
-89916,Miocene Marker,
-89916,Oligocene,
-89916,Wilcox 1,26760.0
-89915,7600' Sand,9822.0
-90457,5400 Sand,6444.0
-90457,5300 Sand,6336.0
-99058,Rob 15 Sand,
-92487,ANGULOGERINA B,4830.0
-92487,LENTICULINA 1,5450.0
-92487,90 Sand,5511.0
-92487,93 Sand,5671.0
-91217,H Sand,8919.0
-91217,I2 Sand,9713.0
-91217,K0 Sand,10263.0
-91217,K4 Sand,10519.0
-91217,L8 Sand,11197.0
-91217,L2 Sand,10908.0
-169462,K0 Sand,10263.0
-169462,H Sand,8919.0
-169462,I2 Sand,9713.0
-169462,K4 Sand,10519.0
-169462,L2 Sand,10908.0
-169462,L8 Sand,11197.0
-201859,H-3/H-5 Sand,9378.0
-201859,G2 RA Sand,8162.0
-201859,G6,8719.0
-89935,K4,
-89935,L1,
-89935,CYC 6,
-90175,L Sand,
-92324,P Sand,15270.0
-122024,P Sand,16002.0
-136899,P Sand,15270.0
-90738,BS-58 Upper,
-90738,BS-58 Lower,
-90978,Upr oil,
-90978,Lwr oil,
-90978,Lwr exp,9712.0
-136298,7400 Sand,8932.0
-124865,,
-136179,Top of Salt,11304.0
-136179,M66 Sd Top (G.robusta / D.kugleri),
-136179,M55 Sd Top (S.Heteromorphus/G.Peripheron,
-124433,L-10,10470.0
-124433,N-4,11398.0
-124905,Trimosina A,
-124905,CS-2,5208.0
-124905,CS-3,5581.0
-124905,Angulogerina B,
-124905,CS-3A,6031.0
-124905,Lenticulina 1,
-124905,CS-5,
-124905,CS-7,
-124905,CS-7 Base,
-124905,CS-8,
-124905,CS-8 Base,
-124905,CS-9,
-124905,CS-9 Base,
-124905,TP-1,
-124905,TP-1 Base,
-124905,TP-2,
-124905,TP-2 Base,
-124905,TP-4,
-124905,TP-6,
-124905,TP-6 Base,
-124905,TP-9,
-124905,TP-11A,
-124905,TP-11A Base,
-124905,TP-11B ,
-124905,TP-11B Base,
-124905,TP-13A ,
-124905,TP-13A Base,
-124905,Buliminella 1,
-124905,Bul. 1 C,
-124528,B-1 Sand,4580.0
-124528,E Sand,6240.0
-124528,I-1 Sand,7430.0
-124528,I-4 Sand,8315.0
-124528,I-2 Sand,7650.0
-124528,J Sand,8915.0
-124528,L Sand,10405.0
-124610,R-3 Sand,8134.0
-124610,M-3 Sand,12283.0
-124610,M-8 Sand,12982.0
-124610,R-8 Sand,8625.0
-124610,R-18 Sand,9580.0
-124610,C-1 Sand,9889.0
-124610,C-5 Sand,10305.0
-124610,C-14 Sand,10698.0
-124610,C-17 Sand,11018.0
-124610,C-8 Sand,10462.0
-124610,C-18 Sand,11378.0
-124610,RE-4 Sand,11837.0
-124610,M-1 Sand,12060.0
-124610,M-6 Sand,12624.0
-124610,M-9 Sand,13176.0
-124615,M7 / Cmio Sands,30630.0
-124615,M8 / Gff Sands,32155.0
-124615,M9 / Sh Sands,32910.0
-124615,M10 / Ha Sands,
-127111,M-3A Sand,13356.0
-144055,16100 Sand,16069.0
-144055,A Sand,16266.0
-144055,F Sand ,
-144055,E Sand,16711.0
-144055,LL370 Sand,
-144055,D Sand,16437.0
-124666,8000 Sand,9357.0
-124911,Top of Salt,
-124911,Bottom of Salt,
-124911,P Sand,15230.0
-171957,O-Sand,14562.0
-171957,P-Sand,15187.0
-124768,L-22 Sand,6124.0
-125299,N Sand,11748.0
-125299,Q Sand,12424.0
