SN_EOR_FK,GEO_MARKER_NAME,TOP_MD
-140253,C-Sand,11390.0
-81832,EP Sand,
-81832,ET Sand,
-81832,CA Sand,6200.0
-81832,DA Sand,7542.0
-81832,DE Sand,8140.0
-81832,DH Sand,8560.0
-81832,DJ Sand,8849.0
-81832,DV Sand,10389.0
-82690,R Sand,
-84425,O Sand,16738.0
-84425,D Sand,16586.0
-84425,Q Sand,17407.0
-82376,M7,
-82376,M7SB,
-82376,M8SB,
-82376,MMU,
-82376,M6SB,
-82376,DD,
-82376,M9SB,
-82376,M10,
-82376,M10SB,
-82614,K Lower Sand,5032.0
-82614,CD Sand,3550.0
-82614,L Sand,5588.0
-82614,CA Sand,3220.0
-82614,CE Sand,3570.0
-82614,K Sand,4992.0
-182480,CD Sand ,3544.0
-182480,K Sand Perfs,4992.0
-82773,E,15895.0
-82773,F6,16790.0
-82773,G0A,17250.0
-82773,G1A,17530.0
-82773,G2B,17495.0
-82773,H2,
-82773,J2,
-83834,Lower Lentic,11866.0
-168822,Lentic 2 ,12258.0
-168822,Lentic 1,11866.0
-82153,M3 SB,22152.0
-82153,M7 SB,24971.0
-82153,M6 SB,23601.0
-82153,M8 SB,25446.0
-82153,Top DD,26292.0
-82153,Top EE,26397.0
-82153,Top FF,
-82692,Target 1,
-82873,C-6E Sand,9456.0
-82873,C-10 Sand,9570.0
-82873,B-15 Sand,7883.0
-82873,A-29 Sand,6067.0
-82873,B-1 Upper Sand,6172.0
-82873,B-1 Sand,6198.0
-84823,LA Sand,13516.0
-88533,Trim A,2400.0
-88533,Trim B,3900.0
-85665,L-21,9177.0
-85665,R-3,10210.0
-82613,Channel Levee Sand Package,
-83815,Ang B,12376.0
-83815,Ang B2,12675.0
-82997,Tex W-2 Sand,
-82310,P-15 Sand,9596.0
-83416,13900' sand,14200.0
-140512,RM-3 Sand,11922.0
-166423,RM-5,12280.0
-166423,RM-3,11920.0
-82291,8800',9040.0
-82291,Tex W5,12435.0
-82291,Tex W6,13645.0
-86731,M-3 Sand,
-82851,Yellow B,
-82851,Yellow C,
-83944,Uvig. Sand,11502.0
-87976,Discoaster deflandrei,
-87976,Helicosphaera ampliaperta,25880.0
-87976,Discoaster kugleri,18590.0
-87976,Discoaster petaliformis,22190.0
-87976,top of Salt,9207.0
-87976,Base of Salt,13125.0
-87976,Discoaster bolli,15170.0
-87976,Discoaster hamatus,15890.0
-87976,Discoaster pre-micros,24920.0
-83814,3900 MS Sand,
-83814,4050 MS Sand,
-95669,Top Salt,8484.0
-95669,Base Salt,24981.0
-95669,Marginulina howeii; Helicosphaera bramle,25710.0
-95669,Discoaster lodoensis,27630.0
-95669,Morozovella angulata Planorotalites pusi,29400.0
-95669,Globotruncana spp.,32330.0
-95669,Rotalipora reichelii; Rotalipora appenni,34048.0
-85263,Wilcox,27714.0
-83575,UM 100 ,16140.0
-83859,Wilcox 1,26646.0
-87271,TEX X Upper Sand ,10992.0
-87271,PA-1 Sand ,
-87271,H-2 Sand ,10712.0
-87271,TEX X Sand ,11410.0
-154075,H-2 Sand,10712.0
-154075,Tex X Lower Sand,11410.0
-154075,Tex X Upr Sand,10992.0
-88232,F Sand,7684.0
-87413,C-7 SAND,7933.0
-87413,C-9 SAND,8032.0
-87413,C-11 SAND,
-86291,E 10 SAND,10171.0
-86291,F 4 SAND,11053.0
-86291,F 7 SAND,11352.0
-83677,Cib Carst A Sand,9953.0
-83677,Cib Carst B Sand,10346.0
-134368,xyz,
-83414,Yellow C,
-83929,UM 1 Sand,25430.0
-83929,M9 Sand,26370.0
-83929,M10 Sand,26620.0
-83929,M14 Sand,27560.0
-83929,M16,27860.0
-83929,M20 U Sand,29550.0
-83929,M20 L Sand,29725.0
-130530,M-15,27810.0
-130530,UM-1,25443.0
-134689,UM-1,25443.0
-134689,M-15,27810.0
-132010,M-15,27810.0
-132010,UM-1,25443.0
-149628,M-15,27810.0
-146975,M-15,27810.0
-146975,UM-1,25443.0
-149628,UM-1,25443.0
-164164,UM-1,25443.0
-164164,M-15,27810.0
-83633,TA-7 Sand,7067.0
-83633,TA-9 Sand,8030.0
-83633,TB-I Sand,11555.0
-83633,TA-15 Upper,8950.0
-83633,TA-15 Lower,9050.0
-86449,FA,5482.0
-86449,DQ,3998.0
-86449,FN,6578.0
-87191,7600' Sand,8260.0
-87191,8200' Sand,8812.0
-83835,ANG B-9,
-86209,M15B Sand,24770.0
-86209,M16A/B Sand,25500.0
-86209,M15A Sand,24310.0
-142183,M15A Sand,24310.0
-142183,M15B Sand,24770.0
-142183,M16A/B Sand,25500.0
-83554,KS Sand,15947.0
-83554,LP Sand,17660.0
-83554,MD Sand,18428.0
-85444,L-5 Sand,
-85444,L-8 Sand,
-85444,L-25 Sand,
-85444,L-41 Sand,
-85444,L-42 Sand,
-85444,L-45 Sand,
-85444,L-59 Sand,
-85444,BN-24 Sand,10946.0
-85444,BN-34 Sand,
-85444,BN-52 Sand,11389.0
-83593,BUL I-4 Sand,14452.0
-83593,BUL I-1 Sand,11744.0
-173476,Bul I-4 RD,14452.0
-173476,Bul I1A RD,11774.0
-83858,Top Salt,8700.0
-83858,Base Salt,24020.0
-83858,Top Wilcox 1,26792.0
-83413,T1,
-84663,Tex W-5,13080.0
-84663,Tex W-2,11840.0
-83773,EP Upper  Sand,12739.0
-198338,DT Sand,10022.0
-198338,EP Upper Sand,12739.0
-202719,DT Sand,10022.0
-202719,EP Upper Sand,12739.0
-86208,H-1 Sand,13960.0
-86589,Chris K Target Sand,
-85866,MM1/UM1,13924.0
-85866,M-56,18560.0
-85866,M-55,19050.0
-91640,ANGULOGERINA B,5375.0
-91640,LENTICULINA 1,6230.0
-91640,A-90 Sand,6324.0
-91640,A-93 Sand,6426.0
-91640,B-5 Sand,6856.0
-91640,B-10 Sand,6990.0
-91640,B-20 Sand,7065.0
-132452,ANGULOGERINA B,5375.0
-132452,A-90 SAND,6324.0
-132452,LENTICULINA 1,6230.0
-132452,A-93 SAND,6426.0
-132452,B-5 SAND,6856.0
-132452,B-10 SAND,6990.0
-132452,B-20 SAND,7065.0
-86809,Trim A,1500.0
-86809,3900' Sand,5100.0
-86809,Lentic,
-86809,Lentic 2,
-86126,S-4,10375.0
-86126,S-4a,10422.0
-86126,S-4b,10521.0
-86126,D-3,11430.0
-86126,S-3,10114.0
-86126,D-2,11117.0
-86126,D-10,12530.0
-86126,D-11A,
-86126,D-4,11564.0
-86126,D-7,11850.0
-86126,D-8,12203.0
-86231,K-4,
-86231,L-1,
-86231,Cyc 8,
-110348,D-4,12534.0
-110348,D-2,11966.0
-110348,C-1C,
-185795,D-2,11966.0
-185795,D-4 ,12534.0
-185795,C-1C,
-87595,N Sand,6889.0
-86549,Lentic 1-3 Sand,9310.0
-87597,LP Sand,17720.0
-87311,Gyro,19440.0
-87311,Salt,20490.0
-87311,Big hum,9863.0
-87311,Y Sand,11720.0
-87311,Amph B Marker,12080.0
-87311,Rob L-7 Sand,13880.0
-87311,Rob L-10 Sand,14932.0
-87311,Rob L-10.4 Sand,15138.0
-87311,Rob M,16560.0
-87311,Operc 1 Sand,18020.0
-87311,Operc 3 Sand,18872.0
-92304,Cip Op,
-87751,M-3 Sand,
-88714,KN Channel Sand,
-87451,Horizon 40,11711.0
-170473,Paleocene,27013.0
-170473,Oligocene,23925.0
-170473,Pliocene,17225.0
-170473,Miocene,18835.0
-170473,Eocene,24672.0
-170473,Wilcox 1,25326.0
-170473,Wilcox 2,27516.0
-87934,ES Sand,
-88172,Disc 12,8336.0
-88493,Cris I,
-89810,5500 Sand,
-89810,6700 Sand,
-89810,9000 Sand,
-88052,Ang B-10,8212.0
-168823,Ang B-10 Sand,8212.0
-90158,L-10 Sand,7416.0
-90158,T-8 Sand,9710.0
-88713,PL-9-3 Sand,15990.0
-88695,Marg A3,
-88695,Siph D5,
-89235,I-2 Sand,12071.0
-89235,I-6 Sand,13563.0
-87933,D5 Sand,
-87933,Buliminella 1 - Sand 4,10065.0
-87933,Buliminella 1 - Sand 3,9280.0
-87933,Buliminella 1 - Sand 8,11635.0
-87933,"11,100' C Sand",13256.0
-87933,8700' Sand,9338.0
-87933,D1 Stray Sand,9841.0
-87933,D4 Sand,10447.0
-87933,D7 Sand,10687.0
-87933,9600' Upper Sand,11659.0
-87933,9600' Lower Sand,11718.0
-127494,D4 Sand,10447.0
-140279,8700' Sand,9339.0
-190993,11100' Sand,13260.0
-190993,9600 Sand,11668.0
-190993,D-7 Sand,10688.0
-190993,D-4 Sand,10445.0
-190993,8700 Sand,9339.0
-193535,11100 Sand,13260.0
-193535,9600 Sand Lwr,11724.0
-193535,9600 Sand Upr,11668.0
-193535,D-7 Sand,10688.0
-193535,D-4 Sand,10445.0
-193535,8700 Sand,9339.0
-88853,Tex W5-E & F,12885.0
-88853,Tex W5-A & B,12629.0
-88853,Tex W2,11597.0
-88974,L1,
-88974,CYC 6,
-88974,K4,11635.0
-88969,TH-19E Sand,22590.0
-88969,TH-22A Sand,24170.0
-89675,Base Eocene Marl,29705.0
-89675,Wilcox 1,29863.0
-89675,Wilcox 2,31686.0
-88773,Big A,
-88773,N Sd,
-88773,Rob L-7,
-88773,Rob L-8,
-88773,Operc 1,
-88773,Operc 2,
-88773,Gyro 1,
-88773,Gyro 2,
-89075,16 Sand,13216.0
-89076,Tex X-12,
-89076,Tex X-13,
-89801,MH Sand,14858.0
-89801,MD Sand,14542.0
-105595,KS Sand,
-105595,LP Sand,
-105595,MH Sand,
-89801,KS Sand,11787.0
-89801,LP Sand,13664.0
-88913,Maroon Sand,23231.0
-88975,CYC 6,
-89134,H2,10358.0
-89134,H,10175.0
-89134,I,11038.0
-89134,J,11918.0
-89134,L2,14857.0
-89134,East Auger Fault,16417.0
-89134,M,20748.0
-89134,N,22400.0
-89134,O,23465.0
-89134,P,
-89134,Q,24842.0
-89134,R1,26694.0
-89134,R2 C,26895.0
-89134,R4,
-89134,Top Miocene,
-89134,U,
-89546,Rob M-3,8580.0
-89546,Lower Rob L,8050.0
-89546,Lower Rob M,9044.0
-89515,F-1 Sand Upper Lobe,10486.0
-89515,F-1 Sand Lower Lobe,10628.0
-89515,E-10 Sand,10176.0
-89515,F-4 Sand,11168.0
-89515,F7,
-89276,D5,10956.0
-89276,K2,
-89276,K2A,
-89676,M20U,27040.0
-89676,M15,26180.0
-89676,M16,26210.0
-89676,M20L,27880.0
-148781,M-20 Upper,27705.0
-148781,M-20 Lower,27886.0
-90417,G Sand,9548.0
-90417,H Sand,10148.0
-90417,J Sand,10521.0
-90417,J-4 Sand,11518.0
-90417,K-1 Sand,12036.0
-90417,K-3 Sand,12664.0
-90417,K-3.2 Sand,13044.0
-90417,K-3B Sand,13644.0
-91460,"Pliocene 14,000' Sand",
-89295,Textularia L ,14832.0
-89295,Tex L Sand,15622.0
-89295,Bigenerina A,10700.0
-131384,Tex L Sand ,
-133976,xyz,
-92688,Upper Trim A,
-92688,Lower Trim A,
-89995,Trim B-H,10250.0
-89995,Ang B,11552.0
-90717,S10A,17855.0
-90497,7350' Sand,12260.0
-197416,7350 Sand,12301.0
-96914,4900' SAND,
-96914,6050' SAND,7000.0
-96914,6300' SAND,7256.0
-96914,6700' SAND,7784.0
-96914,7100' SAND,8451.0
-93256,Lentic,5750.0
-93256,Bul 1 Mkr,9150.0
-93256,Bul 1-1 Sand,9740.0
-90537,IG Sand,11860.0
-90537,IQ Sand,12907.0
-90537,KE Sand,14909.0
-90537,GS Sand,9412.0
-90537,HM Sand,10710.0
-90537,IB Sand,
-90537,JN Sand,13874.0
-90537,LE Sand,16696.0
-90537,LH Sand,17138.0
-175091,KN Lower Sand,15696.0
-175091,LE Sand,16696.0
-175091,LA Sand,16490.0
-175091,JJ Sand,13554.0
-175091,JN Sand,13876.0
-98076,Cris I,15700.0
-181088,Cris I,15700.0
-93635,3700 Upper Sand,5756.0
-91340,Top Carmine,20230.0
-91340,Above Magenta (K0),20670.0
-91340,Magenta (K1),20830.0
-91340,02 Yellow Shallowest,
-93148,2000 Sand,2370.0
-93148,3700 Upper Sand,3968.0
-93920,DB-5B Center,
-97440,J6 Sand,6699.0
-92323,Top B15,21540.0
-92323,Top B17,22125.0
-92691,H Sand,9502.0
-90862,Rob M-4,
-90862,Rob M-9,
-91021,9900' Sand,
-91021,GA-14 Sand,
-91021,GA-15 Sand,
-92631,PS 50 - C Macintyrei,
-92631,F Base - G. Miocenica,
-92631,J1 Top,
-92631,J2 Top,
-140154,J2 Top,
-140154,PS 50 - C Macintyrei,
-180911,Stray Sand,12690.0
-180911,K1 Sand,17155.0
-180911,Stray Sand,18278.0
-180911,K4 Sand,17742.0
-180911,L1 Sand,18130.0
-92987,H-5 Zone,
-91480,4 Sand,7081.0
-91480,5 Sand,8514.0
-91480,5 A Sand,8990.0
-96472,9950' Sand,
-96472,7950' Sand,8814.0
-90861,6300' Sand,7075.0
-90861,9950' Sand,
-92887,46D,20216.0
-178074,FR46D Upper,20219.0
-178074,FR46D Lower,20463.0
-91840,M7 SB,25076.0
-91840,M10,26954.0
-91840,M9,26811.0
-91840,M3 SB,22068.0
-91840,M6 SB,23719.0
-91277,M9 ,
-91277,M10 ,
-91802,ID Sand,
-91802,JR Sand,
-91802,KJ Sand,
-105846,Lentic Sand (previously called 4500'),7085.0
-105846,Sar H Sand (previously called SH Sand),7847.0
-105846,ValH Sand,8333.0
-93008,BA-4AA,8635.0
-93008,BA-5,9120.0
-93008,J-6,9405.0
-93008,BA-4B,9015.0
-91118,Big A,7350.0
-91118,Cib Op B,16800.0
-92244,I Sand,
-92244,K Sand,4742.0
-92244,L Sand,5186.0
-92244,M-1 Sand,
-92244,M Sand,
-93209,,
-96030,,
-92243,M-89,12353.0
-92243,M-56U,18012.0
-92243,M-56,18240.0
-92243,M-55,18782.0
-93233,Ang B-6 Sand,6941.0
-93067,D2,21098.0
-93067,D4,21166.0
-93067,D8,21554.0
-93067,D9,21648.0
-92629,Big A,7800.0
-92629,N Sd,
-92629,Rob L-7,
-92629,Rob L-8,
-92629,Operc 1,
-92629,Operc 2,
-92629,Gyro 1,
-92629,Gyro 2,
-92629,Text L,10980.0
-92629,D. deflandrei,17680.0
-92629,S. belemnos,19060.0
-92629,D. calculosus SS,19780.0
-92629,G. binaiensis SS,22030.0
-92629,S. belemnos and H. ampliaperta,22420.0
-92629,G. fohsi robusta,13870.0
-92629,G. fohsi lobata,14350.0
-92629,Cib Op,15300.0
-92629,G. insueta,16090.0
-92349,Mid Olig - OL7,
-92349,Big Mac,
-92349,FR08,
-92349,FR10,
-92349,FR30,
-92349,FR32,
-92349,FR36,
-92349,VJC10,
-92349,VJC20,
-92349,Yegua,
-92349,WM10,
-92349,WM12,
-92810,FR20,10484.0
-92810,FR22,10574.0
-92810,Cook Mtn,13779.0
-92810,Big Mac,8883.0
-92810,Mid Olig - OL7,9845.0
-92810,FR08,10051.0
-92810,FR10,10167.0
-92810,FR30,11021.0
-92810,FR32,11385.0
-92810,FR36,11800.0
-92810,VJC10,12329.0
-92810,VJC20,13321.0
-92810,Yegua,13579.0
-92810,WM10,14511.0
-92810,WM12,14672.0
-92409,P-2-2 Sand,9251.0
-92409,P-3-5 Sand,10624.0
-92848,JH Sand,10611.0
-94101,I-3 Sand,9176.0
-94101,J-3 Sand,9662.0
-93252,A,21604.0
-96894,LA Sand,11798.0
-96894,KB Sand,11456.0
-96894,Large Fault,10074.0
-95548,Rob M,19690.0
-95548,Rob L ,
-95548,OS Sand,17330.0
-95710,Big H2,
-95008,E5 Sand,
-94340,M9,27601.0
-94340,M10,27703.0
-95148,M20  DD Sand Sphenolithus belemnos,23070.0
-95148,M55  V Sand Sphenolithus heteromorphus,21378.0
-95688,Cris I,
-121282,M7 UPPER TOP,17160.0
-121282,TOP M7,18193.0
-121282,M8,
-121282,M9_C1,19058.0
-121282,M9_X,19608.0
-121282,M10A,19817.0
-121282,M10SB,
-106575,K Sand,19113.0
-106575,L Sand,19960.0
-106575,M Sand,20376.0
-106575,O Sand,20483.0
-106575,P Sand,21130.0
-106575,Q Sand,21545.0
-97062,L-Sand,
-95032,Top B20,
-95032,Top B30,
-95431,9400' Sand,9508.0
-95431,13000' Sand,15162.0
-95431,12200' Sand,12058.0
-95431,12300' Sand,12118.0
-95431,9800' Sand,9950.0
-95431,11600' Sand,11950.0
-95431,12500' Sand,13877.0
-129450,11600,11982.0
-134815,11600,11982.0
-96331,Tex W2,13117.0
-96331,Tex W5-G,14792.0
-94786,"Pliocene 14,000' Sand",14352.0
-95088,H-1 Sand,13172.0
-95088,K-3 Sand,13604.0
-154835,K-3,13604.0
-154835,H-1,13172.0
-108701,Disc 12,
-96089,JN Sand,
-96089,"16,000' Sand",
-111141,Tex W 2,
-111141,Tex W 6,
-99021,Orange Sand ,5345.0
-96212,Lentic I Sand,5225.0
-127884,Lentic I Sand,
-98796,Top Salt,12480.0
-98796,Bottom Salt,20052.0
-98796,M Miocene,22540.0
-98796,L Miocene,26480.0
-99861,Top Brown L2U,23266.0
-99861,Top Brown L2L,23422.0
-99861,Top Brown L3U,23720.0
-99861,Top Hong Shale,
-99861,Top Brown L3L,23868.0
-99861,Top Mid Brown Shale,
-99861,Top Brown L4,24394.0
-99861,M53 (BH10 5) Paleo Marker,
-99861,Top Peach C,26846.0
-99861,M51 (BH13) Paleo Marker,
-99861,Top Peach D,27118.0
-99861,Top Peach E,27298.0
-99861,Top Peach F,
-99861,Top Peach G,
-99861,Top Peach I,
-120517,Peach C,26846.0
-120517,Peach D,27118.0
-120517,Peach E,27298.0
-102327,Textularia X,11615.0
-102327,V Sand (27 Sand),12037.0
-96952,M-3 Sand,
-97932,Lenticulina 1,5406.0
-97932,17 Sand,8712.0
-97932,Buliminella 1,9120.0
-97932,18 Sand,9248.0
-97932,18.5 Sand,9303.0
-97932,22 Sand,10807.0
-97932,Textularia X,12725.0
-97932,26 Sand,13060.0
-97932,28 Sand,
-98377,DP-0,12283.0
-98377,DP-1,12382.0
-105554,M4.1,9800.0
-103565,J-2 SAND,12816.0
-98194,Lentic 1,3110.0
-98194,Trim A,5146.0
-98194,Rob E,6721.0
-105851,C2,11008.0
-105851,C0,10636.0
-140335,C0,10636.0
-140335,C2,11008.0
-192739,C-2,11008.0
-192739,C-0,10636.0
-101670,EOB/SOH,5577.0
-101670,Lower Uvig 3,15608.0
-100039,Plio-Pleistocene Unconformity,16135.0
-100039,Mio-Pliocene Unconformity,16690.0
-100039,M80,17800.0
-100039,M3SB,18340.0
-100039,MMU,19180.0
-100039,M6SB,19920.0
-100039,M7SB,20560.0
-100039,M8SB,21440.0
-100039,M9SB,22110.0
-100039,M10SB,22495.0
-100039,Base Salt,9782.0
-108703,DISC,12410.0
-99938,D-1 Sand,9214.0
-99938,D-8 Sand,9971.0
-99938,D-10 Sand,10372.0
-99938,E-1 Sand,10904.0
-99938,E-2 Sand,11378.0
-99938,E-3 Sand,11773.0
-99938,F-1 Sand,12057.0
-99938,G-1 Sand,12938.0
-99938,PTD Sand,
-99620,B-35 Sand,7579.0
-99620,Angulogerina B,5770.0
-99620,Lenticulina 1,6480.0
-99620,Valvulina H,7495.0
-99620,B-40-45,7608.0
-99740,A-10,13428.0
-99740,A-20,13447.0
-99740,A-30,13541.0
-99740,A-40,13557.0
-131659,A-10 and A-20,
-131659,A-30,
-131659,A-40,
-97834,M-3 Sand,7126.0
-98636,KC Sand,15204.0
-137219,KC Sand,15204.0
-137219,JT Sand,15032.0
-99018,Cotton Valley,
-99018,Haynesville/Gilmer,
-99018,Smackover Golomite,
-99018,Norphlet,
-99018,Pinehill Anhydrite,
-100666,M9,26765.0
-105998,H-3 Sand,14563.0
-171802,H-3,14563.0
-102324,7600' L Sand,8290.0
-100401,J1,11326.0
-100401,J2,11380.0
-100401,J3,11454.0
-134911,J3 Sand,14556.0
-163932,J1,11326.0
-163932,J2,11380.0
-163932,J3,11454.0
-197314,J3,11454.0
-197314,J3 Sand,14556.0
-197314,J1,11326.0
-197314,J2,11380.0
-104212,Y3 Sand,9510.0
-107778,Catinaster mexicanus,
-107778,Reticulofenestra pseudoumbilicus,8240.0
-107778,Catinaster coalitus,
-107778,Discoaster kugleri,
-107778,Cyclicargolithus floridanus,
-107778,Globorotalia peripheroronda,
-107778,Sphenolithus heteromorphus,
-107778,Discoaster petaliformis,
-101329,6100' Sand,7702.0
-101329,6200' Sand,7790.0
-101329,GC Sand,7148.0
-106269,M15B,27484.0
-105780,M15B,
-103264,Base of Salt,19462.0
-103264,M-0,20186.0
-103264,M-1,20408.0
-103264,M-2,
-103264,M-3,
-103264,Top of Salt,19121.0
-101592,Top Salt,6360.0
-101592,Base of Salt,23512.0
-101592,Top Wilcox 1,34111.0
-101429,Rob 15 Sand,9900.0
-101709,G-1,12994.0
-101709,G-2,13926.0
-101709,G-4,13645.0
-156787,F-8 Sand,11970.0
-156787,G-2 Sand,13296.0
-156787,G-4 Sand,13668.0
-167249,D-2 Sand,10514.0
-167249,D-1 Sand,10444.0
-106098,I_60,12394.0
-102544,6400' Sand,7890.0
-102544,GB Sand,6068.0
-102544,6100' Sand,7548.0
-102544,GF Sand,8087.0
-102544,GC Sand,6834.0
-102544,6200' Sand,7650.0
-101831,11400 A Sand,12261.0
-103806,GH Sand,8160.0
-103806,GC Sand,7269.0
-103806,GF Sand,8009.0
-103806,HC Sand,8300.0
-103806,HE Sand,8515.0
-104612,MP1,8564.0
-104612,Tex(P)1,7063.0
-104612,Tex(P)3,7446.0
-104612,Cris-Sub2,6414.0
-104612,Cris-Sub3e,6587.0
-104612,Bul(1)1,8016.0
-103745,Pink 5.0L,19102.0
-103745,Pink 6.5L,19912.0
-103265,Cotton Valley,
-103265,Haynesville/Gilmer,
-103265,Smackover golomite,
-103265,Norphlet,
-103265,Pinehill Anhydrite,
-101891,S Sand,
-105635,8550' Sand,
-105635,8600' Sand,
-103764,M9,22690.0
-103764,FF,25560.0
-105614,Cotton Valley,19400.0
-105614,Haynesville/Gilmer,21008.0
-105614,Smackover Golomite,
-105614,Norphlet,23280.0
-105614,Pinehill Anhydrite,
-105614,Smackover,22650.0
-105614,Basal Smackover Lime,22935.0
-105614,Louan Salt,23020.0
-106512,Top Oligocene,22610.0
-106512,Top Eocene,25220.0
-106512,Top Paleocene,26480.0
-106512,Top Upper Cretaceous,
-120090,Top upper Cretaceous,
-120090,Top Oligocene,22610.0
-120090,Top Eocene,25220.0
-120090,Top Paleocene,26480.0
-134092,Top Oligocene,22610.0
-134092,Top Eocene,25220.0
-134092,Top Paleocene,26480.0
-134092,Top Upper Cretaceous,
-104272,H Sand,17435.0
-103710,"M-13 ""A""",27187.0
-103710,"M-13 ""B""",27255.0
-103710,"M-13 ""C""",
-103710,"M-13 ""D""",27865.0
-103710,"M-13 ""E""",28653.0
-103710,M-15,30503.0
-103710,M-18,31400.0
-103710,"M-21 ""A""",
-103710,"M-21 ""D""",
-104032,Hyal B,10705.0
-105623,,
-129631,Sphenolithis heteromorphus,20288.0
-107026,M15 Sand,24854.0
-136145,M15 Sand,24854.0
-136145,M16 Sand,25432.0
-157272,M-15,25100.0
-197013,M-15,24854.0
-197013,M-15,25100.0
-197013,M-16,25432.0
-108490,Mid Miocene - super salt,23686.0
-108490,Lower Miocene - super salt,25812.0
-108490,Mid Miocene - subsalt,25920.0
-108490,Lower Miocene - subsalt,30106.0
-108915,DS-1,12420.0
-108915,DP-1,12024.0
-142080,DP-1,12024.0
-142080,DS-1,12420.0
-108552,G-2 Sand,8645.0
-112717,H-4 Sand,7806.0
-112717,FJ Sand,9464.0
-112717,F Sand,6424.0
-112717,F10 Sand,7270.0
-112717,FG Sand,9370.0
-197764,K-7 Sand,9920.0
-197764,K-6 Sand,9590.0
-197764,FG/FJ Sand,8765.0
-109728,UVig 3,16010.0
-109728,TexW1,16662.0
-154153,TEX 1 Sand,17025.0
-154153,UVIG 3 Sand,16024.0
-108717,B-8 Sand,16882.0
-108717,B-5 Sand,14620.0
-108830,N1W,22552.0
-108830,N3,22805.0
-108830,Q depl,
-108830,Q wet,27283.0
-108830,R1HC,27994.0
-108830,N0W,
-108830,R2C,28373.0
-108830,R4,29488.0
-108830,Miocene,30230.0
-108830,U,31215.0
-108830,Mid Miocene UNC,
-109943,Amp 4.6,
-109943,Amp 4.7,
-108526,CK-3 Sand,15188.0
-108526,CK-4 Sand,15708.0
-108486,M21A Sand,28315.0
-108486,M17A Sand,27116.0
-108486,Top Salt,11927.0
-108486,Base Salt,22570.0
-150128,Top Salt,11927.0
-150128,Base Salt,22570.0
-150128,M17A Sand,27116.0
-150128,M21A Sand,28315.0
-108539,"7,600' Sand - Upper",
-108539,"7,600' Sand - Lower",9525.0
-108539,"7,100' Sand",
-108539,7000 LWR FB BB,8359.0
-177213,7000' Sand,8334.0
-177213,7175' Sand,8808.0
-177213,7100' Sand,8675.0
-177213,7600 U ,9292.0
-110799,3800 Sand,10233.0
-110799,Um100a Sand,12395.0
-110799,BigHum_a Sand,12607.0
-12406,TO Oligocene (Prop),
-14951,6900' Sand,5623.0
-12248,1800' Sand,
-12248,2200' Sand,
-111903,K-3 LWR,13972.0
-11641,Sand No. 5,24616.0
-11641,Base Salt,22058.0
-11641,Sand No. 2,23058.0
-11641,Sand No. 16,26052.0
-11641,Sand No. 31,30120.0
-11641,Sand No. 20,26930.0
-11641,Sand No. 24,29112.0
-11641,Sand No. 37,31715.0
-11846,Globorotalia fohsi robusta (Tex w),12940.0
-24820,ROB M,16651.0
-168949,Rob M Sand,16147.0
-42318,Top of salt,4553.0
-42318,Base of Salt,14263.0
-42318,K Marker,15681.0
-42318,M Sand,16312.0
-42318,X Sand,17750.0
-42318,Y Sand,18810.0
-42318,DD1 Sand,21468.0
-42318,DD2 Sand,21632.0
-42318,EE Sand,21750.0
-42318,FF Sand,21930.0
-11804,O-16,16297.0
-11804,O-4 Sand,15328.0
-11804,P Sand,16701.0
-11660,A ,5562.0
-11660,C,8567.0
-15683,W Sand,
-11843,C-1,
-12783,P62,
-12783,P60,
-11741,D-2 Sand,10920.0
-11741,D-3 Sand,11130.0
-11741,Lentic 1,4025.0
-11741,Bulminella 1,5420.0
-11741,Textularia X,8160.0
-11741,Robulus E,9540.0
-11741,D-8 Sand,11624.0
-11741,D-12,11998.0
-11741,D-7 Sand,11430.0
-108947,TRIMOSINA A,
-108947,CS-3,
-108947,ANGULOGERINA B,
-108947,CS-3A,
-108947,LENTICULINA 1,
-108947,TP-1,
-108947,TP-6,
-108947,TP-9 Sand,
-108947,TP-10,
-108947,TP-11A Sand,
-108947,TP-13A Sand,
-108947,Bul. 1-1 Sand,
-108947,Bul. 1-2 Sand,
-108947,BULIMINELLA 1,
-12577,6500 Sand,7180.0
-14029,Pink,
-44101,"Upper Pink ""A""",20987.0
-44101,"Upper Pink ""B""",21175.0
-44101,Middle Peach,24185.0
-44101,Lower Peach,24410.0
-44101,Lower Pink,21316.0
-44101,Upper Peach,23951.0
-174213,Upper Pink A,20987.0
-174213,Upper Pink B,21175.0
-174213,Lower Pink,21316.0
-174213,Upper Peach,23951.0
-174213,Middle Peach,24185.0
-174213,Lower Peach,24410.0
-174213,Brown Sand,23762.0
-13381,OH Sand,13588.0
-13381,OF Sand,13523.0
-13381,OL Sand,13703.0
-13884,"Lower Trim ""A"" Sand",
-12900,Cris K,15690.0
-12900,Tex L,19410.0
-12900,Tex X,11160.0
-13380,D2,14839.0
-13380,D3,14977.0
-13467,CM Sand,3730.0
-13061,H. selli,9140.0
-13061,C. mac,10490.0
-13061,D. brouweri,10580.0
-13061,D. Pent,10880.0
-13061,D. Surculus,11150.0
-13061,D. Tamalis,13130.0
-14932,G4 Sand,
-46566,J2B Sand,10412.0
-14084,Pink,
-49231,"Upper Pink ""A""",20936.0
-49231,Lower Pink,21262.0
-40064,Pink,
