summary_nr,report_id,event_date,event_time,event_desc,event_keyword,const_end_use,build_stories,nonbuild_ht,project_cost,project_type,sic_list,fatality,state_flag,abstract_text,load_dt
200380798,336000,2007-09-06 19:26:00,,Employee's Head Is Burned in Natural Gas Well Fire,"BURN,HEAD,GAS WELL,FIRE,SMOKE,STRUCK BY,OIL RIG",,,,,,1381,,,,2019-07-22 00:18:29 EDT
200380806,336000,2007-10-03 11:15:00,,Employee Is Killed When Struck by Falling Tree Limb,"FRACTURE,HEAD,HARD HAT,TREE FELLING,TREE LIMB,PPE,WORK RULES,NECK,STRUCK BY,FALLING OBJECT",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200380897,336000,2008-07-16 11:15:00,,Employee Is Injured When Struck by Pressurized Valve,"EJECTED,FRACTURE,WELL,EQUIPMENT FAILURE,VALVE,STRUCK BY",,,,,,1389,,,,2019-07-22 00:18:29 EDT
200380905,336000,2008-12-22 15:20:00,,Employee Is Killed When Struck by Falling Load,"SUSPENDED LOAD,STRUCK BY,FALLING OBJECT",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200380939,336000,2009-06-18 08:30:00,,Employee Is Killed When Caught in Drilling Equipment,"DERRICK,DRILL OPERATOR,CAUGHT BETWEEN,CRUSHED,DRILL RIG--NON-OIL",,,,,,1382,X,,,2019-07-22 00:18:29 EDT
200381010,336000,2010-10-11 07:45:00,,Employee Is Struck by Falling Swivel Joint and Is Killed,"UNSECURED,STRUCK BY,FALLING OBJECT",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200381101,336000,2011-04-30 16:00:00,,Employee Collapses and Dies after Guiding Trucks,"CARDIOVASC SYSTEM,UNCONSCIOUSNESS,SIGNALMAN",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200381127,336000,2011-03-22 17:30:00,,Employee's Leg Is Fractured When Struck by Pipe,"FRACTURE,UNSECURED,INDUSTRIAL TRUCK,STRUCK BY,FALLING OBJECT,LEG,UNSTABLE LOAD",,,,,,1389,,,,2019-07-22 00:18:29 EDT
200381267,336000,2012-04-05 08:20:00,,Employee Is Crushed and Killed by Rigging Flow-Line,"PINNED,HOIST,CAUGHT BETWEEN,CRUSHED,OIL RIG",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200451243,418600,2002-01-02 11:30:00,,Employee killed after falling into skimmer tank,"LUBRICATING FLUID,HOSE,CORROSION,FALL,DROWN,TANK",,,,,,1311,X,,,2019-07-22 00:18:29 EDT
200451409,418600,2003-04-11 17:30:00,,Employee Killed in Flash Fire,"BURN,FLAMMABLE VAPORS,PPE,FIRE,SPARK,WELLHEAD,WATER",,,,,,1382,X,,,2019-07-22 00:18:29 EDT
200451623,418600,2004-05-23 13:30:00,,Employee drowned after falling through platform opening,"PLATFORM,FLOOR HOLE,GRATING,FALL,DROWN",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200452340,418600,2008-02-21 07:15:00,,Employee Is Crushed by Boom Extension,"DISMANTLING,BOOM,PIN,CRAWLER CRANE,CRUSHED,CRANE OPERATOR",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200452373,418600,2008-05-19 11:00:00,,Employee Drowns While Crossing Body of Water,"PPE,DROWN,LIFE JACKET,WATER",,,,,,1382,X,,,2019-07-22 00:18:29 EDT
200541357,317500,2006-02-14 09:10:00,,Three Employees Are Injured in Natural Gas Explosion,"BURN,NATURAL GAS,EQUIPMENT FAILURE,GAS,EXPLOSION,GAS LEAK,FACE",,,,,,1381,,,,2019-07-22 00:18:29 EDT
200541985,317500,2010-04-24 20:30:00,,Employee Is Killed When Struck by High Pressure Line,"HEAD,PRESSURE VESSEL,HIGH PRESSURE,PIPE,PLUMBING,STRUCK BY,CONCUSSION,FLYING OBJECT,PRESSURE RELEASE",,,,,,1311,X,,,2019-07-22 00:18:29 EDT
200542033,317500,2010-07-23 10:00:00,,Two Employees Are Killed in Oil Tank Fire,"BURN,GAS WELL,FIRE,OIL TANK,LUBRICATING FLUID,GAS,EXPLOSION,ARC WELDING",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200542066,317500,2010-12-09 09:46:00,,One Employee Is Killed and One Is Injured in Explosion,"TANK TRUCK,HEAD,VAPOR,TORCH,EXPLOSION,VALVE,PROPANE,STRUCK BY,FLYING OBJECT,FROZEN",,,,,,1311,X,,,2019-07-22 00:18:29 EDT
200542157,317500,2011-07-22 03:00:00,,Employee Was Found Dead on Job Site,"SHOCK,ELECTROCUTED",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200550093,625700,1997-10-04 23:30:00,,Employee killed in belts and pulleys at pump house,"MAINTENANCE,BELT,WORK RULES,CAUGHT BETWEEN,OIL WELL SERVICING,NIP POINT,PULLEY,UNGUARDED,PUMPING STATION",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200550150,625700,1998-03-04 18:00:00,,Three employees killed when vapor recovery unit explodes,"BURN,UNSECURED,WORK RULES,FIRE,EXPLOSION,HIGH PRESSURE,VALVE,OIL WELL SERVICING,PRESSURE RELEASE",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200550226,625700,1998-03-10 15:30:00,,Employee decapitated when high pressure hose fails,"HEAD,OIL WELL DRILLING,EQUIPMENT FAILURE,HOSE,HIGH PRESSURE,STRUCK BY,FLYING OBJECT,DECAPITATED",,,,,,1311,X,,,2019-07-22 00:18:29 EDT
200550481,625700,1998-09-08 12:30:00,,Employee dies of burns in fire at oil well,"LEAK,EXCAVATION,PIPE PLUG,ACETYLENE TORCH,FLAMMABLE LIQUID,WORK RULES,FIRE,OIL WELL DRILLING,OIL RIG,CUTTING AND BURNING",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200550598,625700,1998-10-24 13:30:00,,Seven employees die and one injured in fire and explosion,"BURN,HEAD,AMPUTATED,FIRE,OIL WELL DRILLING,INHALATION,EXPLOSION,OIL WELL SERVICING,STRUCK BY,CONTUSION",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200550978,625700,1999-11-04 15:30:00,,Employee killed when struck by flying fuel tank cap,"AIR PRESSURE,HEAD,WORK RULES,HIGH PRESSURE,OIL WELL SERVICING,STRUCK BY,FLYING OBJECT,TANK,PRESSURE RELEASE",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200551166,625700,2000-01-18 07:20:00,,"One employee killed, three injured in oil well gas explosion","BURN,VAPOR,FIRE,NATURAL GAS,GAS,EXPLOSION,OIL WELL SERVICING,SPARK",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200551372,625700,2000-02-12 13:00:00,,"One employee killed, one injured in dynamite explosion","BLASTING,EXPLOSIVES,OIL WELL DRILLING,WELL,DYNAMITE,EXPLOSION,CHEMICAL REACTION",,,,,,1382,X,,,2019-07-22 00:18:29 EDT
200551430,625700,2000-06-21 08:00:00,,Employee killed by counterweight of oil well pump jack,"CLEARANCE,HEAD,MAINTENANCE,COUNTERBALANCE,WORK RULES,CRUSHED,OIL WELL SERVICING,STRUCK BY,PUMP,MECH MALFUNCTION",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200551448,625700,1994-07-09 13:00:00,,Employee killed in natural gas well explosion,"BURN,VAPOR,FLAMMABLE VAPORS,FIRE,NATURAL GAS,GAS,EXPLOSION,GAS WELL DRILLING",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200551562,625700,2000-05-23 21:30:00,,Employee killed when oil rig mast collapses,"DERRICK,STUCK,WORK RULES,OVERLOADED,COLLAPSE,CRUSHED,HYDRAULIC TOOL,OIL WELL SERVICING,OIL RIG",,,,,,"1389,1311",X,,,2019-07-22 00:18:29 EDT
200551570,625700,2000-08-17 12:00:00,,Employee drowns in fall from barge into waterway,"BARGE,ASPHYXIATED,PPE,WORK RULES,FALL,DROWN,LIFE JACKET,PAINTER,WATER",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200551596,625700,2000-09-29 10:00:00,,ELECTRIC SHOCK - DIRECT CONTACT WITH OVERHEAD LINE,"E GI III,OVERHEAD POWER LINE,ELECTRICAL,ELECTROCUTED,OIL RIG MAST,UNTRAINED,OIL RIG",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200551703,625700,2000-10-14 13:30:00,,Electric Shock - Ground Fault in Attachment Plug,"E GI V,REPAIR,ELECTRICAL,ELECTROCUTED,ATTACHMENT PLUG,GROUND FAULT,EQUIPMENT GROUNDING,UNTRAINED",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200551711,625700,2001-01-19 00:00:00,,Employee Killed When Struck By Kelly Hose,"HEAD,ROTATING PARTS,HOSE,STRUCK BY,ROTARY RIG",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200551729,625700,2000-12-09 08:30:00,,Employee killed in fall from drilling rig mast,"OIL RIG MAST,FALL,CONCUSSION,OIL RIG,CONTUSION",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200551778,625700,2000-12-19 14:00:00,,Employee Killed When Struck By Drill Pipe,"FRACTURE,HEAD,COLLARBONE,DRILL PIPE,RIB,FALL,OIL WELL SERVICING,STRUCK BY,FACE",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200551851,625700,2001-03-18 11:45:00,,Employee Drowned in Canal,"WAREHOUSE,WELL,PIPE,DOCK,FALL,DROWN,BOAT",,,,,,"1382,1381,1389",X,,,2019-07-22 00:18:29 EDT
200551927,625700,2001-06-14 02:00:00,,Employee struck and killed by collapsing derrick,"DERRICK,COLLAPSE,OVERLOADED,EQUIPMENT FAILURE,GUY,STRUCK BY,OIL RIG,UNSTABLE POSITION",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200552016,625700,2001-11-13 13:30:00,,Employee Pulled into Drill Rig,"CLOTHING,HEAD,ROTATING PARTS,SLIP,CAUGHT BY,PIPE,OIL RIG,LEG",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200552040,625700,2001-08-30 16:00:00,,Employee Struck by Tongs,"HEAD,ROPE,DRILL PIPE,CATHEAD,STRUCK BY,TONGS",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200552073,625700,2002-02-09 22:30:00,,Employee drowned in fall from barge,"BARGE,SHIP,FALL,DROWN,LIFE JACKET",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200552081,625700,2002-02-12 15:00:00,,Employee is killed when he falls from height,"DERRICK,RIGGING,WIRE ROPE,LANYARD,FALL,ELECTRIC DRILL,HOISTLINE",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200552149,625700,2001-11-02 11:30:00,,Employee Struck by a Lubricator,"BACK,VALVE,WELLHEAD,FLYING OBJECT,PRESSURE RELEASE,LUBRICATING",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200552156,625700,2001-10-11 04:00:00,,Four employees injured by release of trapped pressure,"LACERATION,PRESSURE PIPING,PRESSURE RELEASE",,,,,,1381,,,,2019-07-22 00:18:29 EDT
200552586,625700,2002-08-18 02:55:00,,One Employee Dies and Four Burned in Tank Flash Fire,"FLAMMABLE VAPORS,OIL WELL PERFORATING,BURN,CLOTHING,FIRE,STATIC ELECTRICITY,WORK RULES,TRUCK DRIVER,DRILL OPERATOR,CHEMICAL VAPOR",,,,,,"1382,1311,1389",X,,,2019-07-22 00:18:29 EDT
200552727,625700,2003-02-26 15:00:00,,Employee killed when struck by sling,"WIRE ROPE,EXCAVATOR,STRUCK BY,SLING",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200552792,625700,2003-03-31 22:40:00,,Employee Killed After Falling From Derrick,"DERRICK,PLATFORM,RIGGING,FALL",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200552800,625700,2003-03-19 14:30:00,,Employee killed when struck by crane boom,"HEAD,CRANE BOOM,CRAWLER CRANE,CONSTRUCTION,STRUCK BY,UNSTABLE SOIL,LOAD LINE,TRAILER,CRANE,UNSTABLE LOAD",,,,,,1311,X,,,2019-07-22 00:18:29 EDT
200553006,625700,2003-08-28 09:15:00,,Employee crushed when caught between heavy load on a crane,"HEAD,WAREHOUSE,WORK RULES,CAUGHT BETWEEN,CRANE CAB,CRUSHED,OVERHEAD CRANE,STRUCK BY,TRACTOR TRAILER,CONCUSSION",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200553105,625700,2003-10-22 16:00:00,,Employee is killed when struck by derrick travelling block,"DERRICK,HEAD,TRAVELLING BLOCK,OIL WELL DRILLING,CROWN BLOCK,EQUIPMENT FAILURE,STRUCK BY,INATTENTION",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200553121,625700,2003-10-24 08:45:00,,One Employee killed and two employees burned in explosion,"WORK RULES,DIVING,EXPLOSION,BURN,FLAMMABLE LIQUID,NATURAL GAS,LOCKOUT,GAS LEAK,DIVER",,,,,,"7389,1311",X,,,2019-07-22 00:18:29 EDT
200553394,625700,2004-05-05 07:00:00,,Employee is killed when pressure piping separates,"WELL,PINNED,CAUGHT BETWEEN,PRESSURE PIPING,HIGH PRESSURE,STRUCK BY,PRESSURE RELEASE,WATER",,,,,,"1382,1389",X,,,2019-07-22 00:18:29 EDT
200553550,625700,2004-09-26 18:40:00,,Employee is killed when pressure released from pump,"STRUCK AGAINST,VALVE,PRESSURE RELEASE",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200553717,625700,2004-12-08 21:30:00,,Employee Struck by Falling Debris from Collapsing Derrick,"HEAD,COLLAPSE,DRILLING MUD,CAUGHT BY,INDUSTRIAL TRUCK,LACERATION,GUY,STRUCK BY,OIL RIG",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200553733,625700,2005-02-28 13:50:00,,Employee Is Killed by Falling Back Flow Preventer,"CRUSHED,FALL,FALLING OBJECT,LOST BALANCE,CRANE",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200553899,625700,2005-05-21 08:32:00,,Three Employees Are Burned in Explosion,"BURN,FLAMMABLE LIQUID,FIRE,LUBRICATING FLUID,STORAGE TANK,WELDING,EXPLOSION,PIPE",,,,,,1389,,,,2019-07-22 00:18:29 EDT
200554046,625700,2005-08-12 01:45:00,,Employee Drowns When Kept Underwater by Broken Pipe,"ASPHYXIATED,WELDER,CONSTRUCTION,INHALATION,FALL,PIPE,DROWN,FALLING OBJECT,OIL RIG,WATER",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200554202,625700,2006-02-24 09:15:00,,Employee Is Killed When Caught in Rotating Kelly,"CLOTHING,ROTATING PARTS,CAUGHT BY,LOCKOUT,CAUGHT BETWEEN,DRILL RIG--NON-OIL,NIP POINT,LUBRICATING",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200554236,625700,2006-04-06 11:00:00,,Employee Is Killed When Struck by Flying Object,"GAS WELL,WELL,GAS,HIGH PRESSURE,VALVE,STRUCK BY,FLYING OBJECT,GAS WELL DRILLING",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200554368,625700,2006-05-16 12:45:00,,"One Employee Is Killed, One Is Injured When Well Explodes","WELL,EXPLOSION,WATER PIPE,LEG,FRACTURE,STRUCK BY",,,,,,"1389,1311",X,,,2019-07-22 00:18:29 EDT
200554434,625700,2006-07-08 03:30:00,,Employee Is Killed in Offshore Platform Explosion,"EXPLOSION,DRILL RIG--NON-OIL,DROWN,OIL RIG,WATER",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200554608,625700,2006-10-22 20:15:00,,Employee Is Killed When Run over by Excavator,"TRUCK,DUMP TRUCK,EXCAVATOR,STRUCK BY,RUN OVER,TRUCK DRIVER",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200554962,625700,2007-08-28 07:00:00,,Employee Dies in Piping Accident,"CHAIN,PLATFORM,HEAD,FALL,PIPE,TONGS",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200555217,625700,2008-04-15 08:30:00,,"Employee Falls from Ladder, Later Dies","HEAD,LIFELINE,LADDER,OIL WELL DRILLING,DESCENDING,BACK,FALL,FALL PROTECTION,TIE-OFF,OIL RIG",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200555324,625700,2008-08-13 13:30:00,,Employee Falls from Derrick and Is Killed,"DERRICK,RIGGING,SLIP,TRIPPED,FALL,FALL PROTECTION",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200555423,625700,2008-10-30 00:48:00,,"Employee Is Caught in Rotating Machinery, Is Killed","ROTATING PARTS,AMPUTATED,OIL WELL DRILLING,CAUGHT BY,CATHEAD",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200555431,625700,2008-11-14 11:00:00,,Employee Moving Ladder Touches Overhead Power Line and Dies,"OVERHEAD POWER LINE,ELECTROCUTED,LADDER,ELECTRIC SHOCK",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200555498,625700,2008-12-06 03:15:00,,Employee Has Fatal Concussion And Chest Compressed And Cut O,"CHEST,THROAT,LACERATION,CONCUSSION,BOAT",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200555597,625700,2009-02-04 18:00:00,,Employee Is Killed When Struck by Pipe Burst on Oil Well,"GAS WELL,RUPTURE,PIPE,STRUCK BY",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200555613,625700,2009-03-15 12:30:00,,Employee Is Struck by Pipe Rack and Is Killed,"PIPE,STRUCK BY",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200555803,625700,2009-09-14 06:10:00,,Employee Is Killed When Struck in the Head by Pipe,"HEAD,PIPE,STRUCK BY,CONCUSSION",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200555944,625700,2009-11-18 10:50:00,,"Employee Is Killed, Others Injured in Natural Gas Explosion","LOCKING PINS,NATURAL GAS,EXPLOSION",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200555985,625700,2010-01-06 17:30:00,,Fire and Explosion from Leaking Natural Gas Kills Worker,"FIRE,NATURAL GAS,GAS,EXPLOSION,PRESSURE PIPING,HIGH PRESSURE,GAS LEAK,TANK",,,,,,1311,X,,,2019-07-22 00:18:29 EDT
200556009,625700,2010-02-28 04:15:00,,"Employee Is Caught Between Drill Pipe, Is Crushed and Killed","DRILL PIPE,CAUGHT BETWEEN,CRUSHED,OIL RIG",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200556058,625700,2010-04-12 12:30:00,,Drill Rig Worker Is Killed When Hit by Air Hoist Equipment,"HEAD,RIGGING,DRILL OPERATOR,HOISTING MECHANISM,STRUCK BY,HEADACHE BALL,MECH MALFUNCTION",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200556082,625700,2010-05-27 18:09:00,,Employee dies from possible heart attack,"RIGGING,CPR,HEART ATTACK,CLEANING",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200556165,625700,2010-06-04 02:00:00,,"Employee falls into mud pit, and suffers 2nd degree burns","BURN,FALL,MUD PIT,POOR VISIBILITY",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200556181,625700,2010-09-06 11:45:00,,"Employee Killed, Another Injured When Rig Floor Falls","CHAIN,FRACTURE,WELL SERVICE RIG,WELL,CRUSHED,RIB,STRUCK BY,FALLING OBJECT,WINCH",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200556264,625700,2010-12-01 10:00:00,,Three Employees Burned When Gas Release from Flange Ignites,"BURN,FIRE,GAS,TORCH,OIL WELL SERVICING,OIL RIG",,,,,,1389,,,,2019-07-22 00:18:29 EDT
200556280,625700,2010-11-16 18:15:00,,Employee Is Struck and Killed by Flying Object,"WELL,GAS,HIGH PRESSURE PIPE,HIGH PRESSURE,PIPE,STRUCK BY,FLYING OBJECT",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200556363,625700,2011-03-09 15:30:00,,Employee Is Killed When Crushed Between Truck and Tank,"DERRICK,LOAD SHIFT,OIL WELL DRILLING,CRUSHED,TRUCK,FALLING OBJECT,GAS WELL DRILLING,TANK",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200556397,625700,2011-03-31 12:30:00,,Employee Is Struck and Killed When Piping Overpressurizes,"RIGGING,GAS,EXPLOSION,HIGH PRESSURE PIPE,STRUCK BY,FACE",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200556538,625700,2011-06-13 07:15:00,,Employee Is Found Dead in Work Vehicle,"UNCONSCIOUSNESS,VEHICLE,LUBRICATING FLUID,GAS,TRAILER",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200556652,625700,2011-08-04 08:45:00,,Employee Is Pinned by Truck and Later Dies,"PINNED,CRUSHED,TRUCK,BACKHOE",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200600088,625400,1997-02-26 19:30:00,,Employee killed when struck by tongs,"OIL WELL DRILLING,CATHEAD,STRUCK BY,TONGS,FLYING OBJECT",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200600823,625400,2000-05-12 15:30:00,,Employee killed when struck by flying T-joint at oil well,"HEAD,EQUIPMENT FAILURE,HIGH PRESSURE,CARBON DIOXIDE,OIL WELL SERVICING,STRUCK BY,FLYING OBJECT,FROZEN,OIL RIG,PRESSURE RELEASE",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200600856,625400,2000-06-10 00:30:00,,Employee killed when struck by counterweights,"MAINTENANCE,COUNTERBALANCE,WORK RULES,LOCKOUT,FALL,OIL WELL SERVICING,STRUCK BY",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200601029,625400,1998-08-14 17:45:00,,Employee killed when crushed by falling equipment,"CHEST,LOADING,ASPHYXIATED,UNSECURED,WORK RULES,CRUSHED,MECH MAT HANDLING,OIL WELL SERVICING,FALLING OBJECT,UNSTABLE LOAD",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200601557,625400,2000-09-19 11:30:00,,Employee killed when struck by falling steel staircase,"HEAD,STAIR,UNSECURED,WORK RULES,OIL WELL DRILLING,CAUGHT BY,STRUCK BY,FALLING OBJECT,WINCH,OIL RIG",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200601649,625400,2000-04-26 10:00:00,,Employee killed when head struck by falling well rods,"HEAD,UNSECURED,WORK RULES,CRUSHED,OIL WELL SERVICING,STRUCK BY,FALLING OBJECT,OIL RIG",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200601755,625400,2001-02-17 16:05:00,,Employee was killed in crank arm accident,"HEAD,CAUGHT BY,DRAGGED,STRUCK BY",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200601839,625400,2001-06-15 03:30:00,,Employee struck and killed by valve projectile,"ABDOMEN,PRESSURE PIPING,HIGH PRESSURE,PIPELINE,VALVE,STRUCK BY,PRESSURE RELEASE",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200602050,625400,2002-05-17 15:00:00,,Laborer Is Electrocuted by Overhead Power Lines,"GIN POLE,OVERHEAD POWER LINE,ELECTROCUTED,OIL WELL DRILLING,TRUCK,ELECTRIC SHOCK,TOWER",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200602084,625400,2002-06-13 13:30:00,,Employee dies after suffering an apparent heart attack,"CARDIOVASC SYSTEM,HEART ATTACK,DRIVER,CARDIOVASC DISEASE,TRUCK DRIVER",,,,,,1311,X,,,2019-07-22 00:18:29 EDT
200602159,625400,2002-06-26 13:00:00,,Employee Caught in Flash Fire,"BURN,FIRE,WELLHEAD",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200602175,625400,2002-08-12 11:30:00,,Employee Is Killed When Struck by Falling Hydraulic Cylinder,"REPAIR,WIRE ROPE,MECHANIC,BROKEN CABLE,EQUIPMENT FAILURE,LOCKOUT,OIL WELL SERVICING,STRUCK BY,SLING,FALLING OBJECT",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200602274,625400,2002-12-07 05:30:00,,Employee killed when caught between tong and drill tubing,"FRACTURE,LIFELINE,DRILL PIPE,TORSO,CAUGHT BETWEEN,CRUSHED,TONGS,OIL RIG",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200602852,625400,2004-06-08 14:00:00,,Three Employees Were Burned in Gas Well Flash Fire,"BURN,FRACTURE,HEAD,GAS WELL,FIRE,TORSO,GAS WELL DRILLING,LEG",,,,,,1389,,,,2019-07-22 00:18:29 EDT
200602886,625400,2004-10-21 14:50:00,,Employee Is Killed When Exposed to Electrical Shock,"CARDIOVASC SYSTEM,SHOCK,MACHINE OPERATOR,TRUCK,ELECTRIC SHOCK,TRAILER,FLATBED TRUCK,PUMP",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200602977,625400,2005-06-13 06:30:00,,Employee Strikes Head in Fall and Is Killed,"FRACTURE,HEAD,OIL WELL DRILLING,STRUCK AGAINST,FALL",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200603009,625400,2005-06-29 08:00:00,,Employee Is Electrocuted When Truck Contacts Power Line,"GIN POLE,OVERHEAD POWER LINE,ELECTROCUTED,TRUCK,BACKING UP",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200603157,625410,2005-10-22 22:30:00,,Employee Is Asphyxiated by Hydrogen Sulfide,"ASPHYXIATED,HYDROGEN SULFIDE,OIL TANK",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200603363,625410,2006-08-27 07:40:00,,Employee Dies When Struck by Hatch During Explosion,"HEAD,PRESSURE VESSEL,EXPLOSION,STRUCK BY,FLYING OBJECT,PRESSURE RELEASE",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200603470,625410,2006-11-28 19:30:00,,Employee Killed When Pipe Rolls over Head,"FRACTURE,HEAD,PIPE",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200603959,625400,2008-03-01 07:45:00,,Employee Suffers a Fall from Elevation and Gets Struck-By Gu,"HEAD,GUARDRAIL,FALL,STRUCK BY,CRANE",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200604148,625400,2009-01-06 11:40:00,,Employee Is Killed by Rotary Table on Drilling Rig,"ROTATING SHAFT,CAUGHT BY,OIL RIG",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200604189,625400,2009-04-22 15:00:00,,Employee Is Killed by Flying Debris from Gas Well Blowout,"HEAD,STEEL TUBE,WELL,GAS,STRUCK BY,CONCUSSION,FLYING OBJECT",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200604320,625410,2009-07-08 10:00:00,,Employee Is Killed in Gas Line Explosion,"IGNITION SYSTEM,NATURAL GAS,WELDING,GAS,EXPLOSION,PIPELINE",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200604338,625410,2009-07-08 10:00:00,,Three Employees Are Burned in Gas Line Explosion,"NATURAL GAS,WELDING,EXPLOSION,PIPELINE,PROPANE,CONTUSION",M,,,A,C,1389,,,,2019-07-22 00:18:29 EDT
200604775,625500,2011-06-01 17:30:00,,Electric Shock - Direct Contact with Energized Parts,"MAINTENANCE,E GI IV,ELECTRICAL,ELECTROCUTED,OIL WELL DRILLING,LOCKOUT,ELEC CIRC PART--MISC,ELECTRICAL CABINET,PUMP,HAND",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200604841,625500,2011-10-03 16:00:00,,Employee Is Killed When Dragged by Dump Truck,"LEAK,REPAIR,GAS WELL,OIL WELL DRILLING,DRAGGED,DUMP TRUCK",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
200623684,454714,2006-02-16 13:30:00,,Employee Is Killed in Explosion,"EXPLOSIVES,FIRE,EXPLOSION",,,,,,1381,X,,,2019-07-22 00:18:29 EDT
200624997,454714,2008-10-10 15:00:00,,Employee Is Burned and Dies When Crude Oil Catches Fire,"BURN,FIRE,OIL TANK,PUMP",,,,,,1389,X,,,2019-07-22 00:18:29 EDT
