summary_nr,report_id,event_date,event_time,event_desc,event_keyword,const_end_use,build_stories,nonbuild_ht,project_cost,project_type,sic_list,fatality,state_flag,abstract_text,load_dt
508960,1050210,1994-06-05 22:30:00,,Employees injured by flash fire,"WORK RULES,SCBA,TANK,BURN,CONFINED SPACE,FIRE,CONSTRUCTION",,,,,,"1311,1629",,,,2019-07-22 00:18:27 EDT
514661,625700,1990-04-06 00:00:00,,Employee killed when struck in head by check valve cap,"HEAD,CHECK VALVE,EQUIPMENT FAILURE,HIGH PRESSURE,VALVE,OIL WELL SERVICING,STRUCK BY,FLYING OBJECT",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
514893,625700,1990-05-06 00:00:00,,"Employee drowns in oxygen deficient tank, two hospitalized","OXYGEN DEFICIENCY,UNCONSCIOUSNESS,ASPHYXIATED,CONFINED SPACE,WORK RULES,DROWN,GAS WELL DRILLING,RESPIRATOR",,,,,,1381,X,,,2019-07-22 00:18:27 EDT
515148,625700,1990-09-27 00:00:00,,Employee crushed to death by well-testing burner,"CRUSHED,OIL WELL SERVICING,STORAGE RACK,INATTENTION",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
515155,625700,1990-08-29 00:00:00,,Derrrickman killed when crushed against derrick by pipe,"DERRICK,DERRICKMAN,COLLAPSE,CRUSHED,OIL WELL SERVICING,PIPE,DERRICK PLATFORM",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
521211,830600,1994-09-01 13:00:00,,Employee drowns after falling into frac tank,"HATCH,WORK RULES,FRAC TANK,FALL,OIL WELL SERVICING,DROWN,TOXIC FUMES,OVEREXPOSURE,UNGUARDED,WATER",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
521237,830600,1994-10-24 16:15:00,,"Employees burned, one dies in oil storage tank explosion","BURN,WORK RULES,FIRE,OIL TANK,OIL WELL DRILLING,STORAGE TANK,EXPLOSION,ARM,PICKUP TRUCK,FACE",,,,,,1381,X,,,2019-07-22 00:18:27 EDT
521666,830500,1990-07-09 00:00:00,,Floorhand dies of heat exhaustion,"REPAIR,OIL WELL SERVICING,HEAT EXHAUSTION,HIGH TEMPERATURE",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
522177,830500,1993-09-07 00:00:00,,Employees suffer injuries in oil/gas well explosion,"VENTING,WORK RULES,ENGINE,GAS WELL DRILLING,REPAIR,FIRE,OIL WELL DRILLING,NATURAL GAS,WELLHEAD",,,,,,"1389,1311",,,,2019-07-22 00:18:27 EDT
522185,830500,1992-09-14 00:00:00,,Employee killed when struck in head by heater door,"HEAD,HEATER,OIL WELL DRILLING,EXPLOSION,STRUCK BY,FLYING OBJECT,GAS WELL DRILLING,DOOR",,,,,,1311,X,,,2019-07-22 00:18:27 EDT
525980,830600,1991-02-01 00:00:00,,Employees burned in gas rig explosion,"BURN,WELDING,EXPLOSION,WELLHEAD,GAS WELL DRILLING",,,,,,"1389,7361",,,,2019-07-22 00:18:27 EDT
550020,627400,1990-05-31 12:20:00,,ELECTRIC SHOCK - CONTACT WITH OVERHEAD LINE THRU WOOD,"E GI III,OVERHEAD POWER LINE,ELECTRICAL,ELECTROCUTED,TANK",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
550046,627400,1990-11-10 00:00:00,,STRUCK BY WRENCH,"ELECTRIC MOTOR,WRENCH,ABDOMEN,ROTATING SHAFT,LOCKOUT,SHAFT,STRUCK BY",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
550095,627400,1990-02-06 00:00:00,,Employee killed when struck in head by tongs,"FRACTURE,HEAD,OIL WELL DRILLING,SKULL,STRUCK BY,TONGS,GAS WELL DRILLING",,,,,,1381,X,,,2019-07-22 00:18:27 EDT
550186,627400,1990-08-10 00:00:00,,Employee killed when struck by flying pipe,"HEAD,ROLLER--MACH/PART,OIL WELL SERVICING,PIPE,STRUCK BY,FLYING OBJECT,UNGUARDED",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
550327,627400,1992-03-20 00:00:00,,EMPLOYEE DIES WHEN CRUSHED BY ROLLING DRILL COLLAR,"SLIP,DRILL COLLAR,SKULL,OIL WELL DRILLING,CRUSHED,FALL,STRUCK BY",,,,,,"1381,1311",X,,,2019-07-22 00:18:27 EDT
550343,627400,1993-09-16 14:30:00,,ELECTRIC SHOCK - CONTACT WITH OVERHEAD LINE THRU METAL RULE,"OVERHEAD POWER LINE,ELECTRICAL,MEASURING DEVICE,ELECTROCUTED,E GI IB",,,,,,1311,X,,,2019-07-22 00:18:27 EDT
550350,627400,1992-05-20 09:30:00,,EMPLOYEE DIES AFTER FALLING DURING DESCENT FROM DERRICK,"DERRICK,HEAD,TRAVELLING BLOCK,WORK RULES,FALL,FALL PROTECTION,OIL WELL SERVICING,ELEVATOR",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
550418,627400,1992-07-13 05:30:00,,EMPLOYEE IS DECAPITATED BY DERRICK,"DERRICKMAN,OIL WELL DRILLING,CAUGHT BETWEEN,DECAPITATED,FALLING OBJECT,DERRICK PLATFORM",,,,,,1381,X,,,2019-07-22 00:18:27 EDT
550434,627400,1992-09-04 10:10:00,,ELECTRIC SHOCK - DIRECT CONTACT WITH OVERHEAD LINE,"E GI III,OVERHEAD POWER LINE,ELECTRICAL,ELECTROCUTED,UNTRAINED",,,,,,"1731,1389",X,,,2019-07-22 00:18:27 EDT
550475,627400,1990-12-12 00:00:00,,Employee killed when clothing is caught in belt and pulley,"CHEST,CLOTHING,FRACTURE,BELT,CAUGHT BY,CRUSHED,OIL WELL SERVICING,ARM,ARTERY,PULLEY",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
550533,627400,1990-05-14 00:00:00,,Employee dies after taken to hospital for a cut finger,"FINGER,OIL WELL DRILLING,LACERATION",,,,,,1381,X,,,2019-07-22 00:18:27 EDT
550541,627400,1991-02-09 00:00:00,,Employee killed removing equipment,"FRACTURE,SKULL,OIL WELL SERVICING",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
550608,627400,1990-08-10 00:00:00,,Employee struck and killed by broken pipe,"HEAD,MAINTENANCE,EQUIPMENT FAILURE,OIL WELL SERVICING,PIPE,STRUCK BY",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
550616,627400,1990-09-01 00:00:00,,Employee killed in fall from oil derrick,"DERRICKMAN,OIL WELL DRILLING,STRUCK AGAINST,EQUIPMENT FAILURE,FALL,DERRICK PLATFORM",,,,,,1381,X,,,2019-07-22 00:18:27 EDT
552117,627400,1992-11-16 04:00:00,,Employee killed when struck by falling catwalk,"FRACTURE,WIRE ROPE,OIL WELL DRILLING,CRUSHED,CATWALK,STRUCK BY,FALLING OBJECT,GAS WELL DRILLING,HIP",,,,,,1381,X,,,2019-07-22 00:18:27 EDT
552125,627400,1992-09-27 09:57:00,,Employee killed in fall from oil rig,"DERRICK,HEAD,REPAIR,WORK RULES,LADDER,OIL WELL DRILLING,FALL,FALL PROTECTION,LOST BALANCE,OIL RIG",,,,,,1381,X,,,2019-07-22 00:18:27 EDT
552133,627400,1992-10-01 11:35:00,,Employee killed when asphyxiated by hydrogen sulfide,"ASPHYXIATED,HATCH,HYDROGEN SULFIDE,WORK RULES,STORAGE TANK,OIL WELL SERVICING,TOXIC FUMES,RESPIRATOR",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
552166,627400,1993-03-08 15:00:00,,Employee killed in explosion and fire at oil wellhead,"LEAK,FLAMMABLE VAPORS,EXPLOSION,BLOWOUT--OIL WELL,COMBUSTIBLE LIQUID,BURN,FIRE,NATURAL GAS,OIL WELL SERVICING,WELLHEAD",,,,,,"1389,1311",,,,2019-07-22 00:18:27 EDT
552182,627400,1992-10-18 06:30:00,,Employee killed in tank explosion,"LOADING,TANK TRUCK,FLAMMABLE VAPORS,HATCH,WORK RULES,EXPLOSION,SKULL,OIL WELL SERVICING,TANK,POOR VISIBILITY",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
552224,627400,1993-01-28 08:30:00,,Employee killed when struck in head by falling counterweight,"HEAD,BRAKE,COUNTERBALANCE,WORK RULES,STRUCK AGAINST,CRUSHED,SKULL,OIL WELL SERVICING,STRUCK BY,FALLING OBJECT",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
552257,627400,1993-08-09 17:30:00,,Employee is struck by pole and dies,"HOISTING MECHANISM,MECHANIC,OIL WELL SERVICING,STRUCK BY",,,,,,"1389,5084",X,,,2019-07-22 00:18:27 EDT
558015,627400,1990-04-27 00:00:00,,Employee dies in burn unit after hot oil well explosion,"BURN,FLAMMABLE LIQUID,FLAMMABLE VAPORS,CLEANING,FIRE,OIL LINE,RUPTURE,CARDIAC ARREST,EXPLOSION,OIL WELL SERVICING",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
558445,627400,1993-12-29 09:30:00,,Employee killed when struck by horsehead of pumping unit,"WORK RULES,LOCKOUT,OIL WELL SERVICING,STRUCK BY,PUMP,PUMPING STATION",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
558452,627400,1994-06-13 14:50:00,,"Employee struck, crushed, and killed by pipe racks","SAFETY BLOCK,HEAD,CRUSHED,STRUCK BY,FALLING OBJECT,UNSTABLE LOAD",,,,,,1381,X,,,2019-07-22 00:18:27 EDT
558486,627400,1996-01-30 21:30:00,,Employee killed in 55 ft fall from well servicing rig,"FRACTURE,WELL SERVICE RIG,WORK RULES,SKULL,FALL,FALL PROTECTION,OIL WELL SERVICING,ELEVATED WORK PLAT,TIE-OFF",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
558627,627400,1995-02-17 10:00:00,,Employee dies after fall from gear box,"GUARD,WORK RULES,SLIP,STRUCK AGAINST,FALL,OIL WELL SERVICING,FACE,UNSTABLE POSITION",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
558643,627400,1994-02-16 12:15:00,,ELECTRIC SHOCK - CONTACT WITH OVERHEAD LINE THRU BOOM,"BOOM TRUCK,OVERHEAD POWER LINE,ELECTRICAL,E GI IA,TRUCK BOOM,BOOM,ELECTROCUTED",,,,,,"1731,1389,1311",X,,,2019-07-22 00:18:27 EDT
558825,627400,1994-06-23 12:15:00,,Employee struck and killed by casing and casing jack,"BROKEN WELD,OIL WELL SERVICING,STRUCK BY,FALLING OBJECT",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
558999,627400,1989-10-02 00:00:00,,EMPLOYEE KILLED BY PUMP JACK COUNTERWEIGHT,"CRUSHED,STRUCK BY,PUMP,PUMPING STATION",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
559005,627400,1989-10-18 00:00:00,,EMPLOYEE DIES IN 40-FOOT FALL FROM STABBING BOARD,"TRAVELLING BLOCK,CAUGHT BY,LANYARD,STABBING BOARD,FALL,FALL PROTECTION,OIL WELL SERVICING",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
559203,627400,1995-10-05 10:25:00,,Employee killed in natural gas fire,"BURN,LEAK,FIRE,NATURAL GAS,EQUIPMENT FAILURE,GAS WELL DRILLING",,,,,,1311,X,,,2019-07-22 00:18:27 EDT
559229,627400,1996-01-04 17:00:00,,"3 employees killed, 2 injured by hydrogen sulfide exposure","CONFINED SPACE,TOXIC WASTE,HYDROGEN SULFIDE,WORK RULES,CLEANING,FRAC TANK,SCBA,OIL WELL SERVICING,TOXIC FUMES,TANK",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
560102,627400,1994-11-17 20:00:00,,ELECTRIC SHOCK - CONTACT WITH OVERHEAD LINE THRU BOOM,"BOOM TRUCK,OVERHEAD POWER LINE,ELECTRICAL,E GI IA,TRUCK BOOM,BOOM,ELECTROCUTED",,,,,,"4212,1311",X,,,2019-07-22 00:18:27 EDT
560326,627400,1993-08-23 12:21:00,,Employee dies after being struck on head in rig collapse,"HEAD,UNCONSCIOUSNESS,HOISTING MECHANISM,OIL WELL DRILLING,JAMMED,KELLY BUSHING,FALL,WORK PLATFORM",,,,,,1381,X,,,2019-07-22 00:18:27 EDT
560367,627400,1994-05-06 15:30:00,,Employee crushed and killed by falling spudder beam,"BEAM,MAINTENANCE,REPAIR,WORK RULES,CRUSHED,OIL WELL SERVICING,STRUCK BY,FALLING OBJECT",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
560375,627400,1994-07-08 17:15:00,,Employee dies in fire when flammable liquid ignites,"BURN,VAPOR,FLAMMABLE LIQUID,FLAMMABLE VAPORS,WORK RULES,FIRE,INATTENTION",,,,,,1311,X,,,2019-07-22 00:18:27 EDT
560573,627400,1995-12-18 11:55:00,,Employee killed when struck by falling pipe,"HEAD,OIL WELL DRILLING,SLIP,FALL,PIPE,STRUCK BY,FALLING OBJECT",,,,,,1381,X,,,2019-07-22 00:18:27 EDT
561019,626000,1989-06-21 00:00:00,,THREE EMPLOYEES BURNED BY FIRE IN COMPRESSOR STATION,"COMPRESSOR,BURN,MAINTENANCE,FIRE,NATURAL GAS,OIL WELL SERVICING",,,,,,"1389,1311",X,,,2019-07-22 00:18:27 EDT
561167,626000,1991-01-24 00:00:00,,Employee killed when struck by hoist bucket,"BOARD,FRACTURE,GAS WELL,HOISTING MECHANISM,WORK RULES,EQUIPMENT FAILURE,SKULL,OIL WELL SERVICING,STRUCK BY,FALLING OBJECT",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
561357,626000,1989-06-22 00:00:00,,EMPLOYEE FATALLY BURNED IN COMPRESSOR FIRE,"BURN,COMPRESSOR,FIRE,OIL WELL SERVICING",,,,,,1311,X,,,2019-07-22 00:18:27 EDT
561696,626000,1990-09-06 00:00:00,,Employee dies from burns suffered in drilling rig fire,"BURN,FLAMMABLE VAPORS,DRILLING MUD,FIRE,EXPLOSION,GAS WELL DRILLING",,,,,,1381,X,,,2019-07-22 00:18:27 EDT
561704,626000,1990-07-03 00:00:00,,Employee killed by monkey board flap,"EQUIPMENT FAILURE,INADEQUATE MAINT,CONSTRUCTION,STRUCK BY,FALLING OBJECT",,,,,,"1381,1389,1311",X,,,2019-07-22 00:18:27 EDT
561712,626000,1990-07-05 00:00:00,,"Employees injured, two killed in oil well explosion","FLAMMABLE LIQUID,WORK RULES,OIL WELL DRILLING,EXPLOSION,BLOWOUT--OIL WELL",,,,,,"1311,1381",X,,,2019-07-22 00:18:27 EDT
561720,626000,1990-10-02 00:00:00,,Employee killed when struck by drilling rig floor plate,"STEEL PLATE,OIL WELL DRILLING,STRUCK BY,FALLING OBJECT,OIL RIG",,,,,,1381,X,,,2019-07-22 00:18:27 EDT
561787,626000,1990-08-22 00:00:00,,Floorhand killed by falling nubbit,"TRAVELLING BLOCK,WORK RULES,OIL WELL DRILLING,DRILL COLLAR,STRUCK BY,FALLING OBJECT",,,,,,1381,X,,,2019-07-22 00:18:27 EDT
561795,626000,1990-09-06 00:00:00,,Employee killed when struck by falling lubricator,"UNSECURED,WORK RULES,GUY,VALVE,CHEST,CONSTRUCTION,OIL WELL SERVICING,STRUCK BY,ARM,FALLING OBJECT",,,,,,"1389,1311",X,,,2019-07-22 00:18:27 EDT
561803,626000,1990-09-18 00:00:00,,Employee killed when struck by falling 40 ft casing,"HEAD,WORK RULES,OIL WELL SERVICING,STRUCK BY,FALLING OBJECT",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
561837,626000,1990-12-13 00:00:00,,Employee dies of asphyxia from crude oil vapors,"ASPHYXIATED,REPAIR,PIPELINE,OIL WELL SERVICING,INHALATION,OVEREXPOSURE,CRUDE OIL,CHEMICAL VAPOR",,,,,,"1311,1389,4213",X,,,2019-07-22 00:18:27 EDT
564443,627700,1991-05-28 08:15:00,,ELECTRIC SHOCK - CONTACT WITH OVERHEAD LINE THRU BOOM,"DERRICK,OVERHEAD POWER LINE,ELECTRICAL,BOOM,ELECTROCUTED,E GI IA,ELECTRIC SHOCK,OIL WELL SERVICING,DERRICK PLATFORM",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
564922,627100,1993-02-09 14:30:00,,Employee killed in fall from derrick,"WELL SERVICE RIG,WORK RULES,STRUCK AGAINST,FALL,FALL PROTECTION,OIL WELL SERVICING,STRUCK BY,FLYING OBJECT",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
564963,627100,1992-02-14 00:00:00,,EMPLOYEES INJURED BY FALLING DERRICK,"DERRICK,FRACTURE,OIL WELL DRILLING,FALL,ANKLE,OVERTURN",,,,,,1381,X,,,2019-07-22 00:18:27 EDT
565614,636900,1989-10-23 00:00:00,,Employee dies in fall from mast on first day,"WORK RULES,OIL RIG MAST,FALL,OIL WELL SERVICING,LOST BALANCE,TIE-OFF",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
565630,636900,1990-06-07 00:00:00,,Employee killed when crushed by tractor in roll-over,"REPAIR,ROLL-OVER,CRUSHED,OIL WELL SERVICING,TRACTOR",,,,,,1311,X,,,2019-07-22 00:18:27 EDT
565705,636900,1990-05-10 00:00:00,,ELECTRIC SHOCK - CONTACT WITH OVERHEAD LINE THRU OIL RIG,"OVERHEAD POWER LINE,ELECTRICAL,ELECTROCUTED,E GI IA,OIL RIG MAST,OIL RIG",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
565903,636900,1991-08-16 00:00:00,,Employee dies in fall from elevation,"OIL WELL DRILLING,FALL,OIL RIG",,,,,,1381,X,,,2019-07-22 00:18:27 EDT
565911,636900,1993-01-08 14:05:00,,ELECTRIC SHOCK - GROUND FAULT IN ELECTRIC LIGHT,"E GI IV,ELECTRICAL,CPR,ELECTROCUTED,LIGHTING FIXTURE,LOCKOUT,GROUND FAULT,EQUIPMENT GROUNDING,UNTRAINED",,,,,,1381,X,,,2019-07-22 00:18:27 EDT
566141,636900,1992-07-01 14:10:00,,Employee killed when struck by falling hose on oil rig,"HEAD,WORK RULES,EQUIPMENT FAILURE,CONCUSSION,HOSE,OIL WELL SERVICING,STRUCK BY,FALLING OBJECT",,,,,,"1389,1311",X,,,2019-07-22 00:18:27 EDT
566265,636900,1994-03-28 08:00:00,,OIL DRILLING WORKER KILLED WHEN CRUSHED BETWEEN 2 TRUCKS,"WORK RULES,OIL WELL DRILLING,CRUSHED,TRUCK,OIL RIG,INATTENTION",,,,,,1381,X,,,2019-07-22 00:18:27 EDT
566281,636900,1994-11-18 03:00:00,,ELECTRIC SHOCK - CONTACT WITH OVERHEAD LINE THRU BOOM,"GIN POLE,DERRICK TRUCK,OVERHEAD POWER LINE,ELECTRICAL,BOOM,ELECTROCUTED,E GI IA",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
566612,636900,1993-11-05 22:00:00,,Employee dies from inhalation of hazardous gas in frac tank,"OXYGEN DEFICIENCY,CONFINED SPACE,WORK RULES,FRAC TANK,INHALATION,GAS,NITROGEN,OIL WELL SERVICING,OVEREXPOSURE,RESPIRATOR",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
566711,636900,1996-12-18 09:15:00,,Derrickman killed when struck by broken plug,"HEAD,DERRICKMAN,OIL WELL DRILLING,EQUIPMENT FAILURE,HIGH PRESSURE,BLOWOUT--OIL WELL,STRUCK BY,FLYING OBJECT",,,,,,1381,X,,,2019-07-22 00:18:27 EDT
566760,636900,1997-04-21 17:30:00,,Employee killed in fall from oil rig,"CHAIN,HEAD,WELL SERVICE RIG,WORK RULES,FALL,FALL PROTECTION,OIL WELL SERVICING,ELEVATED WORK PLAT",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
566810,636900,1997-07-17 10:15:00,,Employee killed when crushed by collapsing derrick leg,"DERRICK,WELL SERVICE RIG,DISMANTLING,COLLAPSE,PIN,UNSECURED,WORK RULES,BACK,OIL WELL SERVICING,STRUCK BY",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
566984,636900,1991-03-01 00:00:00,,Employee killed in fall with overturned service rig,"DERRICK,THROAT,HEAD,HIGH WIND,WELL SERVICE RIG,UNSECURED,FALL,OIL WELL SERVICING,ELEVATED WORK PLAT,OVERTURN",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
570580,522500,1985-02-03 00:00:00,,Overcome by Carbon Monoxide Fumes,"EXHAUST SYSTEM,VENTILATION,AUTOMOBILE,POISONING,CARBON MONOXIDE,OIL RIG",,,,,,1381,X,,,2019-07-22 00:18:27 EDT
570598,522500,1985-03-08 00:00:00,,EMPLOYEE KILLED IN CRUDE OIL TANK EXPLOSION,"OIL TANK,STORAGE TANK,CRUDE OIL,EXPLOSION,PUMP",,,,,,1311,X,,,2019-07-22 00:18:27 EDT
571026,524530,1985-01-03 00:00:00,,ENTANGLED IN OIL WELL PUMPING ENGINE FLYWHEEL SHAFT,"FRACTURE,ENGINE,SHAFT,OIL WELL SERVICING,ENTANGLED",,,,,,1311,X,,,2019-07-22 00:18:27 EDT
571380,524530,1985-11-06 00:00:00,,STRUCK BY FLYING PIECE OF PIPING,"MUD PUMP,OIL WELL DRILLING,PRESSURE PIPING,VALVE,PUMP,OIL RIG,ROTARY RIG",,,,,,1311,X,,,2019-07-22 00:18:27 EDT
571919,625400,1994-07-26 00:00:00,,Employee killed when pulled into hoist drum,"MAINTENANCE,HOISTING MECHANISM,WIRE ROPE,WORK RULES,OIL WELL DRILLING,CAUGHT BY,HOIST,LOCKOUT,HOISTLINE",,,,,,1381,X,,,2019-07-22 00:18:27 EDT
571927,625400,1994-11-11 17:45:00,,Employee dies when overcome by hydrocarbons in frac tank,"OXYGEN DEFICIENCY,CONFINED SPACE,PPE,WORK RULES,CLEANING,FRAC TANK,OIL WELL SERVICING,TOXIC FUMES,OVEREXPOSURE,RESPIRATOR",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
593657,419400,1990-05-29 00:00:00,,"Four employees killed, one injured in oil well blowout","EXPLOSION,BLOWOUT--OIL WELL,BURN,FIRE,NATURAL GAS,OIL WELL SERVICING,OIL RIG,GAS",,,,,,"1381,1799,1389",X,,,2019-07-22 00:18:27 EDT
602581,418300,1991-10-18 00:00:00,,Employee struck and killed by counterweight,"COUNTERBALANCE,LADDER,OIL WELL SERVICING,STRUCK BY",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
602755,418300,1992-04-13 15:00:00,,Employee killed when crushed by arm of gas well pump,"HEAD,BRAKE,GAS WELL,EQUIPMENT FAILURE,CRUSHED,GAS WELL DRILLING,PUMP,PUNCTURE",,,,,,1381,X,,,2019-07-22 00:18:27 EDT
603472,419400,1994-11-28 00:00:00,,Employee killed in fall from ladder,"DERRICK,LADDER,OIL WELL DRILLING,SAFETY BELT,EQUIPMENT FAILURE,FIXED LADDER,LANYARD,FALL,PULLEY",,,,,,1381,X,,,2019-07-22 00:18:27 EDT
603860,419400,1995-12-06 14:00:00,,Employee killed when rig overturns,"BOARD,WORK RULES,OIL WELL DRILLING,PIPE,STRUCK BY,FALLING OBJECT,OVERTURN,UNSTABLE POSITION",,,,,,1381,X,,,2019-07-22 00:18:27 EDT
604579,418600,1991-07-01 00:00:00,,Employee killed when overcome by fumes or lack of oxygen,"OXYGEN DEFICIENCY,CONFINED SPACE,WORK RULES,OIL TANK,OIL WELL DRILLING,TOXIC ATMOSPHERE,STORAGE TANK,SCBA,TOXIC FUMES,OVEREXPOSURE",,,,,,1311,X,,,2019-07-22 00:18:27 EDT
605006,418600,1993-02-07 08:05:00,,Employee killed when struck by falling A-leg,"PIN,EQUIPMENT FAILURE,STRUCK BY,FALLING OBJECT,OIL RIG",,,,,,1382,X,,,2019-07-22 00:18:27 EDT
644476,215000,1990-08-21 00:00:00,,Employee killed when crushed between dozer and crane boom,"WIRE ROPE,CRANE BOOM,WORK RULES,CONTROL LEVER,CAUGHT BY,CRUSHED,OIL WELL SERVICING,BULLDOZER,CRANE",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
686055,855610,1989-09-07 00:00:00,,EMPLOYEES PINNED BY STEEL PIPE,"EMBANKMENT,SUFFOCATED,LACERATION,PIPE,STEEL,PINNED,TRUCK",,,,,,"1623,1311",X,,,2019-07-22 00:18:27 EDT
686113,855610,1988-12-17 00:00:00,,ELECTRIC SHOCK - CONTACT WITH OVERHEAD LINE THRU BOOM,"BOOM TRUCK,OVERHEAD POWER LINE,ELECTRICAL,BOOM,ELECTROCUTED,E GI IA,TRUCK BOOM",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
686154,855610,1989-09-24 00:00:00,,BLOW TO THE CHEST BY 36 INCH PIPE WRENCH KILLS EMPLOYEE,"CHEST,PLATFORM,FALL,STRUCK BY",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
686261,855610,1991-06-13 00:00:00,,Employee killed when exposed to excessive nitrogen,"UNSECURED,TOXIC ATMOSPHERE,EQUIPMENT FAILURE,NITROGEN,AIR CONTAMINATION,GAS WELL DRILLING,OVEREXPOSURE",,,,,,1311,X,,,2019-07-22 00:18:27 EDT
686303,855610,1989-10-25 00:00:00,,"1 employee killed, 11 buried in explosion","FLAMMABLE VAPORS,EXPLOSION,BURN,NATURAL GAS,EQUIPMENT FAILURE,VALVE,CONSTRUCTION,GAS,NITROGEN,CRUSHED",,,,,,"5084,1731,1311,1541",X,,,2019-07-22 00:18:27 EDT
686394,855610,1991-11-15 00:00:00,,Vacuum truck driver dies of asphyxiation,"ASPHYXIATED,HYDROGEN SULFIDE,OIL WELL SERVICING,WORK RULES,INHALATION,VALVE,OFF LOADING,TRUCK DRIVER,GAS",,,,,,"1311,4941,1389",X,,,2019-07-22 00:18:27 EDT
686709,854910,1985-07-23 11:00:00,,6000 POUND JUGS FELL FROM FLATBED TRAILER TRUCK,"TRAILER TRUCK,CRUSHED,STRUCK BY,FALLING OBJECT,FLATBED TRUCK,LEG,UNSTABLE LOAD",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
691923,854910,1986-11-12 00:00:00,,Four employees burned in methane gas explosion,"BURN,FLAMMABLE VAPORS,WORK RULES,FIRE,NATURAL GAS,EXPLOSION,GAS LEAK,OIL WELL SERVICING,SPARK",,,,,,1389,,,,2019-07-22 00:18:27 EDT
708818,854910,1985-08-03 00:00:00,,EMPLOYEE BURNED IN OIL WELL FIRE,"LEAK,BURN,HEATER,FIRE,HOSE,HIGH PRESSURE,OIL WELL SERVICING,WELLHEAD",,,,,,"1389,1311",X,,,2019-07-22 00:18:27 EDT
709121,854910,1986-03-10 00:00:00,,OIL WELL WORKER STRUCK BY FALLING FRAME OR BRACE,"HEAD,SHOULDER,OIL WELL SERVICING,PIPE,STRUCK BY,FALLING OBJECT,DERRICK PLATFORM",,,,,,1389,,,,2019-07-22 00:18:27 EDT
709386,854910,1986-07-20 00:00:00,,CAUSTIC SODA CAUSED SKIN BURNS,"BURN,SODIUM HYDROXIDE,PPE,TORSO,CHEMICAL REACTION,CHEMICAL BURN,NECK,FACE,CHEMICAL",,,,,,1381,,,,2019-07-22 00:18:27 EDT
709444,854910,1987-11-28 00:00:00,,Employees injured when hit by pressurized mud and water,"OIL WELL DRILLING,STRUCK AGAINST,EQUIPMENT FAILURE,HIGH PRESSURE,STRUCK BY,ACCIDENTAL DISCHARGE,WATER",,,,,,1381,,,,2019-07-22 00:18:27 EDT
733535,855610,1985-07-05 00:00:00,,PRESSURED GAS WELL EXPLODED,"GAS WELL,EXPLOSION,SPARK,BURN,FIRE,GAS,OIL RIG",,,,,,"1389,1311",X,,,2019-07-22 00:18:27 EDT
733550,855610,1985-09-17 00:00:00,,OIL WELL RIG FIRE,"FLAMMABLE VAPORS,BURN,FIRE,OIL WELL DRILLING,OIL RIG",,,,,,"1382,1381,1389,1311",X,,,2019-07-22 00:18:27 EDT
733618,855610,1985-09-09 00:00:00,,Struck by Snap-Back of Wire Line,"EQUIPMENT FAILURE,OIL WELL SERVICING,STRUCK BY,LOAD LINE,TENSION RELEASE",,,,,,1389,X,,,2019-07-22 00:18:27 EDT
