﻿OccNo,OccID,VesselID,VesselName,XrfOccVesselVictimCountID,ManuallyEnteredStatsIND,VictimMissing,VictimMinorInjuries,VictimSeriousInjuries,VictimDeath,TotalVesselInjuries,TotalPeopleInWater,PeopleInWaterWearingLSE,PeopleInWaterLseTypeID,PeopleInWaterLseTypeDisplayEng,PeopleInWaterLseTypeDisplayFre,PeopleInWaterNoLSE,PeopleInWaterDontKnowLSE
"M25C0047",52953,99,"CSL NIAGARA",21444,0,0,0,0,0,0,0,0,,,,0,0
"M25C0047",52953,,"ASHORE/RIVAGE",21443,0,0,0,0,0,0,0,0,,,,0,0
"M25A0067",52951,9451,"TURMEL B.",21436,0,0,0,0,0,0,0,0,,,,0,0
"M25A0067",52951,,"ASHORE/RIVAGE",21435,0,0,0,0,0,0,0,0,,,,0,0
"M25A0066",52950,31233,"BIBIANNE MARIE II",21432,0,0,0,0,0,0,0,0,,,,0,0
"M25A0066",52950,,"ASHORE/RIVAGE",21431,0,0,0,0,0,0,0,0,,,,0,0
"M25C0044",52944,27714,"JOHNNY RANGER",21446,0,0,0,0,0,0,0,0,,,,0,0
"M25C0044",52944,,"ASHORE/RIVAGE",21445,0,0,0,0,0,0,0,0,,,,0,0
"M25C0043",52942,18892,"WOLFE ISLANDER III",21448,0,0,0,0,0,0,0,0,,,,0,0
"M25C0043",52942,,"ASHORE/RIVAGE",21447,0,0,0,0,0,0,0,0,,,,0,0
"M25C0041",52940,27714,"JOHNNY RANGER",21442,0,0,0,0,0,0,0,0,,,,0,0
"M25C0041",52940,,"ASHORE/RIVAGE",21441,0,0,0,0,0,0,0,0,,,,0,0
"M25A0062",52938,31234,"UNCLE RODDIE GOULD",21434,0,0,0,0,0,0,0,0,,,,0,0
"M25A0062",52938,,"ASHORE/RIVAGE",21433,0,0,0,0,0,0,0,0,,,,0,0
"M25C0036",52932,23107,"THOMIKA",21440,0,0,0,0,0,0,0,0,,,,0,0
"M25C0036",52932,,"ASHORE/RIVAGE",21439,0,0,0,0,0,0,0,0,,,,0,0
"M25C0034",52929,21447,"MERIDIAN 66",21438,0,0,0,0,0,0,0,0,,,,0,0
"M25C0034",52929,,"ASHORE/RIVAGE",21437,0,0,0,0,0,0,0,0,,,,0,0
"M25C0033",52925,2871,"MOLLY M I",21430,0,0,0,0,0,0,0,0,,,,0,0
"M25C0033",52925,,"ASHORE/RIVAGE",21429,0,0,0,0,0,0,0,0,,,,0,0
"M25P0062",52924,31231,"EASTERLY BIRDIE",21425,0,0,0,0,0,0,0,0,,,,0,0
"M25P0062",52924,31230,"PACIFIC GUARDIAN",21426,0,0,0,0,0,0,0,0,,,,0,0
"M25P0062",52924,,"ASHORE/RIVAGE",21424,0,0,0,0,0,0,0,0,,,,0,0
"M25P0061",52923,31232,"INLET CRUSADER",21428,0,0,0,0,0,0,0,0,,,,0,0
"M25P0061",52923,,"ASHORE/RIVAGE",21427,0,0,0,0,0,0,0,0,,,,0,0
"M25A0059",52922,31226,"KNOT GUILTY",21413,0,0,0,0,0,0,0,0,,,,0,0
"M25A0059",52922,,"ASHORE/RIVAGE",21412,0,0,0,0,0,0,0,0,,,,0,0
"M25A0058",52921,29473,"WHITETAIL 15",21417,0,0,0,0,0,0,0,0,,,,0,0
"M25A0058",52921,,"ASHORE/RIVAGE",21416,0,0,0,0,0,0,0,0,,,,0,0
"M25P0059",52919,31227,"C32734BC (GWI GWI)",21421,1,0,0,1,0,1,0,0,,,,0,0
"M25P0059",52919,,"ASHORE/RIVAGE",21420,0,0,0,0,0,0,0,0,,,,0,0
"M25P0058",52918,30622,"STHUQI'",21423,0,0,0,0,0,0,0,0,,,,0,0
"M25P0058",52918,,"ASHORE/RIVAGE",21422,0,0,0,0,0,0,0,0,,,,0,0
"M25A0057",52917,31209,"ARNOLD EDWARD",21415,0,0,0,0,0,0,0,0,,,,0,0
"M25A0057",52917,,"ASHORE/RIVAGE",21414,0,0,0,0,0,0,0,0,,,,0,0
"M25A0056",52915,20840,"PIELAW",21419,0,0,0,0,0,0,0,0,,,,0,0
"M25A0056",52915,,"ASHORE/RIVAGE",21418,0,0,0,0,0,0,0,0,,,,0,0
"M25A0055",52914,29098,"KYLE SEA XVI",21404,0,0,0,0,0,0,0,0,,,,0,0
"M25A0055",52914,,"ASHORE/RIVAGE",21403,0,0,0,0,0,0,0,0,,,,0,0
"M25P0056",52913,31225,"CHARALAMBOS",21406,0,0,0,0,0,0,0,0,,,,0,0
"M25P0056",52913,,"ASHORE/RIVAGE",21405,0,0,0,0,0,0,0,0,,,,0,0
"M25A0054",52912,31224,"F.F.S.",21402,0,0,0,0,0,0,0,0,,,,0,0
"M25A0054",52912,,"ASHORE/RIVAGE",21398,0,0,0,0,0,0,0,0,,,,0,0
"M25A0053",52911,31223,"AQUA JEWEL",21401,0,0,0,0,0,0,0,0,,,,0,0
"M25A0053",52911,,"ASHORE/RIVAGE",21400,0,0,0,0,0,0,0,0,,,,0,0
"M25A0052",52910,18051,"NICOLE AND SISTERS II",21397,0,0,0,0,0,0,0,0,,,,0,0
"M25A0052",52910,,"ASHORE/RIVAGE",21396,0,0,0,0,0,0,0,0,,,,0,0
"M25A0051",52908,31222,"BIG JIM",21393,0,0,0,0,0,0,0,0,,,,0,0
"M25A0051",52908,,"ASHORE/RIVAGE",21392,0,0,0,0,0,0,0,0,,,,0,0
"M25A0050",52907,30094,"HIT N MISS I",21395,0,0,0,0,0,0,0,0,,,,0,0
"M25A0050",52907,,"ASHORE/RIVAGE",21394,0,0,0,0,0,0,0,0,,,,0,0
"M25P0055",52906,25052,"JUDY J V",21389,0,0,0,0,0,0,0,0,,,,0,0
"M25P0055",52906,,"ASHORE/RIVAGE",21388,0,0,0,0,0,0,0,0,,,,0,0
"M25C0031",52904,,"ASHORE/RIVAGE",21386,0,0,0,0,0,0,0,0,,,,0,0
"M25P0053",52902,7655,"CAPTAIN COOK",21385,0,0,0,0,0,0,0,0,,,,0,0
"M25P0053",52902,,"ASHORE/RIVAGE",21384,0,0,0,0,0,0,0,0,,,,0,0
"M25P0052",52901,31219,"C37202BC",21383,0,0,0,0,0,0,0,0,,,,0,0
"M25P0052",52901,,"ASHORE/RIVAGE",21382,0,0,0,0,0,0,0,0,,,,0,0
"M25C0030",52900,31218,"EASTERN HAWK",21381,1,0,0,1,0,1,0,0,,,,0,0
"M25C0030",52900,,"ASHORE/RIVAGE",21380,0,0,0,0,0,0,0,0,,,,0,0
"M25P0051",52899,31217,"SILVER HANNAH",21379,0,0,0,0,0,0,0,0,,,,0,0
"M25P0051",52899,,"ASHORE/RIVAGE",21378,0,0,0,0,0,0,0,0,,,,0,0
"M25P0050",52896,29025,"SST GRIZZLY",21377,0,0,0,0,0,0,0,0,,,,0,0
"M25P0050",52896,,"ASHORE/RIVAGE",21376,0,0,0,0,0,0,0,0,,,,0,0
"M25P0048",52894,28867,"CYQUABUS III",21375,1,0,0,1,0,1,0,0,,,,0,0
"M25P0048",52894,,"ASHORE/RIVAGE",21374,0,0,0,0,0,0,0,0,,,,0,0
"M25P0047",52891,31212,"NEW ARGOSY",21370,0,0,0,0,0,0,0,0,,,,0,0
"M25P0047",52891,,"ASHORE/RIVAGE",21369,0,0,0,0,0,0,0,0,,,,0,0
"M25A0047",52887,29408,"CAPT JACQUES CARTIER",21351,0,0,0,0,0,0,0,0,,,,0,0
"M25A0047",52887,,"ASHORE/RIVAGE",21350,0,0,0,0,0,0,0,0,,,,0,0
"M25A0046",52886,30596,"C20435ON (PRIVATE ROBERTSON)",21353,0,0,0,0,0,0,0,0,,,,0,0
"M25A0046",52886,,"ASHORE/RIVAGE",21352,0,0,0,0,0,0,0,0,,,,0,0
"M25A0045",52885,31214,"JOSSY GIRL",21373,0,0,0,0,0,0,0,0,,,,0,0
"M25A0045",52885,,"ASHORE/RIVAGE",21372,0,0,0,0,0,0,0,0,,,,0,0
"M25P0042",52881,3444,"SEASPAN CORSAIR",21345,0,0,0,0,0,0,0,0,,,,0,0
"M25P0042",52881,,"ASHORE/RIVAGE",21344,0,0,0,0,0,0,0,0,,,,0,0
"M25P0041",52880,13693,"KORNAT I",21347,0,0,0,0,0,0,0,0,,,,0,0
"M25P0041",52880,,"ASHORE/RIVAGE",21346,0,0,0,0,0,0,0,0,,,,0,0
"M25C0026",52879,31204,"BBC WISCONSIN",21341,1,0,0,0,0,0,0,0,,,,0,0
"M25C0026",52879,,"ASHORE/RIVAGE",21340,0,0,0,0,0,0,0,0,,,,0,0
"M25P0038",52873,15430,"GO CONG",21339,0,0,0,0,0,0,0,0,,,,0,0
"M25P0038",52873,,"ASHORE/RIVAGE",21338,0,0,0,0,0,0,0,0,,,,0,0
"M25P0037",52872,20512,"H.M. SCOUT",21349,0,0,0,0,0,0,0,0,,,,0,0
"M25P0037",52872,,"ASHORE/RIVAGE",21348,0,0,0,0,0,0,0,0,,,,0,0
"M25A0043",52871,31205,"III KNOTTY BUOYS",21343,0,0,0,0,0,0,0,0,,,,0,0
"M25A0043",52871,,"ASHORE/RIVAGE",21342,0,0,0,0,0,0,0,0,,,,0,0
"M25A0042",52870,,"ASHORE/RIVAGE",21322,0,0,0,0,0,0,0,0,,,,0,0
"M25C0021",52868,,"ASHORE/RIVAGE",21316,0,0,0,0,0,0,0,0,,,,0,0
"M24A0440",52867,31196,"EASTERN LADY",21317,1,0,0,1,1,2,0,0,,,,0,0
"M24A0440",52867,,"ASHORE/RIVAGE",21311,0,0,0,0,0,0,0,0,,,,0,0
"M25A0041",52866,29408,"CAPT JACQUES CARTIER",21321,0,0,0,0,0,0,0,0,,,,0,0
"M25A0041",52866,,"ASHORE/RIVAGE",21320,0,0,0,0,0,0,0,0,,,,0,0
"M25P0036",52865,31200,"BELGUARDIAN",21324,0,0,0,0,0,0,0,0,,,,0,0
"M25P0036",52865,,"ASHORE/RIVAGE",21323,0,0,0,0,0,0,0,0,,,,0,0
"M25P0035",52863,31193,"COSCO AUCKLAND",21308,0,0,0,0,0,0,0,0,,,,0,0
"M25P0035",52863,,"ASHORE/RIVAGE",21307,0,0,0,0,0,0,0,0,,,,0,0
"M25C0019",52861,,"ASHORE/RIVAGE",21305,0,0,0,0,0,0,0,0,,,,0,0
"M25P0034",52860,31192,"Recreational Craft - Sailing Vessel TOMAHAWK ",21303,0,0,0,0,0,0,0,0,,,,0,0
"M25P0034",52860,29464,"WMS 6",21304,0,0,0,0,0,0,0,0,,,,0,0
"M25P0034",52860,27059,"MERCURY XVI",21302,0,0,0,0,0,0,0,0,,,,0,0
"M25P0034",52860,,"ASHORE/RIVAGE",21301,0,0,0,0,0,0,0,0,,,,0,0
"M25P0033",52857,18639,"SEA IMP XI",21331,0,0,0,0,0,0,0,0,,,,0,0
"M25P0033",52857,,"ASHORE/RIVAGE",21330,0,0,0,0,0,0,0,0,,,,0,0
"M25A0037",52856,31203,"KMKA VOYAGER I",21337,0,0,0,0,0,0,0,0,,,,0,0
"M25A0037",52856,,"ASHORE/RIVAGE",21336,0,0,0,0,0,0,0,0,,,,0,0
"M25A0036",52855,23557,"NORTHERN ALLIANCE",21333,0,0,0,0,0,0,0,0,,,,0,0
"M25A0036",52855,,"ASHORE/RIVAGE",21332,0,0,0,0,0,0,0,0,,,,0,0
"M25A0035",52854,8100,"KOPIT HOPSON 1752",21326,0,0,0,0,0,0,0,0,,,,0,0
"M25A0035",52854,,"ASHORE/RIVAGE",21325,0,0,0,0,0,0,0,0,,,,0,0
"M25P0032",52853,29675,"MOUNT SEYMOUR",21296,1,0,0,1,0,1,0,0,,,,0,0
"M25P0032",52853,,"ASHORE/RIVAGE",21295,0,0,0,0,0,0,0,0,,,,0,0
"M25P0031",52852,31189,"CGE735",21294,0,0,0,0,0,0,0,0,,,,0,0
"M25P0031",52852,,"ASHORE/RIVAGE",21293,0,0,0,0,0,0,0,0,,,,0,0
"M25A0034",52851,11079,"HENRY LARSEN",21387,1,0,7,0,0,7,0,0,,,,0,0
"M25A0034",52851,,"ASHORE/RIVAGE",21292,0,0,0,0,0,0,0,0,,,,0,0
"M25P0030",52850,4537,"WESTERN GAMBLER",21280,0,0,0,0,0,0,0,0,,,,0,0
"M25P0030",52850,,"ASHORE/RIVAGE",21279,0,0,0,0,0,0,0,0,,,,0,0
"M25C0018",52849,,"ASHORE/RIVAGE",21274,0,0,0,0,0,0,0,0,,,,0,0
"M25P0029",52847,30556,"NAVIGATOR COPERNICO",21276,0,0,0,0,0,0,0,0,,,,0,0
"M25P0029",52847,,"ASHORE/RIVAGE",21275,0,0,0,0,0,0,0,0,,,,0,0
"M25A0031",52840,31179,"MSC BALTIC III",21266,1,0,2,6,0,8,0,0,,,,0,0
"M25A0031",52840,,"ASHORE/RIVAGE",21265,0,0,0,0,0,0,0,0,,,,0,0
"M25P0024",52839,31182,"NORDPENGUIN",21272,0,0,0,0,0,0,0,0,,,,0,0
"M25P0024",52839,22617,"OCEAN GEORGIE BAIN",21273,0,0,0,0,0,0,0,0,,,,0,0
"M25P0024",52839,,"ASHORE/RIVAGE",21271,0,0,0,0,0,0,0,0,,,,0,0
"M25P0022",52837,,"ASHORE/RIVAGE",21306,0,0,0,0,0,0,0,0,,,,0,0
"M25P0021",52836,31198,"SEASPAN FALCON",21319,0,0,0,0,0,0,0,0,,,,0,0
"M25P0021",52836,,"ASHORE/RIVAGE",21318,0,0,0,0,0,0,0,0,,,,0,0
"M25P0020",52835,31186,"ASPIRATION",21281,0,0,0,0,0,0,0,0,,,,0,0
"M25P0020",52835,27603,"W. PEARCE",21278,0,0,0,0,0,0,0,0,,,,0,0
"M25P0020",52835,,"ASHORE/RIVAGE",21277,0,0,0,0,0,0,0,0,,,,0,0
"M25A0030",52834,31188,"ROBERT ET CHANTAL",21291,0,0,0,0,0,0,0,0,,,,0,0
"M25A0030",52834,,"ASHORE/RIVAGE",21290,0,0,0,0,0,0,0,0,,,,0,0
"M25A0029",52833,26071,"MARITIME HARVESTER",21289,0,0,0,0,0,0,0,0,,,,0,0
"M25A0029",52833,,"ASHORE/RIVAGE",21288,0,0,0,0,0,0,0,0,,,,0,0
"M25A0028",52832,30230,"PARKER & COLE",21315,0,0,0,0,0,0,0,0,,,,0,0
"M25A0028",52832,,"ASHORE/RIVAGE",21314,0,0,0,0,0,0,0,0,,,,0,0
"M25A0027",52831,25164,"TRENT 'N' GIRLS ",21270,0,0,0,0,0,0,0,0,,,,0,0
"M25A0027",52831,,"ASHORE/RIVAGE",21269,0,0,0,0,0,0,0,0,,,,0,0
"M25A0026",52830,19571,"ISLAND ALLSTAR",21283,0,0,0,0,0,0,0,0,,,,0,0
"M25A0026",52830,,"ASHORE/RIVAGE",21282,0,0,0,0,0,0,0,0,,,,0,0
"M25A0024",52828,27467,"HURTIN' UNIT",21285,0,0,0,0,0,0,0,0,,,,0,0
"M25A0024",52828,,"ASHORE/RIVAGE",21284,0,0,0,0,0,0,0,0,,,,0,0
"M25A0023",52827,24108,"KNOT FOR SHORE",21268,0,0,0,0,0,0,0,0,,,,0,0
"M25A0023",52827,,"ASHORE/RIVAGE",21267,0,0,0,0,0,0,0,0,,,,0,0
"M25C0016",52826,31187,"SMOKE",21287,0,0,0,0,0,0,0,0,,,,0,0
"M25C0016",52826,,"ASHORE/RIVAGE",21286,0,0,0,0,0,0,0,0,,,,0,0
"M25A0022",52824,11694,"FORTUNE PRIDE",21259,1,0,0,2,2,4,4,3,3,"Survival Suit","Combinaison de sauvetage",1,0
"M25A0022",52824,,"ASHORE/RIVAGE",21258,0,0,0,0,0,0,0,0,,,,0,0
"M25C0015",52823,31175,"UBC TACOMA",21411,0,0,0,0,0,0,0,0,,,,0,0
"M25C0015",52823,,"ASHORE/RIVAGE",21410,0,0,0,0,0,0,0,0,,,,0,0
"M25P0018",52822,31195,"LAMPARD",21313,0,0,0,0,0,0,0,0,,,,0,0
"M25P0018",52822,,"ASHORE/RIVAGE",21312,0,0,0,0,0,0,0,0,,,,0,0
"M25P0017",52821,31194,"STRAIT SENTINEL",21310,0,0,0,0,0,0,0,0,,,,0,0
"M25P0017",52821,,"ASHORE/RIVAGE",21309,0,0,0,0,0,0,0,0,,,,0,0
"M25A0021",52820,26548,"KNOTTY HABITS",21251,1,0,0,1,0,1,0,0,,,,0,0
"M25A0021",52820,,"ASHORE/RIVAGE",21250,0,0,0,0,0,0,0,0,,,,0,0
"M25C0014",52819,31177,"DIAMANTGRACHT",21255,0,0,0,0,0,0,0,0,,,,0,0
"M25C0014",52819,,"ASHORE/RIVAGE",21254,0,0,0,0,0,0,0,0,,,,0,0
"M25P0016",52818,12561,"QUEEN OF CAPILANO",21253,0,0,0,0,0,0,0,0,,,,0,0
"M25P0016",52818,,"ASHORE/RIVAGE",21252,0,0,0,0,0,0,0,0,,,,0,0
"M25C0012",52812,30617," CMA CGM PARANAGUA",21245,0,0,0,0,0,0,0,0,,,,0,0
"M25C0012",52812,,"ASHORE/RIVAGE",21244,0,0,0,0,0,0,0,0,,,,0,0
"M25P0010",52808,31170,"VIKING TIDE",21242,1,0,0,1,0,1,0,0,,,,0,0
"M25P0010",52808,,"ASHORE/RIVAGE",21241,0,0,0,0,0,0,0,0,,,,0,0
"M25A0013",52802,30112,"ALTERA THULE",21233,0,0,0,0,0,0,0,0,,,,0,0
"M25A0013",52802,,"ASHORE/RIVAGE",21232,0,0,0,0,0,0,0,0,,,,0,0
"M24C0300",52801,26690,"INDUSTRIAL RUBY",21231,0,0,0,0,0,0,0,0,,,,0,0
"M24C0300",52801,2257,"OCEAN CHARLIE",21230,0,0,0,0,0,0,0,0,,,,0,0
"M24C0300",52801,,"ASHORE/RIVAGE",21229,0,0,0,0,0,0,0,0,,,,0,0
"M25C0011",52800,22925,"CHESTNUT",21225,0,0,0,0,0,0,0,0,,,,0,0
"M25C0011",52800,,"ASHORE/RIVAGE",21224,0,0,0,0,0,0,0,0,,,,0,0
"M25P0009",52798,29322,"KM KEELUNG",21237,0,0,0,0,0,0,0,0,,,,0,0
"M25P0009",52798,,"ASHORE/RIVAGE",21236,0,0,0,0,0,0,0,0,,,,0,0
"M24A0439",52796,18874,"DOVER SPIRIT",21223,0,0,0,0,0,0,0,0,,,,0,0
"M24A0439",52796,,"ASHORE/RIVAGE",21222,0,0,0,0,0,0,0,0,,,,0,0
"M25A0012",52795,28326,"FUNDY TRAPPER II",21221,0,0,0,0,0,0,0,0,,,,0,0
"M25A0012",52795,,"ASHORE/RIVAGE",21220,0,0,0,0,0,0,0,0,,,,0,0
"M25A0011",52794,30829,"BLACK CLOUD",21219,0,0,0,0,0,0,0,0,,,,0,0
"M25A0011",52794,,"ASHORE/RIVAGE",21218,0,0,0,0,0,0,0,0,,,,0,0
"M25P0007",52789,31165,"KOPRINO WIND",21216,0,0,0,0,0,0,0,0,,,,0,0
"M25P0007",52789,18887,"WEST COAST IV",21215,0,0,0,0,0,0,0,0,,,,0,0
"M25P0007",52789,,"ASHORE/RIVAGE",21214,0,0,0,0,0,0,0,0,,,,0,0
"M25A0008",52787,30112,"ALTERA THULE",21243,0,0,0,0,0,0,0,0,,,,0,0
"M25A0008",52787,28962,"NORTH ATLANTIC KAIROS ",21240,0,0,0,0,0,0,0,0,,,,0,0
"M25A0008",52787,,"ASHORE/RIVAGE",21238,0,0,0,0,0,0,0,0,,,,0,0
"M25A0007",52786,,"ASHORE/RIVAGE",21226,0,0,0,0,0,0,0,0,,,,0,0
"M25A0006",52785,,"ASHORE/RIVAGE",21217,0,0,0,0,0,0,0,0,,,,0,0
"M25F0001",52782,28926,"HARVEST SPIRIT",21228,0,0,0,0,0,0,0,0,,,,0,0
"M25F0001",52782,,"ASHORE/RIVAGE",21227,0,0,0,0,0,0,0,0,,,,0,0
"M25C0005",52775,28443,"EASTERLY AS OMARIA",21208,0,0,0,0,0,0,0,0,,,,0,0
"M25C0005",52775,6574,"OCEAN BRAVO",21207,0,0,0,0,0,0,0,0,,,,0,0
"M25C0005",52775,,"ASHORE/RIVAGE",21206,0,0,0,0,0,0,0,0,,,,0,0
"M24A0438",52774,31162,"C06061ON",21210,0,0,0,0,0,0,0,0,,,,0,0
"M24A0438",52774,21609,"ROSAIRE A. DESGAGNES",21211,0,0,0,0,0,0,0,0,,,,0,0
"M24A0438",52774,,"ASHORE/RIVAGE",21209,0,0,0,0,0,0,0,0,,,,0,0
"M25C0004",52773,,"ASHORE/RIVAGE",21205,0,0,0,0,0,0,0,0,,,,0,0
"M25C0002",52771,31158,"NORTHERN VENTURE",21213,0,0,0,0,0,0,0,0,,,,0,0
"M25C0002",52771,,"ASHORE/RIVAGE",21212,0,0,0,0,0,0,0,0,,,,0,0
"M25A0004",52769,31160,"NOR EASTER 07",21204,0,0,0,0,0,0,0,0,,,,0,0
"M25A0004",52769,,"ASHORE/RIVAGE",21203,0,0,0,0,0,0,0,0,,,,0,0
"M24C0299",52757,26316,"MACCOA",21194,0,0,0,0,0,0,0,0,,,,0,0
"M24C0299",52757,,"ASHORE/RIVAGE",21193,0,0,0,0,0,0,0,0,,,,0,0
"M24P0265",52747,31191,"TRITON 1",21300,1,0,1,0,0,1,0,0,,,,0,0
"M24P0265",52747,31190,"BSG LUBRICATOR",21299,0,0,0,0,0,0,0,0,,,,0,0
"M24P0265",52747,31157,"HAISLA NORTHWIND",21298,0,0,0,0,0,0,0,0,,,,0,0
"M24P0265",52747,,"ASHORE/RIVAGE",21297,0,0,0,0,0,0,0,0,,,,0,0
"M24C0293",52740,26062,"FLORENCE SPIRIT",21200,0,0,0,0,0,0,0,0,,,,0,0
"M24C0293",52740,,"ASHORE/RIVAGE",21199,0,0,0,0,0,0,0,0,,,,0,0
"M24A0423",52736,,"ASHORE/RIVAGE",21191,0,0,0,0,0,0,0,0,,,,0,0
"M24P0262",52735,31156,"APEX VOYAGER",21202,0,0,0,0,0,0,0,0,,,,0,0
"M24P0262",52735,,"ASHORE/RIVAGE",21201,0,0,0,0,0,0,0,0,,,,0,0
"M24C0292",52733,30411,"VEZHEN",21198,1,0,1,0,0,1,0,0,,,,0,0
"M24C0292",52733,,"ASHORE/RIVAGE",21197,0,0,0,0,0,0,0,0,,,,0,0
"M24A0420",52729,,"ASHORE/RIVAGE",21192,0,0,0,0,0,0,0,0,,,,0,0
"M24C0291",52728,5027,"W.N. TWOLAN",21190,0,0,0,0,0,0,0,0,,,,0,0
"M24C0291",52728,,"ASHORE/RIVAGE",21189,0,0,0,0,0,0,0,0,,,,0,0
"M24C0290",52727,24362,"FEDERAL YELLOWSTONE",21188,0,0,0,0,0,0,0,0,,,,0,0
"M24C0290",52727,,"ASHORE/RIVAGE",21187,0,0,0,0,0,0,0,0,,,,0,0
"M24C0289",52726,26259,"MSC ANGELA",21182,0,0,0,0,0,0,0,0,,,,0,0
"M24C0289",52726,,"ASHORE/RIVAGE",21181,0,0,0,0,0,0,0,0,,,,0,0
"M24C0288",52725,6095,"LIMNOS",21180,0,0,0,0,0,0,0,0,,,,0,0
"M24C0288",52725,,"ASHORE/RIVAGE",21179,0,0,0,0,0,0,0,0,,,,0,0
"M24A0419",52724,25578,"MISS CARRIE ANN",21186,0,0,0,0,0,0,0,0,,,,0,0
"M24A0419",52724,,"ASHORE/RIVAGE",21185,0,0,0,0,0,0,0,0,,,,0,0
"M24A0418",52723,29163,"KNOT TOO SHORE",21178,0,0,0,0,0,0,0,0,,,,0,0
"M24A0418",52723,,"ASHORE/RIVAGE",21177,0,0,0,0,0,0,0,0,,,,0,0
"M24P0259",52722,31140,"POSEIDON HIGHWAY",21174,0,0,0,0,0,0,0,0,,,,0,0
"M24P0259",52722,,"ASHORE/RIVAGE",21173,0,0,0,0,0,0,0,0,,,,0,0
"M24P0258",52721,25938,"SAAM SABA",21184,0,0,0,0,0,0,0,0,,,,0,0
"M24P0258",52721,,"ASHORE/RIVAGE",21183,0,0,0,0,0,0,0,0,,,,0,0
"M24A0417",52720,26173,"ELLENE MARIE",21158,0,0,0,0,0,0,0,0,,,,0,0
"M24A0417",52720,18562,"CAPE LIGHT",21157,0,0,0,0,0,0,0,0,,,,0,0
"M24A0417",52720,,"ASHORE/RIVAGE",21156,0,0,0,0,0,0,0,0,,,,0,0
"M24A0416",52719,22533,"SECRET SEA",21176,0,0,0,0,0,0,0,0,,,,0,0
"M24A0416",52719,,"ASHORE/RIVAGE",21175,0,0,0,0,0,0,0,0,,,,0,0
"M24A0415",52718,25591,"KING EIDER",21166,0,0,0,0,0,0,0,0,,,,0,0
"M24A0415",52718,,"ASHORE/RIVAGE",21165,0,0,0,0,0,0,0,0,,,,0,0
"M24A0414",52717,31138,"FUNDY MIST",21168,0,0,0,0,0,0,0,0,,,,0,0
"M24A0414",52717,,"ASHORE/RIVAGE",21167,0,0,0,0,0,0,0,0,,,,0,0
"M24A0413",52716,31139,"KNOTTY FOUR",21170,0,0,0,0,0,0,0,0,,,,0,0
"M24A0413",52716,,"ASHORE/RIVAGE",21169,0,0,0,0,0,0,0,0,,,,0,0
"M24A0412",52715,25649,"FUNDY LEADER",21172,0,0,0,0,0,0,0,0,,,,0,0
"M24A0412",52715,,"ASHORE/RIVAGE",21171,0,0,0,0,0,0,0,0,,,,0,0
"M24A0411",52714,12658,"ATLANTIC EXPLORER II",21164,0,0,0,0,0,0,0,0,,,,0,0
"M24A0411",52714,,"ASHORE/RIVAGE",21163,0,0,0,0,0,0,0,0,,,,0,0
"M24C0287",52712,31137,"WOLFE ISLANDER IV",21153,0,0,0,0,0,0,0,0,,,,0,0
"M24C0287",52712,,"ASHORE/RIVAGE",21152,0,0,0,0,0,0,0,0,,,,0,0
"M24C0286",52711,21683,"MERSEY PHOENIX",21143,0,0,0,1,0,1,0,0,,,,0,0
"M24C0286",52711,,"ASHORE/RIVAGE",21142,0,0,0,0,0,0,0,0,,,,0,0
"M24A0410",52710,30551,"OCEAN SWELL",21155,0,0,0,0,0,0,0,0,,,,0,0
"M24A0410",52710,,"ASHORE/RIVAGE",21154,0,0,0,0,0,0,0,0,,,,0,0
"M24A0409",52709,19674,"FOUR LINKS",21160,0,0,0,0,0,0,0,0,,,,0,0
"M24A0409",52709,,"ASHORE/RIVAGE",21159,0,0,0,0,0,0,0,0,,,,0,0
"M24A0408",52708,30075,"THEIR FINEST HOUR",21162,0,0,0,0,0,0,0,0,,,,0,0
"M24A0408",52708,,"ASHORE/RIVAGE",21161,0,0,0,0,0,0,0,0,,,,0,0
"M24C0285",52707,22280,"CAPE",21139,0,0,0,0,0,0,0,0,,,,0,0
"M24C0285",52707,,"ASHORE/RIVAGE",21138,0,0,0,0,0,0,0,0,,,,0,0
"M24C0284",52706,17012,"ALDO H",21261,0,0,0,0,0,0,0,0,,,,0,0
"M24C0284",52706,,"ASHORE/RIVAGE",21260,0,0,0,0,0,0,0,0,,,,0,0
"M24A0407",52705,31039,"C27464NL (LEONARDS CHOICE)",21147,0,0,0,0,0,0,0,0,,,,0,0
"M24A0407",52705,,"ASHORE/RIVAGE",21146,0,0,0,0,0,0,0,0,,,,0,0
"M24A0406",52704,17952,"MUST ""N"" TELL",21149,0,0,0,0,0,0,0,0,,,,0,0
"M24A0406",52704,,"ASHORE/RIVAGE",21148,0,0,0,0,0,0,0,0,,,,0,0
"M24A0405",52703,31119,"CHAS'N RAC'N 20",21151,0,0,0,0,0,0,0,0,,,,0,0
"M24A0405",52703,,"ASHORE/RIVAGE",21150,0,0,0,0,0,0,0,0,,,,0,0
"M24C0282",52701,31135,"MSC ROWAN",21132,0,0,0,0,0,0,0,0,,,,0,0
"M24C0282",52701,,"ASHORE/RIVAGE",21131,0,0,0,0,0,0,0,0,,,,0,0
"M24C0281",52700,,"ASHORE/RIVAGE",21135,0,0,0,0,0,0,0,0,,,,0,0
"M24C0280",52699,19044,"FEDERAL WELLAND",21134,0,0,0,0,0,0,0,0,,,,0,0
