﻿OccNo,OccID,VesselID,VesselName,XrfOccVesselVictimCountID,ManuallyEnteredStatsIND,VictimMissing,VictimMinorInjuries,VictimSeriousInjuries,VictimDeath,TotalVesselInjuries,TotalPeopleInWater,PeopleInWaterWearingLSE,PeopleInWaterLseTypeID,PeopleInWaterLseTypeDisplayEng,PeopleInWaterLseTypeDisplayFre,PeopleInWaterNoLSE,PeopleInWaterDontKnowLSE
"M05M0099",33034,20421,"SVITZER BEDFORD",5533,0,0,0,1,0,1,0,0,,,,0,0
"M05M0098",33027,14307,"CONFEDERATION",5532,0,0,0,0,0,0,0,0,,,,0,0
"M05W0192",33026,17224,"ATTU",5531,0,0,0,1,0,1,0,0,,,,0,0
"M05C0059",33020,121,"JOHN D. LEITCH",5530,0,0,0,0,0,0,0,0,,,,0,0
"M05N0075",33006,21959,"ATLANTIC CHALLENGER",5529,0,0,0,1,0,1,0,0,,,,0,0
"M05N0073",32989,8797,"NORTHERN RANGER",5528,0,0,0,1,0,1,0,0,,,,0,0
"M05L0204",32986,20387,"CAPE CROW",5527,0,0,0,1,0,1,0,0,,,,0,0
"M05L0201",32979,7643,"F.C.G. SMITH",5526,0,0,0,1,0,1,0,0,,,,0,0
"M05C0055",32977,20382,"CCGC CAPE DUNDAS",5525,0,0,0,0,0,0,0,0,,,,0,0
"M05C0054",32976,14975,"KAPITONAS ANDZEJAUSKAS",5524,0,0,0,1,0,1,0,0,,,,0,0
"M05L0197",32973,7816,"MARTHA L. BLACK",5523,0,0,0,1,0,1,0,0,,,,0,0
"M05C0053",32967,20378,"HANNAH 5101",5522,0,0,0,0,0,0,0,0,,,,0,0
"M05C0053",32967,11891,"JAMES A HANNAH",5521,0,0,0,0,0,0,0,0,,,,0,0
"M05W0175",32965,18255,"LITTLE DENISE",5520,0,0,0,1,0,1,0,0,,,,0,0
"M05N0072",32954,20373,"MELINA & KEITH II",5519,0,0,0,0,4,4,0,0,,,,0,0
"M05W0168",32951,20371,"MISS RAELENE",5518,0,0,1,0,0,1,0,0,,,,0,0
"M05L0191",32950,20370,"LE COUDRIER DE L'ISLE",5517,0,0,0,1,0,1,0,0,,,,0,0
"M05C0051",32946,1838,"ALGOLAKE",5516,0,0,0,1,0,1,0,0,,,,0,0
"M05L0187",32945,20365,"ELKA DELOS",5515,0,0,0,1,0,1,0,0,,,,0,0
"M05M0080",32936,20360,"UNK/INC (ZODIAC HURRICANE 733)",5514,0,0,0,1,0,1,0,0,,,,0,0
"M05L0180",32922,18889,"C.T.M.A. VACANCIER",5513,0,0,0,1,0,1,0,0,,,,0,0
"M05N0069",32907,20340,"MS. JESSIE",5511,0,0,0,1,0,1,0,0,,,,0,0
"M05W0158",32905,20338,"THOMAS C",5510,0,0,0,0,1,1,0,0,,,,0,0
"M05W0155",32886,10536,"E.J. SAFARIK",5509,0,0,0,1,0,1,0,0,,,,0,0
"M05W0153",32869,20309,"EILEEN'S CADDY - 820130",5508,0,0,0,0,1,1,0,0,,,,0,0
"M05W0149",32859,20297,"P&O NEDLLOYD BARENTSZ",5506,0,0,0,1,0,1,0,0,,,,0,0
"M05M0067",32828,20266,"LITTLE RASCAL",5505,0,0,0,0,1,1,0,0,,,,0,0
"M05M0067",32828,,"ASHORE/RIVAGE",13900,0,0,0,0,0,0,0,0,,,,0,0
"M05L0130",32824,2707,"AMUNDSEN",5504,0,0,1,0,0,1,0,0,,,,0,0
"M05W0141",32819,8049,"OCEAN TOR",5503,0,0,0,0,2,2,0,0,,,,0,0
"M05M0061",32807,20255,"CAPTAIN CUB",5502,0,0,1,0,0,1,0,0,,,,0,0
"M05C0035",32798,2034,"ALGONTARIO",5501,0,0,0,0,0,0,0,0,,,,0,0
"M05L0127",32792,3732,"LUCIEN L.",5500,0,0,5,0,0,5,0,0,,,,0,0
"M05W0129",32785,1521,"VIKING LEADER",5499,0,0,0,1,0,1,0,0,,,,0,0
"M05W0125",32774,10907,"SEASPAN 495",5498,0,0,0,1,0,1,0,0,,,,0,0
"M05N0054",32770,20234,"CJ CASSANDRA",5497,0,0,0,1,0,1,0,0,,,,0,0
"M05W0118",32759,20228,"OCEAN OREGON",5496,0,0,1,0,0,1,0,0,,,,0,0
"M05W0117",32758,1651,"SEASPAN VALIANT",5495,0,0,0,1,0,1,0,0,,,,0,0
"M05F0009",32732,99,"CSL NIAGARA",5494,0,0,0,0,0,0,0,0,,,,0,0
"M05M0052",32731,14307,"CONFEDERATION",5493,0,0,0,1,0,1,0,0,,,,0,0
"M05C0022",32711,20184,"UNK/INC(C06739ON)",5491,0,0,4,0,0,4,0,0,,,,0,0
"M05L0101",32704,20175,"CO6565QC / GC-1205",5490,0,0,0,2,0,2,0,0,,,,0,0
"M05C0021",32703,409,"CANADIAN LEADER",5489,0,0,0,0,0,0,0,0,,,,0,0
"M05M0048",32699,4839,"CLOUSTON",5488,0,0,0,0,1,1,0,0,,,,0,0
"M05W0096",32693,20168,"SILVERWOOD",5487,0,0,1,2,0,3,0,0,,,,0,0
"M05L0097",32692,12174,"FELIX LECLERC",5486,0,0,0,0,1,1,0,0,,,,0,0
"M05W0090",32677,20158,"RECREATIONAL CRAFT - PC",5483,0,0,0,0,1,1,0,0,,,,0,0
"M05W0087",32674,1272,"SANDRA CAROL",5482,0,0,1,0,0,1,0,0,,,,0,0
"M05C0018",32672,305,"ALGOSAR",5481,0,0,0,0,0,0,0,0,,,,0,0
"M05N0047",32653,17395,"BRIER DAWN",5480,0,0,0,1,0,1,0,0,,,,0,0
"M05L0078",32637,5200,"DES GROSEILLIERS",5479,0,0,0,1,0,1,0,0,,,,0,0
"M05W0082",32632,10249,"WESTERN SPIRIT",5478,0,0,1,0,0,1,0,0,,,,0,0
"M05N0042",32629,20118,"UNK/INC (M05N0042)",5477,0,0,0,0,1,1,0,0,,,,0,0
"M05L0075",32627,1912,"ALPHONSE DESJARDINS",5476,0,0,0,0,1,1,0,0,,,,0,0
"M05W0080",32625,20116,"RECREATIONAL CRAFT - SELF-BAILING INFLATABLE RIVER RAFT",5475,0,0,0,0,1,1,0,0,,,,0,0
"M05W0078",32621,13919,"OCEAN ACHIEVER",5474,0,0,0,1,0,1,0,0,,,,0,0
"M05N0041",32617,20112,"UNK/INC (M05N0041)",5473,0,0,0,0,1,1,0,0,,,,0,0
"M05L0071",32604,20106,"POINTE A MARICHITE",5472,0,0,0,1,0,1,0,0,,,,0,0
"M05C0013",32592,298,"THOMAS RENNIE",5471,0,0,2,0,0,2,0,0,,,,0,0
"M05W0063",32568,20089,"SILVER ARROW",5470,0,0,0,1,0,1,0,0,,,,0,0
"M05C0012",32565,2034,"ALGONTARIO",5469,0,0,0,0,0,0,0,0,,,,0,0
"M05C0011",32563,22752,"JOHN B. AIRD",7343,1,0,0,1,0,1,0,0,,,,0,0
"M05W0059",32561,12398,"GLENSHIEL",5467,0,0,0,1,0,1,0,0,,,,0,0
"M05C0010",32556,435,"ALGOSTEEL",5466,0,0,0,0,0,0,0,0,,,,0,0
"M05N0027",32545,9164,"ATLANTIC ODYSSEY",5465,0,0,0,1,0,1,0,0,,,,0,0
"M05C0008",32534,292,"CANADIAN PROSPECTOR",5464,0,0,0,0,0,0,0,0,,,,0,0
"M05C0007",32492,5315,"ALGOCAPE",5463,0,0,0,0,0,0,0,0,,,,0,0
"M05L0032",32460,2297,"PIERRE RADISSON",5462,0,0,1,0,0,1,0,0,,,,0,0
"M05N0001",32454,9164,"ATLANTIC ODYSSEY",5461,0,0,0,1,0,1,0,0,,,,0,0
"M05W0011",32423,9296,"SIR WILFRID LAURIER",5459,0,0,0,1,0,1,0,0,,,,0,0
"M05C0002",32383,2746,"CANADIAN TRANSPORT",5457,0,0,0,0,0,0,0,0,,,,0,0
"M05W0004",32368,2305,"QUEEN OF NEW WESTMINSTER",5456,0,0,0,2,0,2,0,0,,,,0,0
"M04M0139",32351,17421,"VENTURE SEA",5455,0,0,2,0,0,2,0,0,,,,0,0
"M04L0155",32340,18383,"PYTHEAS",5454,0,0,0,0,0,0,0,0,,,,0,0
"M04C0090",32326,19951,"RECREATIONAL CRAFT - 59E22354",5453,0,0,3,0,1,4,0,0,,,,0,0
"M04C0088",32323,1520,"CANADIAN RANGER",5452,0,0,0,1,0,1,0,0,,,,0,0
"M04L0148",32314,2969,"TRACY",5450,0,0,0,1,0,1,0,0,,,,0,0
"M04M0128",32311,19943,"RELENTLESS IV",5449,0,0,0,0,0,0,0,0,,,,0,0
"M04C0087",32310,10722,"SARAH SPENCER",5448,0,0,0,1,0,1,0,0,,,,0,0
"M04L0147",32307,19939,"FEDERAL SHIMANTO",5447,0,0,0,1,0,1,0,0,,,,0,0
"M04L0146",32303,2818,"ALGOPORT",5446,0,0,0,1,0,1,0,0,,,,0,0
"M04C0079",32278,292,"CANADIAN PROSPECTOR",5445,0,0,0,1,0,1,0,0,,,,0,0
"M04W0236",32275,11190,"LADY V",5444,0,0,0,0,1,1,0,0,,,,0,0
"M04W0235",32274,5367,"MANSON",5443,0,1,0,0,1,2,0,0,,,,0,0
"M04C0069",32242,19895,"UNK/INC FISHING LAKE WINNIPEG YAWL",5442,0,0,0,0,1,1,0,0,,,,0,0
"M04C0069",32242,,"ASHORE/RIVAGE",13898,0,0,0,0,0,0,0,0,,,,0,0
"M04C0068",32241,19894,"UNK/INC LAKE WINNIPEG YAWL",5441,0,0,1,0,0,1,0,0,,,,0,0
"M04C0067",32231,17859,"UMIAVUT",5439,0,0,0,1,0,1,0,0,,,,0,0
"M04C0063",32220,292,"CANADIAN PROSPECTOR",5438,0,0,0,1,0,1,0,0,,,,0,0
"M04W0207",32195,19860,"SUSAN LAVERNE",5437,0,0,0,1,0,1,0,0,,,,0,0
"M04M0113",32190,19857,"SCOTIA MARINER",5436,0,0,0,1,0,1,0,0,,,,0,0
"M04N0088",32181,19851,"HARRY & WAYNE III",5434,0,0,0,1,0,1,0,0,,,,0,0
"M04C0052",32180,1730,"ALGOSOO",5433,0,0,0,1,0,1,0,0,,,,0,0
"M04M0110",32165,19899,"UNK/INC (1B1832)",5432,0,0,0,0,1,1,0,0,,,,0,0
"M04M0110",32165,,"ASHORE/RIVAGE",13899,0,0,0,0,0,0,0,0,,,,0,0
"M04M0105",32155,19832,"PROVIDENCE I",5431,0,0,0,1,0,1,0,0,,,,0,0
"M04M0103",32153,9789,"SEALIFE II",5430,0,0,0,0,1,1,0,0,,,,0,0
"M04L0118",32150,17788,"ANNA DESGAGNES",5429,0,0,0,1,0,1,0,0,,,,0,0
"M04M0102",32149,19830,"UNKNOWN",5428,0,1,0,0,0,1,0,0,,,,0,0
"M04C0049",32147,15570,"SPRUCEGLEN",5427,0,0,0,1,0,1,0,0,,,,0,0
"M04N0086",32143,19827,"RYAN'S COMMANDER",5426,0,0,0,0,2,2,0,0,,,,0,0
"M04M0101",32140,19826,"DERICK L.",5425,0,0,0,0,0,0,0,0,,,,0,0
"M04W0196",32136,19820,"CHRISTINA B.",5424,0,0,0,0,1,1,0,0,,,,0,0
"M04W0195",32133,3523,"QUEEN OF SAANICH",5423,0,0,5,0,0,5,0,0,,,,0,0
"M04M0098",32126,19815,"ALICIA DAWN 94",5422,0,0,0,0,0,0,0,0,,,,0,0
"M04N0084",32119,16572,"KOMETIK",5421,0,0,0,1,0,1,0,0,,,,0,0
"M04N0082",32111,19365,"SHANADITHI II",5420,0,0,0,0,0,0,0,0,,,,0,0
"M04M0096",32105,18803,"RENALD DANA",5419,0,0,0,1,0,1,0,0,,,,0,0
"M04W0183",32103,3989,"QUEEN OF OAK BAY",5418,0,0,0,0,1,1,0,0,,,,0,0
"M04C0040",32091,19791,"UNK/INC RUNABOUT",5417,0,0,2,0,2,4,0,0,,,,0,0
"M04L0105",32085,15640,"FAMILLE DUFOUR II",5416,0,0,10,0,0,10,0,0,,,,0,0
"M04W0171",32076,19736,"MORNING SUNRISE",5415,0,0,0,1,0,1,0,0,,,,0,0
"M04C0039",32073,15877,"CUYAHOGA",5414,0,0,1,0,0,1,0,0,,,,0,0
"M04C0037",32068,17499,"FEDERAL MAAS",5413,0,0,0,0,0,0,0,0,,,,0,0
"M04L0100",32062,1186,"CANADIAN MINER",5412,0,0,0,1,0,1,0,0,,,,0,0
"M04M0088",32059,19770,"DONALD MARSHALL JR.",5411,0,0,0,1,0,1,0,0,,,,0,0
"M04L0099",32054,19769,"UNKNOWN - SAILING VESSEL",5410,0,0,2,0,2,4,0,0,,,,0,0
"M04N0076",32035,3229,"T.K. PIERCE",5409,0,0,0,1,0,1,0,0,,,,0,0
"M04W0152",32030,12637,"CHINOOK PRINCESS",5408,0,0,0,1,0,1,0,0,,,,0,0
"M04C0032",32022,401,"GORDON C. LEITCH",5407,0,0,0,0,0,0,0,0,,,,0,0
"M04W0143",32005,7796,"GULF QUEEN",5405,0,0,3,1,0,4,0,0,,,,0,0
"M04F0017",31994,19462,"SALVOR",5404,0,0,0,0,0,0,0,0,,,,0,0
"M04W0136",31991,19723,"WESTERN ROVER",5403,0,0,0,1,0,1,0,0,,,,0,0
"M04M0072",31985,19719,"BLIND FAITH II",5402,0,0,0,0,0,0,0,0,,,,0,0
"M04N0071",31980,4463,"POLAR QUEEN",5401,0,0,0,0,0,0,0,0,,,,0,0
"M04W0133",31978,19711,"ADRIATIC SEA",5400,0,0,0,1,0,1,0,0,,,,0,0
"M04M0071",31971,19707,"W.M. MATTHEW",5399,0,0,0,0,0,0,0,0,,,,0,0
"M04N0066",31965,19704,"NEWFOUNDLAND MARTEN",5398,0,0,0,1,0,1,0,0,,,,0,0
"M04N0065",31962,19701,"ISLAND VOYAGER",5397,0,0,0,1,0,1,0,0,,,,0,0
"M04M0065",31957,19492,"TRINITY SEA",5396,0,0,0,0,0,0,0,0,,,,0,0
"M04H0003",31954,8122,"DUMIT",5395,0,0,0,0,0,0,0,0,,,,0,0
"M04F0016",31950,13263,"EVANS MCKEIL",5394,0,0,0,0,0,0,0,0,,,,0,0
"M04N0060",31936,19684,"NORTHERN MARINER",5393,0,0,0,1,0,1,0,0,,,,0,0
"M04H0002",31931,19328,"TUVAQ",5392,0,0,0,0,0,0,0,0,,,,0,0
"M04N0059",31930,2974,"WAYNE ROVER II",5391,0,0,0,1,0,1,0,0,,,,0,0
"M04M0055",31923,19674,"FOUR LINKS",5390,0,0,0,1,0,1,0,0,,,,0,0
"M04L0077",31915,19672,"JEAN YAN II",5389,0,0,0,1,0,1,0,0,,,,0,0
"M04W0118",31906,19664,"ALHENA",5388,0,0,0,1,0,1,0,0,,,,0,0
"M04N0055",31903,19662,"NATHAN AND NOAH",5387,0,0,0,0,0,0,0,0,,,,0,0
"M04W0113",31889,19655,"HANJIN SYDNEY",5386,0,0,0,1,0,1,0,0,,,,0,0
"M04N0051",31881,19653,"CURTIS AND COUSINS",5385,0,0,0,0,0,0,0,0,,,,0,0
"M04M0047",31874,19649,"UNK/INC",5384,0,0,0,0,0,0,0,0,,,,0,0
"M04N0050",31872,19647,"BIG RED M.",5383,0,0,0,0,0,0,0,0,,,,0,0
"M04L0067",31871,19412,"UNC./INC. VESSEL",5382,0,0,0,0,1,1,0,0,,,,0,0
"M04L0066",31870,19646,"UNK/INC RAFTING MAGOG",5381,0,0,0,0,1,1,0,0,,,,0,0
"M04W0104",31867,17966,"OLD CHUM",5380,0,0,0,1,0,1,0,0,,,,0,0
"M04H0001",31865,19643,"NOVA GALE",5379,0,0,0,0,1,1,0,0,,,,0,0
"M04L0065",31864,,"ASHORE/RIVAGE",19732,0,0,0,0,0,0,0,0,,,,0,0
"M04L0063",31853,19634,"CGA A IMBAULT",5378,0,0,2,1,0,3,0,0,,,,0,0
"M04N0046",31849,19631,"MARY JANE",5377,0,0,1,0,0,1,0,0,,,,0,0
"M04F0013",31847,19629,"GULF SPIRIT 1",5376,0,0,0,1,0,1,0,0,,,,0,0
"M04N0045",31845,2818,"ALGOPORT",5375,0,1,0,0,0,1,0,0,,,,0,0
"M04L0061",31843,18984,"KONAVLE",5374,0,0,0,1,0,1,0,0,,,,0,0
"M04M0043",31839,11694,"FORTUNE PRIDE",5373,0,0,0,0,0,0,0,0,,,,0,0
"M04N0044",31838,19625,"SARAH J. II",5372,0,0,0,0,0,0,0,0,,,,0,0
"M04W0094",31837,19624,"CHRISTIANE OLDENDORFF",5371,0,0,0,1,0,1,0,0,,,,0,0
"M04W0093",31835,2470,"BURRARD OTTER",5370,0,0,0,1,0,1,0,0,,,,0,0
"M04W0092",31831,8141,"SAVAGE FISHER",5368,0,0,0,1,0,1,0,0,,,,0,0
"M04L0057",31812,7816,"MARTHA L. BLACK",5367,0,0,1,0,0,1,0,0,,,,0,0
"M04M0037",31807,10812,"AQUA GEMINI",5365,0,0,0,0,0,0,0,0,,,,0,0
"M04N0038",31802,19606,"MISS JENNA C",5364,0,0,0,0,0,0,0,0,,,,0,0
"M04N0037",31801,19605,"JENNIFER RYAN",5363,0,0,0,0,0,0,0,0,,,,0,0
"M04M0035",31800,3836,"LADY ELAINE II",5362,0,0,0,1,0,1,0,0,,,,0,0
"M04M0034",31799,18186,"BIG GUY M.S.K.K.F.",5361,0,0,0,0,0,0,0,0,,,,0,0
"M04N0036",31798,15550,"NANCY LUANN",5360,0,0,0,1,0,1,0,0,,,,0,0
"M04F0011",31796,12393,"NAUTICAL CHAMPION",5359,0,0,1,0,0,1,0,0,,,,0,0
"M04L0056",31795,8107,"LADY SONIA",5358,0,0,0,1,0,1,0,0,,,,0,0
"M04N0034",31793,19602,"MIDNIGHT DRIFTER",5357,0,0,0,0,0,0,0,0,,,,0,0
"M04M0033",31790,19599,"BRETT & LOGAN 98",5356,0,0,2,0,0,2,0,0,,,,0,0
"M04M0029",31777,19591,"MISS MEGAN",5355,0,0,1,0,1,2,0,0,,,,0,0
"M04M0029",31777,,"ASHORE/RIVAGE",13897,0,0,0,0,0,0,0,0,,,,0,0
"M04M0026",31767,19581,"DADS LADS",5354,0,0,0,0,0,0,0,0,,,,0,0
"M04M0024",31764,19580,"DARLENE & CINDY",5353,0,0,0,0,0,0,0,0,,,,0,0
"M04W0069",31760,19577,"SEASPAN SCOUT",5352,0,0,0,0,0,0,0,0,,,,0,0
"M04W0069",31760,3481,"SEASPAN 610",5351,0,0,0,1,0,1,0,0,,,,0,0
"M04N0025",31742,19568,"TERRANCE AND MITCHEL",5350,0,0,0,0,0,0,0,0,,,,0,0
"M04F0009",31737,18674,"SAGINAW",5349,0,0,0,1,0,1,0,0,,,,0,0
"M03H0013",31733,2707,"AMUNDSEN",5348,0,0,0,1,0,1,0,0,,,,0,0
"M04W0057",31708,1966,"SEASPAN COMMODORE",5347,0,0,0,1,0,1,0,0,,,,0,0
"M04M0013",31662,7742,"CARIBOU",5345,0,0,0,2,0,2,0,0,,,,0,0
"M04W0034",31655,19533,"HOPE BAY (EX LEROY AND BARRY)",5343,0,0,1,0,3,4,0,0,,,,0,0
"M04W0029",31636,1097,"SEASPAN FORESTER",5342,0,0,1,0,0,1,0,0,,,,0,0
"M03H0012",31625,5456,"JACQUES DESGAGNES",5340,0,0,0,0,0,0,0,0,,,,0,0
"M04M0003",31612,19521,"MISS REBECCA",5339,0,0,1,0,0,1,0,0,,,,0,0
"M04M0002",31607,17522,"LO-DA-KASH",5338,0,1,0,0,3,4,0,0,,,,0,0
"M04M0002",31607,,"ASHORE/RIVAGE",13895,0,0,0,0,0,0,0,0,,,,0,0
"M04W0013",31598,19513,"WADI ALRAYAN",5337,0,0,1,0,0,1,0,0,,,,0,0
"M04W0012",31595,19510,"JUAN DE FUCA WARRIOR",5336,0,0,0,0,1,1,0,0,,,,0,0
"M04W0009",31588,19508,"UNK/INC BARGE FRASER RIVER",5335,0,0,1,0,0,1,0,0,,,,0,0
"M04N0002",31575,14835,"OCEAN PRAWNS",5334,0,0,0,1,0,1,0,0,,,,0,0
"M03M0181",31565,19492,"TRINITY SEA",5333,0,0,0,1,0,1,0,0,,,,0,0
"M03M0179",31554,19485,"NAUTI-CAT I",5332,0,0,0,1,0,1,0,0,,,,0,0
"M03W0265",31551,19481,"MISTRAL - 170772",5331,0,1,0,0,0,1,0,0,,,,0,0
"M03F0030",31547,19478,"ATLANTIC OSPREY",5330,0,0,0,1,0,1,0,0,,,,0,0
"M03M0178",31544,19015,"TERRY AND CHRIS II",5329,0,0,0,1,0,1,0,0,,,,0,0
"M03N0106",31538,1648,"MELISSA DESGAGNES",5328,0,0,0,1,0,1,0,0,,,,0,0
"M03L0153",31536,7816,"MARTHA L. BLACK",5327,0,0,0,1,0,1,0,0,,,,0,0
"M03H0011",31531,19122,"ATLANTIC ENTERPRISE",5326,0,0,0,1,0,1,0,0,,,,0,0
"M03N0104",31517,5244,"MERSEY VIKING",5325,0,0,0,1,0,1,0,0,,,,0,0
"M03W0254",31515,380,"BARTLETT",5324,0,0,0,1,0,1,0,0,,,,0,0
"M03M0172",31513,19457,"RAY'S LEGACY",5323,0,0,1,0,0,1,0,0,,,,0,0
"M03M0171",31512,19456,"PRABHU DAS",5322,0,0,0,1,0,1,0,0,,,,0,0
"M03M0169",31506,3540,"A.F. PIERCE",5321,0,0,0,1,0,1,0,0,,,,0,0
"M03W0241",31466,19422,"CAPE DARNLEY",5319,0,0,1,1,0,2,0,0,,,,0,0
"M03L0141",31462,19130,"CANADA SENATOR",5318,0,0,0,1,0,1,0,0,,,,0,0
"M03N0100",31460,7816,"MARTHA L. BLACK",5317,0,0,0,1,0,1,0,0,,,,0,0
"M03M0154",31458,19419,"PEDRO'S GIRL",5316,0,0,2,0,1,3,0,0,,,,0,0
"M03M0151",31452,19416,"APOLLO TIGER",5315,0,0,0,2,0,2,0,0,,,,0,0
"M03W0229",31429,826,"NORTH ISLAND PRINCESS",5314,0,0,1,0,0,1,0,0,,,,0,0
"M03W0227",31424,19397,"BLUEFIN",5313,0,0,0,1,0,1,0,0,,,,0,0
"M03W0224",31421,13987,"VIKING STORM",5312,0,0,0,1,0,1,0,0,,,,0,0
"M03W0222",31414,19392,"KATRINA JOY",5311,0,0,1,0,0,1,0,0,,,,0,0
"M03W0218",31389,1906,"WESTERN RANGER",5310,0,0,0,1,0,1,0,0,,,,0,0
"M03L0129",31384,4409,"CABOT",5309,0,0,0,1,0,1,0,0,,,,0,0
"M03C0057",31383,3195,"JERRY NEWBERRY",5308,0,0,0,1,0,1,0,0,,,,0,0
"M03W0213",31378,11335,"PACIFIC CHALLENGER",5307,0,0,0,1,0,1,0,0,,,,0,0
"M03W0209",31373,19378,"CANMOR",5306,0,0,1,1,0,2,0,0,,,,0,0
"M03L0124",31362,535,"EVAN RICHARD",5305,0,2,0,0,0,2,0,0,,,,0,0
"M03L0122",31360,19373,"CHRISTOBAL",5304,0,0,0,1,0,1,0,0,,,,0,0
"M03C0054",31354,19369,"UNK/INC COMMERCIAL RAFTING",5303,0,0,0,0,1,1,0,0,,,,0,0
"M03M0130",31330,12684,"SOURIS",5302,0,0,1,0,0,1,0,0,,,,0,0
"M03W0194",31324,19348,"ESPERANCE I",5301,0,0,0,1,0,1,0,0,,,,0,0
"M03N0087",31315,19340,"PASCOAL ATLANTICO",5300,0,0,0,1,0,1,0,0,,,,0,0
"M03L0115",31313,435,"ALGOSTEEL",5299,0,0,0,1,0,1,0,0,,,,0,0
"M03L0114",31311,1573,"ALGONORTH",5297,0,0,0,1,0,1,0,0,,,,0,0
"M03C0048",31305,13009,"JIIMAAN",5296,0,0,0,0,0,0,0,0,,,,0,0
"M03C0047",31299,3412,"GLENORA",5295,0,0,0,0,0,0,0,0,,,,0,0
"M03H0005",31298,5456,"JACQUES DESGAGNES",5294,0,0,0,0,0,0,0,0,,,,0,0
"M03W0190",31292,17554,"SILVER VIKING",5292,0,0,0,1,0,1,0,0,,,,0,0
"M03N0084",31290,10253,"TUKTU",5291,0,0,1,0,0,1,0,0,,,,0,0
"M03H0004",31289,19328,"TUVAQ",5290,0,0,0,0,0,0,0,0,,,,0,0
"M03C0045",31283,3846,"SEGWUN",5289,0,0,0,0,0,0,0,0,,,,0,0
"M03H0007",31279,19324,"WENDY LEE TWO",5288,0,1,0,0,0,1,0,0,,,,0,0
"M03M0115",31277,19039,"CAPT. RALPH TUCKER",5287,0,0,0,0,0,0,0,0,,,,0,0
"M03M0107",31260,11092,"PANDALUS III",5286,0,0,0,0,0,0,0,0,,,,0,0
"M03W0178",31258,16021,"COASTAL LAUNCH",5285,0,0,2,0,0,2,0,0,,,,0,0
"M03H0008",31233,19319,"COOPER 411",5284,0,1,0,0,0,1,0,0,,,,0,0
"M03L0098",31221,15640,"FAMILLE DUFOUR II",5283,0,0,5,0,0,5,0,0,,,,0,0
"M03W0155",31208,3188,"QUEEN OF COWICHAN",5282,0,1,0,0,0,1,0,0,,,,0,0
"M03C0042",31199,7880,"SAMUEL RISLEY",5281,0,0,0,1,0,1,0,0,,,,0,0
"M03N0073",31187,18063,"PETROLIA DESGAGNES",5280,0,0,0,1,0,1,0,0,,,,0,0
"M03W0147",31185,14581,"SPIRIT OF VANCOUVER ISLAND",5279,0,0,5,0,0,5,0,0,,,,0,0
"M03L0089",31184,19257,"RADEAU VILLAGE VALCARTIER",5278,0,0,0,0,1,1,0,0,,,,0,0
"M03W0145",31181,12294,"DELTA SPIRIT(13K96032)",5277,0,0,0,1,0,1,0,0,,,,0,0
"M03W0141",31172,19248,"UNK/INC BOSTON WHALER",5276,0,0,2,0,0,2,0,0,,,,0,0
"M03W0129",31153,4440,"DESIREE III",5275,0,0,0,1,0,1,0,0,,,,0,0
"M03W0128",31152,19272,"TAMARA II",5274,0,0,0,1,0,1,0,0,,,,0,0
"M03N0068",31138,19226,"ROSIE J",5273,0,0,0,1,0,1,0,0,,,,0,0
"M03L0078",31133,19224,"JOCELYNE B",5272,0,0,0,1,0,1,0,0,,,,0,0
"M03L0074",31121,19218,"GERIMI 2",5271,0,0,0,1,0,1,0,0,,,,0,0
"M03M0084",31119,9909,"HARBOUR PILOT",5270,0,0,0,1,0,1,0,0,,,,0,0
"M03W0111",31114,19211,"MATSUKAZE",5269,0,0,1,0,0,1,0,0,,,,0,0
"M03C0038",31112,6565,"TRAVERSIER D'OKA NO.7",5268,0,0,1,0,0,1,0,0,,,,0,0
"M03M0083",31109,17621,"MALYOVITZA",5267,0,0,0,1,0,1,0,0,,,,0,0
"M03M0077",31097,,"ASHORE/RIVAGE",19731,0,0,0,0,0,0,0,0,,,,0,0
"M03L0070",31094,1952,"WENDY 'N' BROTHERS",5266,0,0,0,1,0,1,0,0,,,,0,0
"M03M0073",31079,19181,"ATLANTIC LEADER",5265,0,1,0,0,0,1,0,0,,,,0,0
"M03M0072",31078,19180,"JAKEJEWE",5264,0,0,0,0,1,1,0,0,,,,0,0
"M03W0100",31074,2783,"KULLEET",5263,0,0,0,1,0,1,0,0,,,,0,0
"M03N0058",31069,19175,"PEGGY ANN I",5262,0,0,0,1,0,1,0,0,,,,0,0
"M03W0092",31062,9153,"ABERDONIAN",5261,0,1,0,0,0,1,0,0,,,,0,0
"M03L0066",31059,19167,"GF PETIT-CAP",5260,0,0,0,1,0,1,0,0,,,,0,0
"M03L0064",31054,7816,"MARTHA L. BLACK",5259,0,0,0,1,0,1,0,0,,,,0,0
"M03M0066",31046,19161,"FEDERAL VENTURE",5258,0,0,0,1,0,1,0,0,,,,0,0
"M03C0028",31039,19159,"LAKE WINNIPEG YAWL",5257,0,0,0,0,1,1,0,0,,,,0,0
"M03W0084",31030,17966,"OLD CHUM",5256,0,0,0,1,0,1,0,0,,,,0,0
"M03W0080",31005,1846,"QUEEN OF COQUITLAM",5255,0,0,1,0,0,1,0,0,,,,0,0
"M03W0074",30988,17300,"STYX",5254,0,0,0,1,0,1,0,0,,,,0,0
"M02C0093",30980,19123,"UNK./INC.(M02C0093)",5253,0,0,0,0,1,1,0,0,,,,0,0
