award_id,source_award_key,project_id,display_label,state,active,aliases_json,validation_group_id,created_source_sha256,migration_note,no_reuse
awd-f58a5faebba946b2be1bc95fe25b6b5a,src-awd-8b93309b3513405f97dee7aca10fe0d5,prj-211071ee6de24481a50983bc381ca0e2,Payara / 2020 / SBM Offshore,active,true,[],vg-prj-c31556d9a78f4aa0b919235fb0337bbf,15a23391ed1fc9a419d7250625f6dd63712b10ae5094d9a95c79b8d5c8943de0,,true
awd-b9c4912c4e534853958eeaebc44d13e3,src-awd-9af5dc0480ec4cb58a2e3fd7b0183eca,prj-211071ee6de24481a50983bc381ca0e2,Payara / 2024 / SBM Offshore,active,true,[],vg-prj-c31556d9a78f4aa0b919235fb0337bbf,e7fd441e45bb0362594dffa21ec6c7d0bc8629c6f17c691b98aaf1b1129d0c5d,,true
awd-2e41e1ab9fd04b0f9a094179e4c69f01,src-awd-e99a91c160a64e17a42605b0cd9809e6,prj-211071ee6de24481a50983bc381ca0e2,Payara / 2020 / TechnipFMC,active,true,[],vg-prj-c31556d9a78f4aa0b919235fb0337bbf,2741eaf26b27a4811f75ac96a78b5b4bb73d3945c80c19020d29f3d3d8fb1d49,,true
awd-4121c18cbf1542acbe117fd042977d28,src-awd-4ff742883dc246d89b8bd29dc5533cc6,prj-211071ee6de24481a50983bc381ca0e2,Payara / 2019 / Saipem,active,true,[],vg-prj-c31556d9a78f4aa0b919235fb0337bbf,18cde0ba06e307976fa256890e90191ed1a6d6ea238a6c73e15848a877f4858f,,true
awd-288ba2613112489e8923d5119b06b8e7,src-awd-d9b64a3bba6846a49fab8fd982d4ff8f,prj-211071ee6de24481a50983bc381ca0e2,Payara / 2020 / Halliburton,active,true,[],vg-prj-c31556d9a78f4aa0b919235fb0337bbf,1eedc9f6b31caf8679f552a11629b80f73e91baf2adb9c94d9088ce604fe22c2,,true
awd-258e4a245477464a978a1b54069fce3b,src-awd-ac53c237d04445f3997be1195036c2c7,prj-211071ee6de24481a50983bc381ca0e2,Payara / 2022 / Noble Corporation,active,true,[],vg-prj-c31556d9a78f4aa0b919235fb0337bbf,98ef1b3b4ca37ef10adf22ecc36dc6ca7a320cacee5d74f16abba71a074dcf85,,true
awd-50e7d226251c40c2ac6a7f6fe6efb00c,src-awd-775e1571410d427dbe22936458b653b8,prj-01c272b184b04efbbdc2c4b51a111bd5,Yellowtail / 2022 / SBM Offshore,active,true,[],vg-prj-eb99777f109549cab21d637308c5c3e2,d36896079784e131175bcc79de8725d0040d2226ea4d7998242d4c43328cfeb5,,true
awd-d310e47d33a4460c974cfcbecf8ee992,src-awd-e47d517b302c4ea9bf122a5d4018ca4c,prj-01c272b184b04efbbdc2c4b51a111bd5,Yellowtail / 2026 / SBM Offshore,active,true,[],vg-prj-eb99777f109549cab21d637308c5c3e2,c1552a318662a2bbf1c316869eb8fd3489c2a3805afe14f3c7dbb56d8a07c6a6,,true
awd-80ed1c513d3c4a23a9570ca7552639e7,src-awd-98cbc41fca8e44c793e55faa89048518,prj-01c272b184b04efbbdc2c4b51a111bd5,Yellowtail / 2021 / TechnipFMC,active,true,[],vg-prj-eb99777f109549cab21d637308c5c3e2,c4471eba9fb6b3cf74d62300d080d49372425b3928d64068d8be06f97eaed761,,true
awd-7989539b557b4784a67fee1e84e2f2ba,src-awd-11a49d35bce4431b8fc287d68a81f2cc,prj-01c272b184b04efbbdc2c4b51a111bd5,Yellowtail / 2022 / TechnipFMC,active,true,[],vg-prj-eb99777f109549cab21d637308c5c3e2,332e21d56b9ee050d7b37f2e2d467c4e5a7cce11235c6f6cef08382ab1d66445,,true
awd-b213bee7252a46b5bb1ffa4d3eda425b,src-awd-3c6c21d06fd94a1bb32285058c1d7ef5,prj-01c272b184b04efbbdc2c4b51a111bd5,Yellowtail / 2022 / Saipem,active,true,[],vg-prj-eb99777f109549cab21d637308c5c3e2,885e573b32aea90967ac0f044905bc7b69e3a198ee083004502b6f733a841a53,,true
awd-353d707f36f04c439cdce725b4adf7a7,src-awd-b521f688f0ad4e2fa7552e44d4896e3a,prj-01c272b184b04efbbdc2c4b51a111bd5,Yellowtail / 2022 / Noble Corporation,active,true,[],vg-prj-eb99777f109549cab21d637308c5c3e2,eb221d7264dbe08892aa8668635b8037db9a0c855a282e1e00d554676c5d3fd2,,true
awd-2107792361f745aa9a38ad17cc3968e5,src-awd-c6cf7614894a41dda86cde279aa1be21,prj-c345e3ab4f80472d86309a35f27be8fb,Anchor / 2019 / Daewoo Shipbuilding (DSME),active,true,[],vg-prj-4657f60ea00b486c99968fa464e0c397,bcca9a72c0dba500a7c4fe440ffdc4c918238baf7d28db88ba0f32bacdea3f94,,true
awd-f52edcd6090342429c7d450edcc84a08,src-awd-e827294abcb04c159cf2f4164558d736,prj-c345e3ab4f80472d86309a35f27be8fb,Anchor / 2019 / Kiewit Offshore,active,true,[],vg-prj-4657f60ea00b486c99968fa464e0c397,7cbb3bd48885507de466b5a60fc5ca1f3a65052df3cf87df30f015a9ce68df9b,,true
awd-db8880dd4d634718b676518d89627bf0,src-awd-30a8ba97e7b7411f9005515997df9e8a,prj-c345e3ab4f80472d86309a35f27be8fb,Anchor / 2019 / OneSubsea (SLB),active,true,[],vg-prj-4657f60ea00b486c99968fa464e0c397,025139bccf9e11316db76ca54e2a3fecede94b9221ccc587232d93b0e7c50800,,true
awd-7ce808b646174a179afbafcff602dfd4,src-awd-681702e4e1a9424caf796e7a3523c142,prj-c345e3ab4f80472d86309a35f27be8fb,Anchor / 2020 / Subsea 7,active,true,[],vg-prj-4657f60ea00b486c99968fa464e0c397,f5d00f7a460960c758bbf574f8f96b80490d54604a65b8f89b5f2ad74cb11398,,true
awd-2af411b4b5f74988bbe49f692f733f08,src-awd-a6d964cdc0354667b3173748862f52a4,prj-c345e3ab4f80472d86309a35f27be8fb,Anchor / 2020 / Aker Solutions,active,true,[],vg-prj-4657f60ea00b486c99968fa464e0c397,e59d7e8152e2e666d45150ed102ffccd63a669b962a548e82c877746e5e8cb6a,,true
awd-ae7b8bdbae564af889cae5a4fc36baa1,src-awd-add82395e144484797aa7efb67dd191f,prj-c345e3ab4f80472d86309a35f27be8fb,Anchor / 2018 / Transocean,active,true,[],vg-prj-4657f60ea00b486c99968fa464e0c397,02581a8b8362749e10059171cd20a4a33d53689dfc64d386bf82fc48dd7fe8c6,,true
awd-121b37fc4eb740a68d61cf1d3205eb07,src-awd-097c787c3d474548ae8ae34c13f7f337,prj-c345e3ab4f80472d86309a35f27be8fb,Anchor / 2021 / Boskalis,active,true,[],vg-prj-4657f60ea00b486c99968fa464e0c397,4a1afdbe42d1e7e336cdcd9ce1e8626ee3537735217434bae019ae2c73223de0,,true
awd-d83b0822156c40f0acc66323f4ed3dda,src-awd-edb4fd47c9c14ef0b575d7ebad7565a0,prj-c345e3ab4f80472d86309a35f27be8fb,Anchor / 2020 / Oceaneering,active,true,[],vg-prj-4657f60ea00b486c99968fa464e0c397,b6b377687f0d69ebc2061b63ac8f22a34a45a58ba9dd3902e32c87f3a2e345f8,,true
awd-64171ebb88f545b490daa263b55a8835,src-awd-14d2c2c4c8de4f0dbbe3b682c87eb417,prj-1004d59b5b434b18889ff7c6602866d5,Ballymore / 2022 / Subsea 7,active,true,[],vg-prj-4a29a035da5c4c37b444bd247aa81a1c,00b40f8ac4011b963e37da2c2867cedcac8a0e0ec5daedbf2e1192c39c29ec49,,true
awd-4626fd82825b4264b950724c6d87685f,src-awd-efbf7295b34740459145e086bafea556,prj-1004d59b5b434b18889ff7c6602866d5,Ballymore / 2021 / Worley,active,true,[],vg-prj-4a29a035da5c4c37b444bd247aa81a1c,6a024df5275d6479ee796a6214e3f23d9f0e37a1c597718eb508477ffa49cc69,,true
awd-d08d0847049a4ce1befcd3e07e6dffc3,src-awd-7928f558399b45c28eec4ca9f2763aed,prj-1004d59b5b434b18889ff7c6602866d5,Ballymore / 2022 / Expro,active,true,[],vg-prj-4a29a035da5c4c37b444bd247aa81a1c,0caf458058ceee37e6bc16d8b438525e0b315179f6d202c611e8066944c24cc2,,true
awd-387ad210faa94789b2cd8d776aa3e0b9,src-awd-f94f612e88f34e6397343d0210670261,prj-e97445ae3463462c816f6b28bf1c7acc,Kaskida / 2024 / Seatrium,active,true,[],vg-prj-9945b6e6d88346868ae9103b4d9a277a,1408a241a1c16cfdf365215145929fce30caab5988de1e1fc495397f2e4701d2,,true
awd-e0aca7624f054a4eb0482ea6ff3e7910,src-awd-9ee431d6b1444b39a9004dc3063f2161,prj-e97445ae3463462c816f6b28bf1c7acc,Kaskida / 2024 / TechnipFMC,active,true,[],vg-prj-9945b6e6d88346868ae9103b4d9a277a,dccfb3f173e3596b0304eae5f2eebd001bb5408382ae732a3ea044d76efcb632,,true
awd-92879b13a97c46229ee961890c482b18,src-awd-b50e5991c34b41f1849291281301eebd,prj-e97445ae3463462c816f6b28bf1c7acc,Kaskida / 2025 / SBM Offshore,active,true,[],vg-prj-9945b6e6d88346868ae9103b4d9a277a,a907a29c8f62d90ce49c26dae8c3389df489785ef4f98795d5a2be2d8bad28b9,,true
awd-8ca81aec229b41b8b1834537fd43520e,src-awd-abe2659ba0ce406c9e231075c6d2c215,prj-e97445ae3463462c816f6b28bf1c7acc,Kaskida / 2024 / Transocean,active,true,[],vg-prj-9945b6e6d88346868ae9103b4d9a277a,aae846855c23eeb9328551d40d9e63709fc206dd0121f6b04f6e3319b2d4b612,,true
awd-f1f56a69cf824bf4a07cc9af9f1a4052,src-awd-f6465b3d38044e60851c53e3eaccfe82,prj-e97445ae3463462c816f6b28bf1c7acc,Kaskida / 2024 / Enbridge,active,true,[],vg-prj-9945b6e6d88346868ae9103b4d9a277a,5f3eeac3c3fcf91adab43dd3f446734fb8fa30584115eda2edf0ecdbf80697b8,,true
awd-c4a8e37595b84696abacea939c751ae4,src-awd-82fd5d81a4da4e67bef9b5162e2fdc3f,prj-4cade6578ed94e1aac64d37823f60830,Whale / 2019 / Sembcorp Marine (Seatrium),active,true,[],vg-prj-0f0089db74384603aa4c80a437fcf35c,5c56d6c087ad73d92c2a770fcaea4ed4a9c9fc0364afe6df271bcccf1ee9b6e0,,true
awd-4ebee1e50eb84d099887838872a77ec8,src-awd-9f8e452bb1a64fc18c53cfbc9fe8ac81,prj-4cade6578ed94e1aac64d37823f60830,Whale / 2021 / McDermott,active,true,[],vg-prj-0f0089db74384603aa4c80a437fcf35c,6c663c2ec4fcdbff670a81471cad5f61ca5c753078f53c580d57bc28ba11b4a3,,true
awd-dd7e341253e241c3a63c46160400f530,src-awd-2ee38b76e1f94b50978c4f79da0bbef2,prj-4cade6578ed94e1aac64d37823f60830,Whale / 2023 / Boskalis,active,true,[],vg-prj-0f0089db74384603aa4c80a437fcf35c,e4e138be8f48e97d417eca899bdbe6d9644dca508ef19837d8a47c97d6a896bc,,true
awd-5b3ced4a1bb14763910ca82b21497fd0,src-awd-0a776441ead74d94ae669f816e0b6fe8,prj-9f998fc820d8432ea475483e3605e460,Bacalhau Phase 1 / 2021 / MODEC,active,true,[],vg-prj-c0d019a8098d483e8b10597743f47e12,a936d420b432075d2f69ababbce3d88c47c21c933b55cd2f8819e77e05e3823f,,true
awd-0224a45c66464814960240f923245a74,src-awd-1b99cf39d26c4b8187de7b87bf920192,prj-9f998fc820d8432ea475483e3605e460,Bacalhau Phase 1 / 2021 / Subsea7 (Subsea Integration Alliance),active,true,[],vg-prj-c0d019a8098d483e8b10597743f47e12,75ba953fdf31d451f110c14bd79854aab43974838ee9d0c97f0f7b7d7d745321,,true
awd-9473c57a86fb490ea1d4960a1411d534,src-awd-f67a4ec2c5ea4d2184ab2189a1b3e309,prj-9f998fc820d8432ea475483e3605e460,Bacalhau Phase 1 / 2021 / OneSubsea (Subsea Integration Alliance),active,true,[],vg-prj-c0d019a8098d483e8b10597743f47e12,a0157bdfa6a11a01e2b7274690339729fe48af30dce0e3d9439fa67a9509f231,,true
awd-f7dae8fc0ece4fc187df85e23cb79474,src-awd-0f0325daecf94a6abcfd0f352f2875dc,prj-9f998fc820d8432ea475483e3605e460,Bacalhau Phase 1 / 2021 / Seadrill,active,true,[],vg-prj-c0d019a8098d483e8b10597743f47e12,20957fdfab9fe2831fee22524d77e5040adfcb677775b429e7b4e167c76f188f,,true
awd-9d65133997044289bf5b8523e0012519,src-awd-08f0657fd7b740739f6cd89e5f18415b,prj-9f998fc820d8432ea475483e3605e460,Bacalhau Phase 1 / 2020 / Baker Hughes / Halliburton / Schlumberger,active,true,[],vg-prj-c0d019a8098d483e8b10597743f47e12,d9290f3db492acd6f273f851e5047d1cd9b249215836643b8cca82ad846e39b6,,true
awd-401f89e8c7454e829d87683d2eaa0dab,src-awd-41847bdcfc8f4981ac6b02d35bc2afdd,prj-6d92ff9f3ed84f61ae43ce84706597b0,Sangomar Phase 1 / 2020 / MODEC,active,true,[],vg-prj-612f76eaf00c44498a183c7c28944be3,6383dcc65483ceaec61ea990a256450832fa3e316db2507b08fab0d5954a2dd9,,true
awd-ba47411d11674a34ab479b63a107ed83,src-awd-e4392a2213f14bdaa73dfda470962084,prj-6d92ff9f3ed84f61ae43ce84706597b0,Sangomar Phase 1 / 2020 / Subsea Integration Alliance,active,true,[],vg-prj-612f76eaf00c44498a183c7c28944be3,2756436e4b6d03b49908009347270d068ec5002582ea127eb0d25fd35af4f4d0,,true
